FILE	SCHEME	ST	16S	atpD	gyrB	recA	rpoB	trpB
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000527195.1_ASM52719v1_genomic.gbff	scheme_round_6	265	788	932	650	1013	971	835
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000590515.1_Streptomyces_sp._PRh5_version1.0_genomic.gbff	scheme_round_6	266	294	57	289	380	86	339
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000612545.1_P1-1_genomic.gbff	scheme_round_6	267	603	718	529	771	739	648
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000647875.1_ASM64787v1_genomic.gbff	scheme_round_6	268	182	228	200	790	226	662
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000695235.1_ASM69523v1_genomic.gbff	scheme_round_6	-	610,610,610	805	582	867	993	845
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000696595.1_StrepLeeu1.0_genomic.gbff	scheme_round_6	186	116	144	141	147	142	158
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000698495.1_NTK937_genomic.gbff	scheme_round_6	-	29,29,29,29,29,29	37	35	368	37	40
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000700005.2_ASM70000v2_genomic.gbff	scheme_round_6	271	150	236	212	242	237	238
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000707925.2_ASM70792v2_genomic.gbff	scheme_round_6	-	46,46,46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000709915.1_JSD_genomic.gbff	scheme_round_6	272	638	760	552	816	781	912
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000715745.1_ASM71574v1_genomic.gbff	scheme_round_6	2	2	2	2	2	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000715845.1_ASM71584v1_genomic.gbff	scheme_round_6	103	73	90	90	90	90	99
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716025.1_ASM71602v1_genomic.gbff	scheme_round_6	273	8	22	21	22	23	350
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716215.1_ASM71621v1_genomic.gbff	scheme_round_6	206	130	161	157	163	161	176
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716335.1_ASM71633v1_genomic.gbff	scheme_round_6	-	489	517?	-	352?	587	-
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716435.1_ASM71643v1_genomic.gbff	scheme_round_6	-	620?	568	419	593	577	502
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716445.1_ASM71644v1_genomic.gbff	scheme_round_6	231	149	178	174	179	178	193
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716455.1_ASM71645v1_genomic.gbff	scheme_round_6	-	409?	212	192	214	211	219
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716515.1_ASM71651v1_genomic.gbff	scheme_round_6	274	46	58	512	214	720	631
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716525.1_ASM71652v1_genomic.gbff	scheme_round_6	-	89?	115	113	119	114	131
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716535.1_ASM71653v1_genomic.gbff	scheme_round_6	-	261	313	258	365	324	773?
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716605.1_ASM71660v1_genomic.gbff	scheme_round_6	-	620	737	540	791	760	172?
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716625.1_ASM71662v1_genomic.gbff	scheme_round_6	275	94	747	118	124	119	136
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716675.1_ASM71667v1_genomic.gbff	scheme_round_6	155	88	114	112	118	113	130
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716685.1_ASM71668v1_genomic.gbff	scheme_round_6	276	347	408	326	437	429	380
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716805.1_ASM71680v1_genomic.gbff	scheme_round_6	-	-	182	178	183	182	197
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716845.1_ASM71684v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716875.1_ASM71687v1_genomic.gbff	scheme_round_6	194	123	152	148	155	150	166
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716935.1_ASM71693v1_genomic.gbff	scheme_round_6	38	11	12	13	13	13	38
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716945.1_ASM71694v1_genomic.gbff	scheme_round_6	-	3?	321	105	612	594	504
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717015.1_ASM71701v1_genomic.gbff	scheme_round_6	-	2?	2	2	2	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717025.1_ASM71702v1_genomic.gbff	scheme_round_6	9	9	8	9	9	9	9
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717055.1_ASM71705v1_genomic.gbff	scheme_round_6	181	111	139	136	142	137	153
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717215.1_ASM71721v1_genomic.gbff	scheme_round_6	-	2?	434	339	42	454	399
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717285.1_ASM71728v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717345.1_ASM71734v1_genomic.gbff	scheme_round_6	-	43?	54	53	52	54	59
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717375.1_ASM71737v1_genomic.gbff	scheme_round_6	-	549?	650	110	5	36	5
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717595.1_ASM71759v1_genomic.gbff	scheme_round_6	277	298	363	292	385	378	341
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717635.1_ASM71763v1_genomic.gbff	scheme_round_6	-	352?	343	-	357	357	382?
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717645.1_ASM71764v1_genomic.gbff	scheme_round_6	2	2	2	2	2	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717655.1_ASM71765v1_genomic.gbff	scheme_round_6	278	20	540	398	568	548	476
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717665.1_ASM71766v1_genomic.gbff	scheme_round_6	49	2	2	2	42	44	49
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717725.1_ASM71772v1_genomic.gbff	scheme_round_6	194	123	152	148	155	150	166
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717745.1_ASM71774v1_genomic.gbff	scheme_round_6	279	60	73	73	71	73	80
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717795.1_ASM71779v1_genomic.gbff	scheme_round_6	280	6	585	6	6	8	515
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717805.1_ASM71780v1_genomic.gbff	scheme_round_6	-	46?	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717815.1_ASM71781v1_genomic.gbff	scheme_round_6	-	409?	756	550	813	779	676
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717845.1_ASM71784v1_genomic.gbff	scheme_round_6	281	99	743	338	797	126	671
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717875.1_ASM71787v1_genomic.gbff	scheme_round_6	-	179	222	-	221	219	223
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717895.1_ASM71789v1_genomic.gbff	scheme_round_6	-	261	908	258	984	324	773?
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717915.1_ASM71791v1_genomic.gbff	scheme_round_6	-	20	211?	-	259	252	249
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717925.1_ASM71792v1_genomic.gbff	scheme_round_6	282	32	649	472	415	387	576
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717945.1_ASM71794v1_genomic.gbff	scheme_round_6	-	711	854?	-	907	863	742
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717965.1_ASM71796v1_genomic.gbff	scheme_round_6	2	2	2	2	2	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717995.1_ASM71799v1_genomic.gbff	scheme_round_6	-	146?	175	171	176	175	190
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718015.1_ASM71801v1_genomic.gbff	scheme_round_6	283	57	69	69	68	71	75
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718095.1_ASM71809v1_genomic.gbff	scheme_round_6	220	138	167	163	168	167	182
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718155.1_ASM71815v1_genomic.gbff	scheme_round_6	184	114	142	139	145	140	156
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718165.1_ASM71816v1_genomic.gbff	scheme_round_6	284	482	573	424	598	580	506
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718175.1_ASM71817v1_genomic.gbff	scheme_round_6	11	10	10	11	11	11	11
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718205.1_ASM71820v1_genomic.gbff	scheme_round_6	285	2	2	2	195	2	210
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718235.1_ASM71823v1_genomic.gbff	scheme_round_6	286	2	2	2	195	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718245.1_ASM71824v1_genomic.gbff	scheme_round_6	2	2	2	2	2	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718295.1_ASM71829v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718305.1_ASM71830v1_genomic.gbff	scheme_round_6	-	64?	150	79	153	148	164
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718315.1_ASM71831v1_genomic.gbff	scheme_round_6	-	106?	273	132	138	133	149
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718375.1_ASM71837v1_genomic.gbff	scheme_round_6	287	177	220	194	219	217	221
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718455.1_ASM71845v1_genomic.gbff	scheme_round_6	288	526	621	457	650	632	556
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718525.1_ASM71852v1_genomic.gbff	scheme_round_6	289	197	245	680	252	246	244
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718595.1_ASM71859v1_genomic.gbff	scheme_round_6	-	94?	747	118	124	119	136
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718615.1_ASM71861v1_genomic.gbff	scheme_round_6	2	2	2	2	2	2	2
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718625.1_ASM71862v1_genomic.gbff	scheme_round_6	185	115	143	140	146	141	157
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718635.1_ASM71863v1_genomic.gbff	scheme_round_6	226	144	173	169	174	173	188
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718675.1_ASM71867v1_genomic.gbff	scheme_round_6	290	337	58	321	428	418	375
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718695.1_ASM71869v1_genomic.gbff	scheme_round_6	-	2?	2	2	106	2	119
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718705.1_ASM71870v1_genomic.gbff	scheme_round_6	291	15	16	198	224	222	225
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718715.1_ASM71871v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718755.1_ASM71875v1_genomic.gbff	scheme_round_6	292	246	300	252	314	308	288
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718775.1_ASM71877v1_genomic.gbff	scheme_round_6	293	270	325	269	341	338	312
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718785.1_ASM71878v1_genomic.gbff	scheme_round_6	-	253?	835	593	900	855	739
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718815.1_ASM71881v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718835.1_ASM71883v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718855.1_ASM71885v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718865.1_ASM71886v1_genomic.gbff	scheme_round_6	251	46	58	58	57	211	64
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718915.1_ASM71891v1_genomic.gbff	scheme_round_6	285	2	2	2	195	2	210
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718935.1_ASM71893v1_genomic.gbff	scheme_round_6	294	32	719	531	773	741	650
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718945.1_ASM71894v1_genomic.gbff	scheme_round_6	-	662	787	-	845	807	702
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718955.1_ASM71895v1_genomic.gbff	scheme_round_6	295	159	701	513	750	721	632
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718985.1_ASM71898v1_genomic.gbff	scheme_round_6	-	118?	146	143	149	144	160
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719015.1_ASM71901v1_genomic.gbff	scheme_round_6	155	88	114	112	118	113	130
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719035.1_ASM71903v1_genomic.gbff	scheme_round_6	285	2	2	2	195	2	210
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719135.1_ASM71913v1_genomic.gbff	scheme_round_6	-	824?	989	-	-	-	-
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719185.1_ASM71918v1_genomic.gbff	scheme_round_6	292	246	300	252	314	308	288
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719195.1_ASM71919v1_genomic.gbff	scheme_round_6	-	730?	2	2	106	2	119
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719255.1_ASM71925v1_genomic.gbff	scheme_round_6	226	144	173	169	174	173	188
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719265.1_ASM71926v1_genomic.gbff	scheme_round_6	296	303	368	294	390	382	345
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719335.1_ASM71933v1_genomic.gbff	scheme_round_6	-	532	629	-	-	641	-
../../supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000719345.1_ASM71934v1_genomic.gbff	scheme_round_6	-	103	16?	263	335	333	305
