run_id,genome1,genome2,unique_taxa_names_per_connected_component,coverage,identity,comparision_type_species,comparision_type_genus,cluster_id,genome1_ST,genome2_ST
1.0,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.9115769549,0.9910923927,intra,intra,0,240,12
1.0,GCF_002188345.1 | Streptomyces sp. CS057 - ST 441:23,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7773435316,0.9303996662,inter,intra,0,441,12
1.0,GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449:24,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7375532444,0.9310341885,inter,intra,0,449,12
1.0,GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450:25,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7303659965,0.9308421499,inter,intra,0,450,12
1.0,GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449:26,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7495378136,0.9304868029,inter,intra,0,449,12
1.0,GCF_002551145.1 | Streptomyces sp. st115 - ST 453:27,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7153348529,0.9162279179,inter,intra,0,453,12
1.0,GCF_002551225.1 | Streptomyces sp. rh206 - ST 455:28,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7457691351,0.930463882,inter,intra,0,455,12
1.0,GCF_002551305.1 | Streptomyces sp. or20 - ST 456:29,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7284583191,0.9301144223,inter,intra,0,456,12
1.0,GCF_002551465.1 | Streptomyces sp. b84 - ST 463:30,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7484692109000001,0.9298578625,inter,intra,0,463,12
1.0,GCF_002910875.1 | Streptomyces sp. SM13 - ST 480:31,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6835140372,0.9162991103,inter,intra,0,480,12
1.0,GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6754893163,0.9179498879,inter,intra,0,481,12
1.0,GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7204677058000001,0.9172412856,inter,intra,0,482,12
1.0,GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7201678896,0.9175086051,inter,intra,0,482,12
1.0,GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6544987494,0.8900195559,inter,intra,0,492,12
1.0,GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6480613098,0.8912630683,inter,intra,0,503,12
1.0,GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6994250223,0.8907865841,inter,intra,0,509,12
1.0,GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.4476631208,0.866281362,inter,inter,0,566,12
1.0,GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7312547331,0.9163330209,inter,intra,0,574,12
1.0,GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.3924408156,0.8657916371000001,inter,inter,0,623,12
1.0,GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6509706208,0.8932600712000001,inter,intra,0,637,12
1.0,GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,1.0026637015,0.9998793674,intra,intra,0,12,12
1.0,GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6721013228,0.8899889233,inter,intra,0,253,12
1.0,GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7792503494,0.9311121095,inter,intra,0,645,12
1.0,GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6785938698,0.8909423952000001,inter,intra,0,646,12
1.0,GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6971867361,0.9178438446,inter,intra,0,652,12
1.0,GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7632288985,0.9322702069,inter,intra,0,653,12
1.0,GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.768920514,0.9306516739,inter,intra,0,655,12
1.0,GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7713401473,0.9320888562,inter,intra,0,655,12
1.0,GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.4697469996,0.8688119328,inter,inter,0,51,12
1.0,GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6492217823,0.8919431278000001,inter,intra,0,681,12
1.0,GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.4688906169,0.8688396549,inter,inter,0,51,12
1.0,GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7376724640000001,0.9321818175,inter,intra,0,417,12
1.0,GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7393421536,0.915851659,inter,intra,0,718,12
1.0,GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6529878926,0.8926971604,inter,intra,0,739,12
1.0,GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6998901980000001,0.8919130158,inter,intra,0,745,12
1.0,GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.708474437,0.9154970162,inter,intra,0,748,12
1.0,GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.6691002770000001,0.8919329004000001,inter,intra,0,752,12
1.0,GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7839417390000001,0.9305391823,inter,intra,0,768,12
1.0,GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7357900753000001,0.930528969,inter,intra,0,769,12
1.0,GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.757241006,0.9307405372,inter,intra,0,772,12
1.0,GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7866351500000001,0.9385411504,inter,intra,0,776,12
1.0,GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.7104034697,0.929293729,inter,intra,0,782,12
1.0,GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.9183843986,0.9917824749,intra,intra,0,793,12
1.0,GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.986925204,0.9999465797,intra,intra,0,12,12
1.0,GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.9890734902,0.9999476036,intra,intra,0,12,12
1.0,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.9313909582,0.9910923927,intra,intra,0,12,240
1.0,GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7219284276,0.929019384,inter,intra,0,243,240
1.0,GCF_000364805.1 | Streptomyces sp. PAMC 26508 - ST 252:4,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.4394860191,0.8664165115,inter,inter,0,252,240
1.0,GCF_000373405.1 | Streptomyces sp. ScaeMP-e10 - ST 253:5,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6728642401,0.8898022717,inter,intra,0,253,240
1.0,GCF_000385945.1 | Streptomyces fulvissimus DSM 40593 - ST 174:6,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6846604715,0.8927040918,inter,intra,0,174,240
1.0,GCF_000716025.1 | Streptomyces baarnensis NRRL B-2842 - ST 268:7,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7217202141,0.9160323239,inter,intra,0,268,240
1.0,GCF_000716935.1 | Streptomyces alboviridis NRRL B-1579 - ST 38:8,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6307444157000001,0.8924712606,inter,intra,0,38,240
1.0,GCF_000717795.1 | Streptomyces griseus NRRL WC-3480 - ST 275:9,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.9519783877,0.9939557475,intra,intra,0,275,240
1.0,GCF_000720395.1 | Streptomyces flavovirens NRRL B-2182 - ST 309:10,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.4338226533,0.8656829041,inter,inter,0,309,240
1.0,GCF_000720405.1 | Streptomyces sp. NRRL B-24051 - ST 310:11,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.4439590635,0.8651887483,inter,inter,0,310,240
1.0,GCF_000721595.1 | Streptomyces sp. NRRL S-325 - ST 318:12,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.4418010151,0.8654665658,inter,inter,0,318,240
1.0,GCF_001189025.1 | Streptomyces europaeiscabiei NCPPB 4064 - ST 349:13,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7599490639,0.93071777,inter,intra,0,349,240
1.0,GCF_001418625.1 | Streptomyces luridiscabiei NRRL B-24455 - ST 372:14,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6641612536,0.8925940920000001,inter,intra,0,372,240
1.0,GCF_001426325.1 | Streptomyces sp. Root1295 - ST 376:15,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7153113687,0.9299937873,inter,intra,0,376,240
1.0,GCF_001427565.1 | Streptomyces sp. Root63 - ST 376:16,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7156535231000001,0.9303941666,inter,intra,0,376,240
1.0,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7434306216000001,0.9310186339,inter,intra,0,378,240
1.0,GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.9284980701,0.991065264,intra,intra,0,12,240
1.0,GCF_001905485.1 | Streptomyces sp. TSRI0261 - ST 417:19,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7346097256,0.9307314697,inter,intra,0,417,240
1.0,GCF_001905525.1 | Streptomyces sp. TSRI0395 - ST 419:20,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7551641760000001,0.9306883116,inter,intra,0,419,240
1.0,GCF_001905575.1 | Streptomyces sp. CB00072 - ST 420:21,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7333748914,0.9290760094,inter,intra,0,420,240
1.0,GCF_001905645.1 | Streptomyces sp. CB02115 - ST 421:22,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7581235305,0.9299439374,inter,intra,0,421,240
1.0,GCF_002188345.1 | Streptomyces sp. CS057 - ST 441:23,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7769535242000001,0.9299635536,inter,intra,0,441,240
1.0,GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449:24,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7378759638,0.9306735168,inter,intra,0,449,240
1.0,GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450:25,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7311743181,0.9304279537,inter,intra,0,450,240
1.0,GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449:26,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7497501719,0.9301241504,inter,intra,0,449,240
1.0,GCF_002551145.1 | Streptomyces sp. st115 - ST 453:27,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7159811903000001,0.9160161875,inter,intra,0,453,240
1.0,GCF_002551225.1 | Streptomyces sp. rh206 - ST 455:28,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7473660774,0.9301640407,inter,intra,0,455,240
1.0,GCF_002551305.1 | Streptomyces sp. or20 - ST 456:29,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7282406908,0.9297606684,inter,intra,0,456,240
1.0,GCF_002551465.1 | Streptomyces sp. b84 - ST 463:30,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7510035718,0.9293000319,inter,intra,0,463,240
1.0,GCF_002910875.1 | Streptomyces sp. SM13 - ST 480:31,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6864556647000001,0.9159541722,inter,intra,0,480,240
1.0,GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6730993531,0.9178401546,inter,intra,0,481,240
1.0,GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7206940868,0.9169746326,inter,intra,0,482,240
1.0,GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7210611318,0.9172268139,inter,intra,0,482,240
1.0,GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6512719257,0.8898113777000001,inter,intra,0,492,240
1.0,GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6476709053,0.8911505584,inter,intra,0,503,240
1.0,GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6975006473,0.8906900762000001,inter,intra,0,509,240
1.0,GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.4459375392,0.8661855663,inter,inter,0,566,240
1.0,GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7278843207,0.9158363358,inter,intra,0,574,240
1.0,GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.3938203204,0.865494795,inter,inter,0,623,240
1.0,GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6490113193,0.8932615751,inter,intra,0,637,240
1.0,GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.935498138,0.9911061104,intra,intra,0,12,240
1.0,GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6728642401,0.8898022717,inter,intra,0,253,240
1.0,GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.777658437,0.9308233549,inter,intra,0,645,240
1.0,GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6774153386,0.8905960366000001,inter,intra,0,646,240
1.0,GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6962845987,0.9175798053,inter,intra,0,652,240
1.0,GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7599960779,0.9319201486,inter,intra,0,653,240
1.0,GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7625938216,0.9305340021,inter,intra,0,655,240
1.0,GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7635484406,0.9320365128,inter,intra,0,655,240
1.0,GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.4678214146,0.8688010843,inter,inter,0,51,240
1.0,GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6507324447,0.891966904,inter,intra,0,681,240
1.0,GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.467101464,0.8688098177,inter,inter,0,51,240
1.0,GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7373592213,0.9318545093,inter,intra,0,417,240
1.0,GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7355543256,0.9158003047,inter,intra,0,718,240
1.0,GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6541257819,0.8927421005,inter,intra,0,739,240
1.0,GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6959054049000001,0.8918357053,inter,intra,0,745,240
1.0,GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7094159099,0.9152664925,inter,intra,0,748,240
1.0,GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.6681070115000001,0.8919527308,inter,intra,0,752,240
1.0,GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7811845678,0.9300557987,inter,intra,0,768,240
1.0,GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.741022273,0.9299185381,inter,intra,0,769,240
1.0,GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.75402955,0.9307251976,inter,intra,0,772,240
1.0,GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7874576327,0.9382347496,inter,intra,0,776,240
1.0,GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.7110056486,0.9289145391,inter,intra,0,782,240
1.0,GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.9158700375,0.9927918976,intra,intra,0,793,240
1.0,GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.931041511,0.9909802868,intra,intra,0,12,240
1.0,GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,11,0.9331218951,0.9910359925,intra,intra,0,12,240
1.0,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3,11,0.7637684563,0.9294272765,inter,intra,0,12,243
1.0,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2,GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3,11,0.7488541442000001,0.929019384,inter,intra,0,240,243
1.0,GCF_000364805.1 | Streptomyces sp. PAMC 26508 - ST 252:4,GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3,11,0.4350848498,0.8657468935,inter,inter,0,252,243
