run_id,genome1,genome2,coverage,identity,comparision_type_species,comparision_type_genus,genome1_ST,genome2_ST,organism,connected_components_count,ST_count_per_species,cluster_id
117.0,GCF_014650615.1 | Streptomyces albaduncus JCM 4715 - ST 692:351,GCF_014203495.1 | Streptomyces albaduncus CECT 3226 - ST 692:350,1.0118138725,0.9991710347,intra,intra,692,692,Streptomyces albaduncus,1,1,0
118.0,GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.901434988,0.9870009894,intra,intra,146,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.9014409842,0.9887503389,intra,intra,143,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.9180513647,0.9891765997,intra,intra,150,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.918018608,0.9891779832,intra,intra,150,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.8758323289000001,0.9888411617,intra,intra,588,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,1.005607125,0.999933399,intra,intra,39,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.878931894,0.9610505854,intra,intra,673,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,0.9214069646,0.9915539624,intra,intra,802,39,Streptomyces albidoflavus,1,22,1
118.0,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8656812122,0.9610837108,intra,intra,39,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8638193476,0.96110987,intra,intra,382,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8776312812,0.9605847022,intra,intra,411,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8492382205000001,0.9604564286,intra,intra,447,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8425870547000001,0.9600185799,intra,intra,447,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.843483481,0.9600169151,intra,intra,447,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550:405,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.828242043,0.9610735203,intra,intra,550,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557:407,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8733165439,0.961233478,intra,intra,557,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558:408,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8622655141000001,0.9612891455,intra,intra,558,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8703586555,0.961234075,intra,intra,110,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8551357869,0.9612718982,intra,intra,105,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8709433355,0.9609748357,intra,intra,148,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8814275374,0.9612123099,intra,intra,107,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8766709286000001,0.9609921689,intra,intra,559,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8530425912,0.9611595004,intra,intra,144,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8658470231000001,0.9609246817,intra,intra,138,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8525272198,0.9611469657,intra,intra,144,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8416773915,0.9608459471,intra,intra,152,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8645095294,0.9611010881,intra,intra,146,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8600059493000001,0.9612005224,intra,intra,143,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8771864494,0.9610946765,intra,intra,150,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.877557306,0.9610891309,intra,intra,150,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8276234954,0.9608385308,intra,intra,588,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8530269257,0.9610966606,intra,intra,39,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.9708651156,0.9954875345,intra,intra,673,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,0.8708208483000001,0.9611432772,intra,intra,802,295,Streptomyces albidoflavus,1,22,1
118.0,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9480321192,0.9909349266,intra,intra,39,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.8414564376,0.96110987,intra,intra,295,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9494650449,0.9880345524,intra,intra,411,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.8771852164,0.9786714315,intra,intra,447,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.8675063524000001,0.9784381508,intra,intra,447,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.8680938194000001,0.9783858151,intra,intra,447,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550:405,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.8234076602,0.9615334391,intra,intra,550,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557:407,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9794651253,0.9928654745,intra,intra,557,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558:408,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9718712639,0.9929161681,intra,intra,558,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.960250224,0.9914663408,intra,intra,110,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9287064674,0.9908222599,intra,intra,105,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9455941928,0.9916667187,intra,intra,148,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9706246767,0.9920627042,intra,intra,107,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9467136782,0.9887988313,intra,intra,559,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9159851569,0.9865941707,intra,intra,144,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9206431802,0.9865020043,intra,intra,138,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9143531935,0.9865849147,intra,intra,144,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9016463025,0.9866760563,intra,intra,152,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9228118819,0.9868618384,intra,intra,146,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9270393976,0.9886233246,intra,intra,143,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9456483496,0.9889607254,intra,intra,150,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9458345316,0.9889302296,intra,intra,150,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9002743037000001,0.9887383635,intra,intra,588,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9344326448,0.9909464356,intra,intra,39,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9057056079,0.96112607,intra,intra,673,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,0.9486043939,0.9907602113,intra,intra,802,382,Streptomyces albidoflavus,1,22,1
118.0,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9313599689,0.9881187149,intra,intra,39,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8311123522,0.9605847022,intra,intra,295,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9230344554,0.9880345524,intra,intra,382,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8775872796,0.9788382769,intra,intra,447,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8686912269,0.9785820906,intra,intra,447,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8693180882,0.9785151643,intra,intra,447,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550:405,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8244683228,0.9611741891,intra,intra,550,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557:407,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9248330229,0.9881720225,intra,intra,557,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558:408,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9202057422,0.9881087639,intra,intra,558,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9338312652,0.9880389523,intra,intra,110,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9147002853,0.9878402132,intra,intra,105,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9240467572,0.9880291354,intra,intra,148,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9454757837,0.9879580787,intra,intra,107,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9402905508,0.9884128782,intra,intra,559,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9069307282,0.9860223514,intra,intra,144,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9172199487,0.9860101456,intra,intra,138,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9064359324,0.9859872872,intra,intra,144,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8940186562,0.9860489797,intra,intra,152,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9118462925,0.9863149899,intra,intra,146,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9159499333,0.9883440329,intra,intra,143,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9394057331,0.9881693418,intra,intra,150,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9395359874,0.9881792821,intra,intra,150,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.8915896523,0.9880888185,intra,intra,588,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.917682709,0.9881676428,intra,intra,39,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9005529064000001,0.9603195635,intra,intra,673,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,0.9326444532,0.9880221216,intra,intra,802,411,Streptomyces albidoflavus,1,22,1
118.0,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,0.8356818656,0.9791499415,intra,intra,39,447,Streptomyces albidoflavus,1,22,1
118.0,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,0.7863353403000001,0.9604564286,intra,intra,295,447,Streptomyces albidoflavus,1,22,1
118.0,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,0.8337980140000001,0.9786714315,intra,intra,382,447,Streptomyces albidoflavus,1,22,1
118.0,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,0.8580664863,0.9788382769,intra,intra,411,447,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,0.9337385031,0.9997202069,intra,intra,447,447,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,0.9338030734,0.9997108708,intra,intra,447,447,Streptomyces albidoflavus,1,22,1
