run_id,genome1,genome2,unique_taxa_names_per_connected_component,coverage,identity,comparision_type_species,comparision_type_genus,cluster_id,genome1_ST,genome2_ST,unique_taxa_names_per_ST
1.0,GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.9789097602,0.9995054981,intra,intra,0,12,12,1
2.0,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,4,0.8774535551,0.9951478091,intra,intra,8,355,355,1
2.0,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,4,0.8743695417,0.9950612928,intra,intra,8,355,355,1
2.0,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,4,0.8855580338,0.999644282,intra,intra,8,355,355,1
2.0,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,4,0.8783409764000001,0.9950589311,intra,intra,8,355,355,1
2.0,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,4,0.9082842185,0.9950977505,intra,intra,8,355,355,1
2.0,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,4,0.9209190847,0.9953591144,intra,intra,8,355,355,1
2.0,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,4,0.9207006634,0.995254535,intra,intra,8,355,355,1
2.0,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,4,0.8850707906,0.9951485115,intra,intra,8,355,355,1
2.0,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,4,0.9142620834,0.9955263496,intra,intra,8,355,355,1
2.0,GCF_001279855.1 | Streptomyces sp. XY58 - ST 362:79,GCF_001279815.1 | Streptomyces sp. XY37 - ST 362:77,4,1.0045405329,0.9997659914,intra,intra,9,362,362,1
2.0,GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362:84,GCF_001279815.1 | Streptomyces sp. XY37 - ST 362:77,4,1.0154827119,0.9997985205,intra,intra,9,362,362,1
2.0,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,4,0.9546826869,0.9951478091,intra,intra,8,355,355,1
2.0,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,4,0.9467848811,0.9953591144,intra,intra,8,355,355,1
2.0,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,4,0.9604423436,0.9951819261,intra,intra,8,355,355,1
2.0,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,4,0.9261364302,0.9953705182,intra,intra,8,355,355,1
2.0,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,4,0.965597128,0.995267086,intra,intra,8,355,355,1
2.0,GCF_001279815.1 | Streptomyces sp. XY37 - ST 362:77,GCF_001279855.1 | Streptomyces sp. XY58 - ST 362:79,4,1.0036968681,0.9997659914,intra,intra,9,362,362,1
2.0,GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362:84,GCF_001279855.1 | Streptomyces sp. XY58 - ST 362:79,4,1.0219710688,0.9997293745,intra,intra,9,362,362,1
2.0,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,4,0.9573324771,0.9950612928,intra,intra,8,355,355,1
2.0,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,4,0.9525354771,0.995254535,intra,intra,8,355,355,1
2.0,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,4,0.9665051258,0.9951819261,intra,intra,8,355,355,1
2.0,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,4,0.9286161399,0.9950224236,intra,intra,8,355,355,1
2.0,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,4,0.9634198253,0.9952079894,intra,intra,8,355,355,1
2.0,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,4,1.0035136893,0.999644282,intra,intra,8,355,355,1
2.0,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,4,0.9477181855,0.9951485115,intra,intra,8,355,355,1
2.0,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,4,0.964597946,0.9953705182,intra,intra,8,355,355,1
2.0,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,4,0.961113616,0.9950224236,intra,intra,8,355,355,1
2.0,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,4,0.9622384551,0.9950717142,intra,intra,8,355,355,1
2.0,GCF_001279815.1 | Streptomyces sp. XY37 - ST 362:77,GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362:84,4,1.0128705642,0.9997985205,intra,intra,9,362,362,1
2.0,GCF_001279855.1 | Streptomyces sp. XY58 - ST 362:79,GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362:84,4,1.0201990465,0.9997293745,intra,intra,9,362,362,1
2.0,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,4,0.9605722632,0.9950589311,intra,intra,8,355,355,1
2.0,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,4,0.9447840204,0.9955263496,intra,intra,8,355,355,1
2.0,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,4,0.970572439,0.995267086,intra,intra,8,355,355,1
2.0,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,4,0.96230935,0.9952079894,intra,intra,8,355,355,1
2.0,GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87,4,0.9286313336,0.9950717142,intra,intra,8,355,355,1
2.0,GCF_000718705.1 | Streptomyces lavendulae NRRL WC-3542 - ST 286:67,GCF_017876235.1 | Streptomyces cinnamonensis DSM 40803 - ST 286:88,4,0.9702398259,0.9944328358,intra,intra,0,286,286,3
2.0,GCF_000719625.1 | Streptomyces sp. NRRL B-1322 - ST 286:68,GCF_017876235.1 | Streptomyces cinnamonensis DSM 40803 - ST 286:88,4,0.9716103187,0.9944897209,intra,intra,0,286,286,3
4.0,GCF_000725545.1 | Streptomyces exfoliatus NRRL B-2924 - ST 11:92,GCF_000718175.1 | Streptomyces exfoliatus NRRL B-2924 - ST 11:91,1,1.0062952725,0.9997893882,intra,intra,10,11,11,1
4.0,GCF_000718175.1 | Streptomyces exfoliatus NRRL B-2924 - ST 11:91,GCF_000725545.1 | Streptomyces exfoliatus NRRL B-2924 - ST 11:92,1,0.9195103066,0.9997893882,intra,intra,10,11,11,1
5.0,GCF_008704495.1 | Streptomyces kanamyceticus ATCC 12853 - ST 16:94,GCF_001418465.1 | Streptomyces kanamyceticus NRRL B-2535 - ST 16:93,1,0.9530854715,0.9994780747,intra,intra,11,16,16,1
5.0,GCF_001418465.1 | Streptomyces kanamyceticus NRRL B-2535 - ST 16:93,GCF_008704495.1 | Streptomyces kanamyceticus ATCC 12853 - ST 16:94,1,0.9872448409,0.9994780747,intra,intra,11,16,16,1
6.0,GCF_014650935.1 | Streptomyces subrutilus JCM 4834 - ST 32:96,GCF_008704535.1 | Streptomyces subrutilus ATCC 27467 - ST 32:95,1,0.973304308,0.999920819,intra,intra,12,32,32,1
6.0,GCF_008704535.1 | Streptomyces subrutilus ATCC 27467 - ST 32:95,GCF_014650935.1 | Streptomyces subrutilus JCM 4834 - ST 32:96,1,1.0096819529,0.999920819,intra,intra,12,32,32,1
7.0,GCF_001005405.1 | Streptomyces scabiei NRRL B-16523 - ST 327:98,GCF_000738715.1 | Streptomyces scabiei NCPPB 4066 - ST 327:97,2,1.0051284944,0.998740824,intra,intra,13,327,327,1
7.0,GCF_001550245.1 | Streptomyces scabiei 84-34 - ST 327:102,GCF_000738715.1 | Streptomyces scabiei NCPPB 4066 - ST 327:97,2,0.9813015406,0.9990245302,intra,intra,13,327,327,1
7.0,GCF_000738715.1 | Streptomyces scabiei NCPPB 4066 - ST 327:97,GCF_001005405.1 | Streptomyces scabiei NRRL B-16523 - ST 327:98,2,0.9879673347,0.998740824,intra,intra,13,327,327,1
7.0,GCF_001550245.1 | Streptomyces scabiei 84-34 - ST 327:102,GCF_001005405.1 | Streptomyces scabiei NRRL B-16523 - ST 327:98,2,0.9638860595,0.9996477188,intra,intra,13,327,327,1
7.0,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,2,0.9435709373,0.9990226945,intra,intra,1,393,393,2
7.0,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,2,0.9139285588,0.9955488892,intra,intra,1,393,393,2
7.0,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,2,0.9081526726,0.9958231969,intra,intra,1,393,393,2
7.0,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,2,0.8968467680000001,0.9952339984,intra,intra,1,393,393,2
7.0,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,2,0.8916689919,0.9954660077,intra,intra,1,393,393,2
7.0,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393:115,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,2,0.906286799,0.9953742637,intra,intra,1,393,393,2
7.0,GCF_000738715.1 | Streptomyces scabiei NCPPB 4066 - ST 327:97,GCF_001550245.1 | Streptomyces scabiei 84-34 - ST 327:102,2,0.9795490643,0.9990245302,intra,intra,13,327,327,1
7.0,GCF_001005405.1 | Streptomyces scabiei NRRL B-16523 - ST 327:98,GCF_001550245.1 | Streptomyces scabiei 84-34 - ST 327:102,2,0.9788776483,0.9996477188,intra,intra,13,327,327,1
7.0,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,2,0.8829350366000001,0.9990226945,intra,intra,1,393,393,2
7.0,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,2,0.9038738231,0.9953218153,intra,intra,1,393,393,2
7.0,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,2,0.8930386880000001,0.9957038868,intra,intra,1,393,393,2
7.0,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,2,0.8818030218,0.9950559594,intra,intra,1,393,393,2
7.0,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,2,0.8737587305000001,0.9954948858,intra,intra,1,393,393,2
7.0,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393:115,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,2,0.8984476789,0.9949738681,intra,intra,1,393,393,2
7.0,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,2,0.8523591483,0.9955488892,intra,intra,1,393,393,2
7.0,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,2,0.900873874,0.9953218153,intra,intra,1,393,393,2
7.0,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,2,1.0049299059,0.9996498467,intra,intra,1,393,393,2
7.0,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,2,0.9816116158,0.9994920241,intra,intra,1,393,393,2
7.0,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,2,0.9530336086,0.9992770062,intra,intra,1,393,393,2
7.0,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393:115,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,2,0.9739896775,0.9995327947,intra,intra,1,393,393,2
7.0,GCF_017968965.1 | Streptomyces sp. LBUM 1486 - ST 757:112,GCF_017933235.1 | Streptomyces sp. LBUM 1480 - ST 757:108,2,0.9917166189,0.9998298856,intra,intra,14,757,757,1
7.0,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,2,0.8434672357,0.9958231969,intra,intra,1,393,393,2
7.0,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,2,0.8863911892,0.9957038868,intra,intra,1,393,393,2
7.0,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,2,1.0007710743,0.9996498467,intra,intra,1,393,393,2
7.0,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,2,0.9790007309,0.999246613,intra,intra,1,393,393,2
7.0,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,2,0.9828056359,0.9988544918,intra,intra,1,393,393,2
7.0,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393:115,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,2,0.9783831318,0.9992386013,intra,intra,1,393,393,2
7.0,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,2,0.8520536878,0.9952339984,intra,intra,1,393,393,2
7.0,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,2,0.8952948799,0.9950559594,intra,intra,1,393,393,2
7.0,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,2,0.9999493992,0.9994920241,intra,intra,1,393,393,2
7.0,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,2,1.001434104,0.999246613,intra,intra,1,393,393,2
7.0,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,2,0.9748721347,0.9993321661,intra,intra,1,393,393,2
7.0,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393:115,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,2,0.9834269107,0.9996470236,intra,intra,1,393,393,2
7.0,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393:101,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,2,0.8481957716,0.9954660077,intra,intra,1,393,393,2
7.0,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393:106,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,2,0.8882388655000001,0.9954948858,intra,intra,1,393,393,2
7.0,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393:107,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,2,0.9720537432,0.9992770062,intra,intra,1,393,393,2
7.0,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393:109,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,2,1.0065856283,0.9988544918,intra,intra,1,393,393,2
7.0,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393:110,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,2,0.9760934146,0.9993321661,intra,intra,1,393,393,2
7.0,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393:115,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393:111,2,0.9862250166,0.9992855635,intra,intra,1,393,393,2
7.0,GCF_017933235.1 | Streptomyces sp. LBUM 1480 - ST 757:108,GCF_017968965.1 | Streptomyces sp. LBUM 1486 - ST 757:112,2,0.9980868438,0.9998298856,intra,intra,14,757,757,1
