FILE	SCHEME	ST	16S	atpD	gyrB	recA	rpoB	trpB
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_014649975.1/GCF_014649975.1_ASM1464997v1_genomic.gbff.gz	revised_scheme	-	-	118	116	122	117	134?
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_014655955.1/GCF_014655955.1_ASM1465595v1_genomic.gbff.gz	revised_scheme	-	~378	118?	-	-	~158	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_014656195.1/GCF_014656195.1_ASM1465619v1_genomic.gbff.gz	revised_scheme	-	-	445?	~148	~864	~117	~709
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_015776785.2/GCF_015776785.2_ASM1577678v2_genomic.gbff.gz	revised_scheme	-	~378	~445	~116	~864	~117	134?
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_017813315.1/GCF_017813315.1_ASM1781331v1_genomic.gbff.gz	revised_scheme	-	~127	445?	-	~150	~117	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_019192735.1/GCF_019192735.1_ASM1919273v1_genomic.gbff.gz	revised_scheme	-	~119	445?	-	~122	~461	~161
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_020741675.1/GCF_020741675.1_ASM2074167v1_genomic.gbff.gz	revised_scheme	-	-	~118	116	~122	~117	~134
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_020907985.1/GCF_020907985.1_ASM2090798v1_genomic.gbff.gz	revised_scheme	-	~682	-	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_022288725.1/GCF_022288725.1_ASM2228872v1_genomic.gbff.gz	revised_scheme	-	92?	118?	-	~122	~117	~109
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_024172095.1/GCF_024172095.1_ASM2417209v1_genomic.gbff.gz	revised_scheme	-	77,77,77,77,77,77	~95	~97	~98	~96	~109
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_025655475.1/GCF_025655475.1_ASM2565547v1_genomic.gbff.gz	revised_scheme	-	~77	445?	-	~160	~117	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_026340265.1/GCF_026340265.1_ASM2634026v1_genomic.gbff.gz	revised_scheme	-	636,636,636,636,636,636,636,636,636,636	~147	~589	~809	~770	~173
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_026340565.1/GCF_026340565.1_ASM2634056v1_genomic.gbff.gz	revised_scheme	-	~378	118?	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_026340775.1/GCF_026340775.1_ASM2634077v1_genomic.gbff.gz	revised_scheme	-	636	~147	~589	~809	~770	~173
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_026342405.1/GCF_026342405.1_ASM2634240v1_genomic.gbff.gz	revised_scheme	-	~378	802?	-	-	~158	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_026802215.1/GCF_026802215.1_ASM2680221v1_genomic.gbff.gz	revised_scheme	-	~92	445?	-	490?	~739	~109
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_027627435.1/GCF_027627435.1_ASM2762743v1_genomic.gbff.gz	revised_scheme	-	~92	118?	~116	~122	~117	~134
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029892095.1/GCF_029892095.1_ASM2989209v1_genomic.gbff.gz	revised_scheme	-	~378	118?	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029892105.1/GCF_029892105.1_ASM2989210v1_genomic.gbff.gz	revised_scheme	-	~363	~118	-	-	145?	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029892145.1/GCF_029892145.1_ASM2989214v1_genomic.gbff.gz	revised_scheme	-	~127	152?	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029892155.1/GCF_029892155.1_ASM2989215v1_genomic.gbff.gz	revised_scheme	-	~363	-	-	-	~117	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029893355.1/GCF_029893355.1_ASM2989335v1_genomic.gbff.gz	revised_scheme	-	~636	118?	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029894125.1/GCF_029894125.1_ASM2989412v1_genomic.gbff.gz	revised_scheme	-	~378	445?	-	~160	~150	~161
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_029894335.1/GCF_029894335.1_ASM2989433v1_genomic.gbff.gz	revised_scheme	-	~127	~95	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_030268825.1/GCF_030268825.1_ASM3026882v1_genomic.gbff.gz	revised_scheme	-	~363	152?	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_030268885.1/GCF_030268885.1_ASM3026888v1_genomic.gbff.gz	revised_scheme	-	-	445?	-	-	-	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_030813695.1/GCF_030813695.1_ASM3081369v1_genomic.gbff.gz	revised_scheme	-	~378	118?	-	-	~158	-
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_945929885.1/GCF_945929885.1_SRR11489755_bin.6_metaWRAP_v1.3_MAG_genomic.gbff.gz	revised_scheme	-	-	~118	116	~122	~117	~134
supplementary_files/supplementary_file_2/data/kitasatospora_genomes/GCF_948472415.1/GCF_948472415.1_JK4103_genomic.gbff.gz	revised_scheme	-	~77	152?	-	-	-	~109
