	GCF_003865155.1 | Streptomyces rimosus NBRC 15454 - ST 520:216	GCF_000718755.1 | Streptomyces rimosus NRRL WC-3560 - ST 287:219	GCF_000719185.1 | Streptomyces rimosus NRRL B-2660 - ST 287:220	GCF_000331185.2 | Streptomyces rimosus ATCC 10970 - ST 249:652	GCF_000707925.2 | Streptomyces rimosus R6-500 - ST 249:653	GCF_000716515.1 | Streptomyces rimosus NRRL B-16073 - ST 269:654	GCF_000717285.1 | Streptomyces rimosus NRRL ISP-5260 - ST 249:656	GCF_000718675.1 | Streptomyces rimosus NRRL WC-3930 - ST 285:658	GCF_000718715.1 | Streptomyces rimosus NRRL WC-3874 - ST 249:659	GCF_000718835.1 | Streptomyces rimosus NRRL WC-3876 - ST 249:661	GCF_000718865.1 | Streptomyces rimosus NRRL WC-3882 - ST 249:662	GCF_000720565.1 | Streptomyces rimosus NRRL WC-3925 - ST 249:663	GCF_000720605.1 | Streptomyces rimosus NRRL WC-3558 - ST 249:664	GCF_000720715.1 | Streptomyces rimosus NRRL WC-3900 - ST 249:665	GCF_000721045.1 | Streptomyces rimosus NRRL B-2626 - ST 249:666	GCF_000721665.1 | Streptomyces rimosus NRRL WC-3929 - ST 285:667	GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249:669	GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323:671	GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249:672	GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249:673	GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249:674	GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352:675	GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249:677	GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249:678	GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249:684	GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249:686
GCF_000718865.1 | Streptomyces rimosus NRRL WC-3882 - ST 249:662	0.6125033631	0.7802065236	0.8289600115	1.0104086115	1.0067053224	0.891287432	1.0062338298	0.8638699179	1.0143165244	0.9313088202	1.0	0.9860598478	1.0064793057	0.9803747429	1.0058842896	0.8867778556	0.9955952131	0.8638434485	1.0058596333	1.0057462623	1.0069816187	0.8683695834	1.0019045833	1.0033758672	1.0063111831	0.9732936527
GCF_000720565.1 | Streptomyces rimosus NRRL WC-3925 - ST 249:663	0.5936501368	0.7762160263000001	0.8226364179000001	1.0069779152	0.9280150462000001	0.8871606767	1.0074702073	0.858506944	1.0105570265	0.8880747198000001	0.8719736886	1.0	1.0027069655	0.975946623	1.0029716019	0.8785943018	0.9592559313000001	0.8641128326	0.9913559228000001	0.9905927952	1.0014678985	0.862317345	0.9980106310000001	1.0004355385	1.0032693713	0.9731702919
GCF_000720605.1 | Streptomyces rimosus NRRL WC-3558 - ST 249:664	0.5910846417	0.7741804576	0.8195781576000001	1.0048591349	0.9275824985000001	0.888647692	1.0061647889	0.8588613262	1.009892086	0.8880100882	0.8682811788	0.9782040657000001	1.0	0.9784705768	1.0027791808	0.8785855436000001	0.9598039580000001	0.8642860152	0.9932795626	0.9932116836	0.9996863594000001	0.8625868507000001	0.9978660346	1.0022831741	1.0012146273	0.9718268812
GCF_000720715.1 | Streptomyces rimosus NRRL WC-3900 - ST 249:665	0.5961694499	0.7895587799	0.8239894863	1.0004603632	0.9240315441	0.8891503942000001	1.0022217109	0.8604515079	1.0028017515	0.8846581201	0.8651917766	0.9739714547	1.0009502724	1.0	1.0019890761	0.8807721259	0.968208382	0.8734047152000001	0.9938554957000001	0.9964321854	0.9980529497	0.8780745854	0.9984002487	1.0027058603	0.9992576164	0.9691564144
GCF_000721045.1 | Streptomyces rimosus NRRL B-2626 - ST 249:666	0.5863530498	0.7680424960000001	0.8132632683000001	0.996999963	0.9247446036	0.8816290315	1.0047153049	0.8521780642000001	1.0044048492	0.8758938796	0.8612466825	0.9711091982000001	0.9952434045	0.9721253198	1.0	0.8719400191000001	0.9567134703	0.8576878252	0.9878077832000001	0.9862382226	0.9941381822	0.8560563804	0.9923206709000001	0.9967121705	0.9975599216000001	0.9683791542
GCF_000721665.1 | Streptomyces rimosus NRRL WC-3929 - ST 285:667	0.5821514263	0.7582821629000001	0.8027654392	0.8653018719000001	0.811607242	0.8573276252	0.8651129379	0.9826562702	0.8635821618	0.7667563658000001	0.7533698791	0.8440762673000001	0.8652107933000001	0.8478845194	0.8651680778	1.0	0.8438344523	0.8491080724000001	0.8633919956	0.8568346512	0.8640475144	0.8346546220000001	0.8641138467	0.864378457	0.8659472252	0.8628428549
GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249:669	0.6099014069	0.7910079731	0.8346928636000001	1.0035824156	0.9561330556000001	0.8986191235000001	1.0021916937	0.8706992905000001	1.0033188225	0.8819563747	0.8931677016	0.9731607794	0.9981072476	0.9842349424000001	1.0024265528	0.8910745707000001	1.0	0.8734493981	1.0007903456	0.9942979966000001	0.9992301477000001	0.8780636327	1.0016008591	0.9984857764	1.0028931267	0.9813160094000001
GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323:671	0.5967046413	0.7835787253000001	0.8216566661	0.8743552254	0.8139891649000001	0.8694908582	0.8737444779	0.8538403082	0.8717454474	0.7662096902000001	0.7535192573	0.8523729539	0.8738990362	0.8632857562	0.8737939239	0.8718240971000001	0.8492720898	1.0	0.8688606064000001	0.8652773013	0.8733272972	0.8576145444000001	0.8733733695	0.8736104782	0.8740353552000001	0.8730201839
GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249:672	0.594038898	0.7766850109000001	0.8222569067000001	1.0095675792	0.9366195897	0.8906260856	1.0016051971	0.8628472758	0.9996013771000001	0.883299527	0.8734655695	0.9735043822	0.9998258780000001	0.9779381436000001	1.0018468058	0.8825168701	0.9687267850000001	0.8649663375000001	1.0	0.9962204294	1.0022759709	0.8663189055	1.0015144101	1.0088808521	1.0064081936	0.9768161639
GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249:673	0.5915024637	0.7721989589	0.8179159433000001	1.0102122124	0.9432662111000001	0.8865491385000001	1.0062713613	0.8574297985	1.0006584556	0.8849191376000001	0.874850118	0.9744067565000001	1.0014551627	0.9821384321000001	1.0019533938	0.8773014275000001	0.9640766887000001	0.8628617682	0.9979120344	1.0	1.0004198009	0.8605155929	1.0058001497	1.0049128169	1.0065733068	0.9767234942
GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249:674	0.5905561905	0.7733256893	0.8186280328000001	1.0056791931	0.9288790941	0.8875573170000001	1.0032169301	0.8579331926	0.9965146187	0.8772757603	0.8689194598000001	0.9772257621	0.9999221971000001	0.9758684877	1.0019018945	0.8776112722	0.9611104494	0.8639243272	0.9959485141000001	0.9924189124	1.0	0.8618502443	0.9987130194	1.0071133317	1.0068507209	0.9772646635000001
GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352:675	0.5906445159	0.7683063446	0.7973147245000001	0.8698982902	0.8159960027000001	0.8780328908	0.8700034554	0.8364359885	0.8669812939	0.7764886425	0.7548209233000001	0.8476300469	0.8691337672	0.8648692689	0.8690848091000001	0.8539898657	0.8507757592	0.8546182307	0.8671789122	0.8599096924	0.8681867546	1.0	0.8700570361000001	0.8701535864000001	0.8704871526	0.8689934067
GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249:677	0.590400716	0.7730155957	0.8183385459	1.0030829443	0.9261756084	0.8873203362000001	1.0004656628	0.8575897409000001	0.9983268663	0.876045917	0.8641380005	0.9734010315	0.9976390572	0.9757558238	0.9996068918000001	0.8772720478	0.9629444151000001	0.8635696563	0.9947307235	0.9972940060000001	0.9982503504	0.8633067501	1.0	1.0069149938	1.0016210111	0.9716615979000001
GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249:678	0.5902208938	0.7733776866000001	0.8186531760000001	1.008411148	0.9267491666000001	0.8874844248	1.0059092151	0.8579115589	0.9984682554000001	0.8773971558	0.8653884824	0.9757452922000001	1.0020337782	0.9799428395	1.0040091805	0.8775219345	0.959929044	0.8637856442	1.0020258558	0.9963928843000001	1.0066252593	0.8633841006	1.0068934762	1.0	1.0067864188	0.9772456597
GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249:684	0.5905486596	0.7690273534000001	0.8141888034	1.0023766623	0.9258947272	0.8827262361	0.9941369796	0.8535505968	1.0026770194	0.8741660069	0.8620324495	0.9718713138	0.9941752878000001	0.9699481379	0.9980464882000001	0.8731509427	0.9576256279	0.858343265	0.9927892552	0.9912689368000001	0.9995359529000001	0.8578559224000001	0.9948050956000001	0.9999567221000001	1.0	0.9689797684
GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249:686	0.6086879887000001	0.7930442123	0.8392484516000001	1.0031951189	0.9242261157	0.9079679706	0.995325149	0.8776128456000001	1.0029976005	0.8735198673000001	0.8602320825	0.9726587128	0.9956463701	0.9706113157	0.9996262213	0.8976562078	0.9667861462	0.8845791876	0.9942055221	0.9924260406000001	1.0009812893	0.8835861476	0.9957035212	1.0014471506	0.9997585768	1.0
