	GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387	GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389	GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395	GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396	GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397	GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398	GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399	GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550:405	GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557:407	GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558:408	GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409	GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410	GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411	GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412	GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413	GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414	GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415	GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416	GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417	GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418	GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419	GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420	GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421	GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423	GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429	GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430	GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442
GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409	0.9912430371000001	0.961234075	0.9914663408000001	0.9880389523	0.9788703786	0.9786854704000001	0.9785736154	0.9616674518	0.9914590362000001	0.9914279220000001	1.0	0.9914425822	0.9923104135	0.9921727027	0.9888155024	0.9868443975000001	0.9866575191	0.9867983867000001	0.9867508006000001	0.9869022087	0.9885937320000001	0.9891350154	0.9891547506	0.9886508973	0.9912598532	0.9611483198	0.9906706682
GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410	0.9906197147	0.9612718982	0.9908222599000001	0.9878402132	0.9788516988	0.9786008771	0.9784469456	0.9614481058000001	0.9908080304	0.9907938603	0.9914425822	1.0	0.9911974754	0.9913938724	0.9890300528	0.9868402660000001	0.9864549416	0.9867930722	0.9867193903	0.9865868061	0.9886544619000001	0.9889202823000001	0.9889052478	0.9888074588	0.9906669736	0.9609962806000001	0.9901880567
GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411	0.9917860717	0.9609748357000001	0.9916667187	0.9880291354	0.9788201548000001	0.9785636581	0.9784850095000001	0.9615590414	0.9917012142	0.9914434122	0.9923104135	0.9911974754	1.0	0.994009279	0.9887652402	0.9866594335000001	0.9862507015	0.9866563493	0.9867236541000001	0.9865166138	0.9886331358	0.9890370375	0.9890352586000001	0.9886318739000001	0.9918047472	0.9608192297	0.9906145413
GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412	0.9914316326	0.9612123099000001	0.9920627042000001	0.9879580787000001	0.9787503231	0.9785475804	0.9785134303	0.9615968984000001	0.9917605570000001	0.9915053212	0.9921727027	0.9913938724	0.994009279	1.0	0.9890920266000001	0.9868625478	0.9867972391000001	0.9868280565	0.9868901469	0.9868970728	0.9887257226	0.9888955306	0.9889060631000001	0.9886793863000001	0.9914459296	0.9609569194	0.9907134003
GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413	0.9889699976	0.9609921689	0.9887988313	0.9884128782	0.9794692316	0.9792587974	0.9791787753000001	0.9617819527	0.9888873677000001	0.9887349345	0.9888155024	0.9890300528	0.9887652402	0.9890920266000001	1.0	0.9868928681	0.9870100262	0.9868714836	0.9870600765	0.9872034538000001	0.9899395666	0.9896090185	0.9896078593000001	0.9898023716000001	0.9889873249000001	0.9607759223000001	0.9886755632
GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414	0.9869007149000001	0.9611595004000001	0.9865941707	0.9860223514	0.9786852916000001	0.9784719025	0.9784570924	0.9617804018	0.9865761936	0.9865843	0.9868443975000001	0.9868402660000001	0.9866594335000001	0.9868625478	0.9868928681	1.0	0.9920425432000001	0.9999718582	0.9916417581	0.9919913095	0.9870012716000001	0.9867852479	0.9867838909000001	0.9863238659	0.9869249389	0.9609104809000001	0.9867383673000001
GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415	0.9866479903	0.9609246817	0.9865020043	0.9860101456	0.9782569277000001	0.9780609648	0.9779589914000001	0.9615200098000001	0.9866030957	0.9866465069	0.9866575191	0.9864549416	0.9862507015	0.9867972391000001	0.9870100262	0.9920425432000001	1.0	0.9920520996000001	0.9918366590000001	0.991812829	0.9870669367	0.9868633695000001	0.9868432386	0.9861479957	0.9866674219	0.9606864278	0.9865494640000001
GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416	0.9868947429	0.9611469657	0.9865849147	0.9859872872000001	0.9786853151	0.978472671	0.9784503118000001	0.9617638274	0.9865214984	0.9865489554	0.9867983867000001	0.9867930722	0.9866563493	0.9868280565	0.9868714836	0.9999718582	0.9920520996000001	1.0	0.9916319819	0.9919609749	0.9870289848	0.9867452325	0.9867416979	0.9863019909	0.986913648	0.9609023893	0.9867052209
GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417	0.9867566270000001	0.9608459471	0.9866760563	0.9860489797	0.9785878435	0.9784095897	0.9783200847	0.9616975663	0.9868468611000001	0.9868196300000001	0.9867508006000001	0.9867193903	0.9867236541000001	0.9868901469	0.9870600765	0.9916417581	0.9918366590000001	0.9916319819	1.0	0.9917707654000001	0.9870910773	0.9870332038	0.9870221478000001	0.9864328647	0.9867548066	0.9606308971	0.9867507359000001
GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418	0.9870009894	0.9611010881000001	0.9868618384000001	0.9863149899	0.9787072532000001	0.9784845585	0.9784808534	0.961761449	0.9868566683000001	0.9868616952	0.9869022087	0.9865868061	0.9865166138	0.9868970728	0.9872034538000001	0.9919913095	0.991812829	0.9919609749	0.9917707654000001	1.0	0.9871868201	0.9870907315	0.9870896343000001	0.9864017723	0.9869926099	0.9609017902	0.9867585884000001
GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419	0.9887503389000001	0.9612005224000001	0.9886233246	0.9883440329000001	0.979252192	0.9791535519000001	0.9790342543	0.9619680444	0.9886978645000001	0.9883265701	0.9885937320000001	0.9886544619000001	0.9886331358	0.9887257226	0.9899395666	0.9870012716000001	0.9870669367	0.9870289848	0.9870910773	0.9871868201	1.0	0.9892266867	0.9892130526	0.9892785002000001	0.9887677123	0.960942524	0.9884069178
GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420	0.9891765997	0.9610946765	0.9889607254	0.9881693418	0.9791860560000001	0.9790695151000001	0.9790069421	0.9618762091	0.9889482474000001	0.9889233447	0.9891350154	0.9889202823000001	0.9890370375	0.9888955306	0.9896090185	0.9867852479	0.9868633695000001	0.9867452325	0.9870332038	0.9870907315	0.9892266867	1.0	0.9999843822000001	0.9892706187	0.9891642589	0.9609386709000001	0.988956563
GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421	0.9891779832	0.9610891309	0.9889302296	0.9881792821000001	0.9792044935	0.9790805208000001	0.9789918697000001	0.9618926132000001	0.9889393691	0.9889458648	0.9891547506	0.9889052478	0.9890352586000001	0.9889060631000001	0.9896078593000001	0.9867838909000001	0.9868432386	0.9867416979	0.9870221478000001	0.9870896343000001	0.9892130526	0.9999843822000001	1.0	0.9892611358000001	0.9891656034	0.9609230877	0.9889712337000001
GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423	0.9888411617	0.9608385308	0.9887383635	0.9880888185000001	0.9787580587	0.9784800360000001	0.9784507919000001	0.9613371812	0.9886954709	0.9886782066	0.9886508973	0.9888074588	0.9886318739000001	0.9886793863000001	0.9898023716000001	0.9863238659	0.9861479957	0.9863019909	0.9864328647	0.9864017723	0.9892785002000001	0.9892706187	0.9892611358000001	1.0	0.9888651310000001	0.9607898773	0.9885856919
GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429	0.9999333990000001	0.9610966606	0.9909464356000001	0.9881676428	0.9791759558	0.9789703731	0.9788590515000001	0.9617129548000001	0.9908614571000001	0.9908345094000001	0.9912598532	0.9906669736	0.9918047472	0.9914459296	0.9889873249000001	0.9869249389	0.9866674219	0.986913648	0.9867548066	0.9869926099	0.9887677123	0.9891642589	0.9891656034	0.9888651310000001	1.0	0.9610089893	0.9915709622000001
GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430	0.9610505854	0.9954875345	0.96112607	0.9603195635	0.9602905920000001	0.9599752634000001	0.9599828158	0.9610676523	0.9611230472000001	0.9611490836000001	0.9611483198	0.9609962806000001	0.9608192297	0.9609569194	0.9607759223000001	0.9609104809000001	0.9606864278	0.9609023893	0.9606308971	0.9609017902	0.960942524	0.9609386709000001	0.9609230877	0.9607898773	0.9610089893	1.0	0.9610541522
GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442	0.9915539624	0.9611432772	0.9907602113	0.9880221216	0.9789637654000001	0.9787596376000001	0.9786909296	0.9615639364	0.9906560939000001	0.9904953743	0.9906706682	0.9901880567	0.9906145413	0.9907134003	0.9886755632	0.9867383673000001	0.9865494640000001	0.9867052209	0.9867507359000001	0.9867585884000001	0.9884069178	0.988956563	0.9889712337000001	0.9885856919	0.9915709622000001	0.9610541522	1.0
