	GCF_003865155.1 | Streptomyces rimosus NBRC 15454 - ST 520:216	GCF_000718755.1 | Streptomyces rimosus NRRL WC-3560 - ST 287:219	GCF_000719185.1 | Streptomyces rimosus NRRL B-2660 - ST 287:220	GCF_000331185.2 | Streptomyces rimosus ATCC 10970 - ST 249:652	GCF_000707925.2 | Streptomyces rimosus R6-500 - ST 249:653	GCF_000716515.1 | Streptomyces rimosus NRRL B-16073 - ST 269:654	GCF_000717285.1 | Streptomyces rimosus NRRL ISP-5260 - ST 249:656	GCF_000718675.1 | Streptomyces rimosus NRRL WC-3930 - ST 285:658	GCF_000718715.1 | Streptomyces rimosus NRRL WC-3874 - ST 249:659	GCF_000718835.1 | Streptomyces rimosus NRRL WC-3876 - ST 249:661	GCF_000718865.1 | Streptomyces rimosus NRRL WC-3882 - ST 249:662	GCF_000720565.1 | Streptomyces rimosus NRRL WC-3925 - ST 249:663	GCF_000720605.1 | Streptomyces rimosus NRRL WC-3558 - ST 249:664	GCF_000720715.1 | Streptomyces rimosus NRRL WC-3900 - ST 249:665	GCF_000721045.1 | Streptomyces rimosus NRRL B-2626 - ST 249:666	GCF_000721665.1 | Streptomyces rimosus NRRL WC-3929 - ST 285:667	GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249:669	GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323:671	GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249:672	GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249:673	GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249:674	GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352:675	GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249:677	GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249:678	GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249:684	GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249:686
GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249:669	0.898529502	0.9633632933	0.9633389113	0.9998310495	0.999783104	0.9867219997000001	0.9998644528	0.9735843164	0.9997445849000001	0.9997669554	0.9997066640000001	0.9997725314	0.9998625949000001	0.9997870931	0.9998459933	0.9735344346	1.0	0.9788870592000001	0.9998142241	0.9997463010000001	0.9997578566	0.9860561305000001	0.99980009	0.999825845	0.9998093178	0.9998172757
GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323:671	0.8985344486	0.9629022683	0.9629325957	0.9783383685	0.9790512718000001	0.9789573931000001	0.9784029023	0.9751181549000001	0.9785579988	0.9788010089	0.9790030590000001	0.9785515675	0.9783880463	0.9785268662000001	0.9784538815	0.9751818146000001	0.9788870592000001	1.0	0.978618705	0.9785012617000001	0.9785053769000001	0.9783602849	0.9785379254000001	0.9784965956	0.9783772576	0.9784917343
GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249:672	0.8985464842	0.9631226666	0.9630543804	0.9998351445	0.9998349654	0.9865062797	0.9998526901	0.9732509355000001	0.9997712620000001	0.9997350957000001	0.9998032159	0.9998171833	0.9998098228000001	0.9998301353000001	0.9998628847000001	0.9732066395000001	0.9998142241	0.978618705	1.0	0.9998164014	0.9997944815	0.9858946409	0.9997836404	0.9998090335	0.9998351483000001	0.9998214549000001
GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249:673	0.8988236396	0.9630472622	0.9629596760000001	0.9998173880000001	0.9997571928000001	0.9864730223	0.9998037225	0.9732237290000001	0.9997693304	0.9997943881	0.9997748447	0.9998066884000001	0.99983783	0.9997816734	0.9998491345	0.9731225236000001	0.9997463010000001	0.9785012617000001	0.9998164014	1.0	0.9997731619	0.9859100878	0.9997952717	0.9997847379	0.9998165191	0.9998343699000001
GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249:674	0.8985797950000001	0.9631123879000001	0.9630271570000001	0.9997940854	0.999793562	0.9864815725	0.9998360836000001	0.9732703381000001	0.9997622731	0.999765023	0.9997190968	0.9997605688000001	0.9997981130000001	0.9998152518000001	0.9998185946	0.97320695	0.9997578566	0.9785053769000001	0.9997944815	0.9997731619	1.0	0.9858736164	0.9997763657000001	0.9997912731	0.9997805541	0.9998022875
GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352:675	0.8994579538	0.9625122255	0.962738843	0.9858585245	0.9861764060000001	0.9865322854	0.9859158451000001	0.9738059843	0.9860315363000001	0.9858726446	0.985941319	0.985860888	0.9858281694000001	0.9858707284	0.9859028127	0.9738168719	0.9860561305000001	0.9783602849	0.9858946409	0.9859100878	0.9858736164	1.0	0.9859059020000001	0.9858809215000001	0.9858701845000001	0.9861276167
GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249:677	0.8986206965	0.9631208559000001	0.9630226743	0.9998234631	0.9998040813000001	0.9865003111	0.9998500836	0.9733212607	0.9997627101000001	0.9997518380000001	0.9997568594	0.9997466806	0.999811219	0.9998332580000001	0.9998600677	0.9732514962000001	0.99980009	0.9785379254000001	0.9997836404	0.9997952717	0.9997763657000001	0.9859059020000001	1.0	0.9998149241000001	0.9997706683	0.9998270859
GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249:678	0.8985596648	0.9630368519	0.9629964980000001	0.9998689397	0.9998543567	0.9864904841000001	0.9998821860000001	0.9732631837000001	0.9997858114	0.9997958087000001	0.9997916513	0.9997919305	0.9998368016	0.9998642820000001	0.9998862190000001	0.9731884681	0.999825845	0.9784965956	0.9998090335	0.9997847379	0.9997912731	0.9858809215000001	0.9998149241000001	1.0	0.9998578595000001	0.9998749983
GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249:684	0.8987896203	0.9627653707	0.9627279576000001	0.9999471182	0.9999187118	0.9863649368	0.9999002378	0.9729343431	0.9998100390000001	0.9997866177	0.9997896177000001	0.9998345827	0.9998891007	0.999848127	0.9999523864000001	0.9729350544	0.9998093178	0.9783772576	0.9998351483000001	0.9998165191	0.9997805541	0.9858701845000001	0.9997706683	0.9998578595000001	1.0	0.9999532018
GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249:686	0.8988285460000001	0.9627935062	0.9627367128000001	0.9999839211	0.9998575070000001	0.9866359535	0.9999108199000001	0.9732269475	0.9997929968	0.9996691875	0.9996051364	0.9998031185	0.9998541048	0.9998554035	0.9999341759	0.9732347918	0.9998172757	0.9784917343	0.9998214549000001	0.9998343699000001	0.9998022875	0.9861276167	0.9998270859	0.9998749983	0.9999532018	1.0
