FILE	SCHEME	ST	16S	atpD	gyrB	recA	rpoB	trpB
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000297155.3_ASM29715v3_genomic.gbff	streptomyces_pubMLST	-	-	126?	-	-	~125	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000297635.1_ASM29763v1_genomic.gbff	streptomyces_pubMLST	-	38	~49	~48	47	~49	~54
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000299175.2_ASM29917v2_genomic.gbff	streptomyces_pubMLST	-	5	5	~92	92	92	39
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000316095.1_ASM31609v1_genomic.gbff	streptomyces_pubMLST	-	53?	~134	131	137	~132	148
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000317595.1_Sipom9103v1.0_genomic.gbff	streptomyces_pubMLST	-	112,112,112,112,112,112,112	140	137	~143	~138	~154
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000331005.1_Sturgcar8v1.0_genomic.gbff	streptomyces_pubMLST	-	~65	100?	-	-	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000331185.2_ASM33118v2_genomic.gbff	streptomyces_pubMLST	-	46,46,46,46,46	58	58	57	~65	64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000332625.1_STVIR_1.0_genomic.gbff	streptomyces_pubMLST	-	~97	~170	~182	~24	~106	~146
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000340335.1_ASM34033v2_genomic.gbff	streptomyces_pubMLST	162	95	121	119	125	120	137
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000340845.1_ASM34084v1_genomic.gbff	streptomyces_pubMLST	-	~85	~143	~140	~101	~108	~157
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000342125.1_S.mobaraensisn_1.0_genomic.gbff	streptomyces_pubMLST	190	120	148	145	151	146	162
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000349325.1_ASM34932v1_genomic.gbff	streptomyces_pubMLST	-	~104	~187	~121	~128	~123	~110
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000359525.1_ASM35952v1_genomic.gbff	streptomyces_pubMLST	-	5,5,5,5,5	36	5	5	36	39
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000364805.1_ASM36480v1_genomic.gbff	streptomyces_pubMLST	-	8,8,8,8,8	~156	152	36	38	170
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000367365.1_ASM36736v1_genomic.gbff	streptomyces_pubMLST	202	126	157	153	159	157	172
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000373225.1_ASM37322v1_genomic.gbff	streptomyces_pubMLST	-	5?	5	111	5	36	129
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000373405.1_ASM37340v1_genomic.gbff	streptomyces_pubMLST	-	8	~25	~96	~97	~8	~108
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000373565.1_ASM37356v1_genomic.gbff	streptomyces_pubMLST	-	~130	~161	-	~118	~186	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000373625.1_ASM37362v1_genomic.gbff	streptomyces_pubMLST	-	139?	~168	-	185?	~168	~183
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000377525.1_ASM37752v1_genomic.gbff	streptomyces_pubMLST	-	108?	77?	-	~175	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000377965.1_ASM37796v1_genomic.gbff	streptomyces_pubMLST	-	8	~11	~29	~12	~12	~122
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000380165.1_ASM38016v1_genomic.gbff	streptomyces_pubMLST	230	148	177	173	178	177	192
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000382745.1_ASM38274v1_genomic.gbff	streptomyces_pubMLST	-	31	~40	~38	~37	39	~43
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000383595.1_ASM38359v1_genomic.gbff	streptomyces_pubMLST	-	95,95,95,95,95,95	121	119	125	120	137
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000383635.1_ASM38363v1_genomic.gbff	streptomyces_pubMLST	-	65?	~154	-	~157	~165	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000384175.1_ASM38417v1_genomic.gbff	streptomyces_pubMLST	-	128,128	159	155	161	159	174
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000385945.1_ASM38594v1_genomic.gbff	streptomyces_pubMLST	-	11,11,11,11,11,11	133	130	13	13	147
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000403665.1_Streptomyces_lividans_1326_genomic.gbff	streptomyces_pubMLST	-	99	127	~124	131	126	~142
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000403765.2_SAlb2_genomic.gbff	streptomyces_pubMLST	-	~47	63?	~59	~58	~59	~65
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000404005.1_Streptomyces_sp._FXJ7.023_genomic.gbff	streptomyces_pubMLST	-	124?	~153	149	156	~151	~167
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000411315.1_Stre_sp_HGB0020_V1_genomic.gbff	streptomyces_pubMLST	-	~121	108?	-	~102	~152	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000411495.1_Stre_sp_HPH0547_V1_genomic.gbff	streptomyces_pubMLST	-	89,89	115	~113	119	114	131
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000412265.2_ASM41226v2_genomic.gbff	streptomyces_pubMLST	-	~114	~179	-	~38	~42	~47
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000414115.1_STRAU_genomic.gbff	streptomyces_pubMLST	-	~86	~161	~115	~121	~113	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000424765.1_ASM42476v1_genomic.gbff	streptomyces_pubMLST	-	-	115?	-	-	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000424825.1_ASM42482v1_genomic.gbff	streptomyces_pubMLST	-	~48	~115	-	-	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000424845.1_ASM42484v1_genomic.gbff	streptomyces_pubMLST	-	120?	~115	-	-	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000424945.1_ASM42494v1_genomic.gbff	streptomyces_pubMLST	-	139?	119?	-	~123	~118	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000424965.1_ASM42496v1_genomic.gbff	streptomyces_pubMLST	-	135?	180?	-	-	~114	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000429085.1_ASM42908v1_genomic.gbff	streptomyces_pubMLST	-	-	130	127	134	129	144
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000444875.1_ASM44487v1_genomic.gbff	streptomyces_pubMLST	-	~100	~107	-	~146	~62	~157
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000478605.2_ASM47860v2_genomic.gbff	streptomyces_pubMLST	-	~140	~169	-	~170	~169	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000495635.1_GBA94-10.20_genomic.gbff	streptomyces_pubMLST	-	21,21,21,21,21	~5	~93	~5	~28	~101
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000495755.1_PVA94-07.23_genomic.gbff	streptomyces_pubMLST	-	21,21,21,21,21,21	~5	~93	~5	~28	~101
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000497425.1_S.niveus_v1_genomic.gbff	streptomyces_pubMLST	-	40?	~51	~50	~49	~33	~56
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000497445.1_S.roseochromogenes_v1_genomic.gbff	streptomyces_pubMLST	-	~100	~99	~125	~132	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000498935.1_HCCB10043_genomic.gbff	streptomyces_pubMLST	-	3	~104	~39	~23	~105	~3
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000504065.1_Velvet_for_version_02_of_Streptomyces_albulus_PD-1_genomic.gbff	streptomyces_pubMLST	-	51?	63?	~59	~58	~59	~65
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000514055.1_ASM51405v1_genomic.gbff	streptomyces_pubMLST	-	29	37	35	~35	~37	~40
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000515055.1_ASM51505v1_genomic.gbff	streptomyces_pubMLST	-	108?	42?	-	~175	-	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000518045.1_StrExf1.0_genomic.gbff	streptomyces_pubMLST	-	~14	~10	-	~175	~178	~193
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000527195.1_ASM52719v1_genomic.gbff	streptomyces_pubMLST	-	~146	~47	~166	~185	~47	~201
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000590515.1_Streptomyces_sp._PRh5_version1.0_genomic.gbff	streptomyces_pubMLST	-	~72	57	~88	~87	86	~98
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000612545.1_P1-1_genomic.gbff	streptomyces_pubMLST	-	~103	~141	~17	~135	~17	17?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000647875.1_ASM64787v1_genomic.gbff	streptomyces_pubMLST	-	~28	~94	~95	96?	~35	~37
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000695235.1_ASM69523v1_genomic.gbff	streptomyces_pubMLST	-	~47	63?	~59	~58	~59	~65
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000696595.1_StrepLeeu1.0_genomic.gbff	streptomyces_pubMLST	186	116	144	141	147	142	158
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000698495.1_NTK937_genomic.gbff	streptomyces_pubMLST	-	29,29,29,29,29,29	37	35	~35	37	40
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000700005.2_ASM70000v2_genomic.gbff	streptomyces_pubMLST	-	150	~180	~176	~181	~180	~195
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000707925.2_ASM70792v2_genomic.gbff	streptomyces_pubMLST	-	46,46,46	58	58	57	~65	64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000709915.1_JSD_genomic.gbff	streptomyces_pubMLST	-	~146	~184	~46	~185	~47	52?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000715745.1_ASM71574v1_genomic.gbff	streptomyces_pubMLST	2	2	2	2	2	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000715845.1_ASM71584v1_genomic.gbff	streptomyces_pubMLST	103	73	90	90	90	90	99
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716025.1_ASM71602v1_genomic.gbff	streptomyces_pubMLST	-	8	22	21	22	23	~36
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716215.1_ASM71621v1_genomic.gbff	streptomyces_pubMLST	206	130	161	157	163	161	176
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716335.1_ASM71633v1_genomic.gbff	streptomyces_pubMLST	-	~25	169?	-	170?	~169	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716435.1_ASM71643v1_genomic.gbff	streptomyces_pubMLST	-	126?	~157	~153	~159	~157	~172
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716445.1_ASM71644v1_genomic.gbff	streptomyces_pubMLST	231	149	178	174	179	178	193
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716455.1_ASM71645v1_genomic.gbff	streptomyces_pubMLST	-	46?	~58	~65	~57	~65	~64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716515.1_ASM71651v1_genomic.gbff	streptomyces_pubMLST	-	46	58	~65	~57	~65	~64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716525.1_ASM71652v1_genomic.gbff	streptomyces_pubMLST	-	89?	115	113	119	114	131
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716535.1_ASM71653v1_genomic.gbff	streptomyces_pubMLST	-	~85	~143	~140	~101	~141	157?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716605.1_ASM71660v1_genomic.gbff	streptomyces_pubMLST	-	~126	~157	~153	~159	~157	172?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716625.1_ASM71662v1_genomic.gbff	streptomyces_pubMLST	-	94	120?	118	124	119	136
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716675.1_ASM71667v1_genomic.gbff	streptomyces_pubMLST	155	88	114	112	118	113	130
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716685.1_ASM71668v1_genomic.gbff	streptomyces_pubMLST	-	~32	16?	~42	~40	~40	~45
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716805.1_ASM71680v1_genomic.gbff	streptomyces_pubMLST	-	-	182	178	183	182	197
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716845.1_ASM71684v1_genomic.gbff	streptomyces_pubMLST	-	46	58	58	57	~65	64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716875.1_ASM71687v1_genomic.gbff	streptomyces_pubMLST	194	123	152	148	155	150	166
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716935.1_ASM71693v1_genomic.gbff	streptomyces_pubMLST	38	11	12	13	13	13	38
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000716945.1_ASM71694v1_genomic.gbff	streptomyces_pubMLST	-	3?	~104	105	~3	~105	~118
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717015.1_ASM71701v1_genomic.gbff	streptomyces_pubMLST	-	2?	2	2	2	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717025.1_ASM71702v1_genomic.gbff	streptomyces_pubMLST	9	9	8	9	9	9	9
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717055.1_ASM71705v1_genomic.gbff	streptomyces_pubMLST	181	111	139	136	142	137	153
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717215.1_ASM71721v1_genomic.gbff	streptomyces_pubMLST	-	2?	~2	~2	42	~2	~2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717285.1_ASM71728v1_genomic.gbff	streptomyces_pubMLST	-	46	58	58	57	~65	64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717345.1_ASM71734v1_genomic.gbff	streptomyces_pubMLST	-	43?	54	53	52	54	59
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717375.1_ASM71737v1_genomic.gbff	streptomyces_pubMLST	-	5?	~112	110	5	36	5
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717595.1_ASM71759v1_genomic.gbff	streptomyces_pubMLST	-	~14	~10	~16	16?	~41	~16
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717635.1_ASM71763v1_genomic.gbff	streptomyces_pubMLST	-	74?	157?	-	~137	~123	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717645.1_ASM71764v1_genomic.gbff	streptomyces_pubMLST	2	2	2	2	2	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717655.1_ASM71765v1_genomic.gbff	streptomyces_pubMLST	-	20	~26	~138	~17	~179	~45
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717665.1_ASM71766v1_genomic.gbff	streptomyces_pubMLST	49	2	2	2	42	44	49
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717725.1_ASM71772v1_genomic.gbff	streptomyces_pubMLST	194	123	152	148	155	150	166
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717745.1_ASM71774v1_genomic.gbff	streptomyces_pubMLST	-	60	73	73	71	73	80
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717795.1_ASM71779v1_genomic.gbff	streptomyces_pubMLST	-	6	~6	6	6	8	~122
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717805.1_ASM71780v1_genomic.gbff	streptomyces_pubMLST	-	46?	58	58	57	~65	64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717815.1_ASM71781v1_genomic.gbff	streptomyces_pubMLST	-	46?	~58	~65	~57	~65	~64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717845.1_ASM71784v1_genomic.gbff	streptomyces_pubMLST	-	99	~127	~124	~131	126	~142
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717875.1_ASM71787v1_genomic.gbff	streptomyces_pubMLST	-	~36	~139	-	~112	~131	~153
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717895.1_ASM71789v1_genomic.gbff	streptomyces_pubMLST	-	~85	~143	~140	~101	~141	-
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717915.1_ASM71791v1_genomic.gbff	streptomyces_pubMLST	-	20	26?	-	~38	~140	~45
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717925.1_ASM71792v1_genomic.gbff	streptomyces_pubMLST	-	32	~41	~42	~38	~40	~45
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717945.1_ASM71794v1_genomic.gbff	streptomyces_pubMLST	-	~130	33?	-	~15	~15	~15
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717965.1_ASM71796v1_genomic.gbff	streptomyces_pubMLST	2	2	2	2	2	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000717995.1_ASM71799v1_genomic.gbff	streptomyces_pubMLST	-	146?	175	171	176	175	190
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718015.1_ASM71801v1_genomic.gbff	streptomyces_pubMLST	-	57	69	69	68	71	75
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718095.1_ASM71809v1_genomic.gbff	streptomyces_pubMLST	220	138	167	163	168	167	182
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718155.1_ASM71815v1_genomic.gbff	streptomyces_pubMLST	184	114	142	139	145	140	156
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718165.1_ASM71816v1_genomic.gbff	streptomyces_pubMLST	-	~130	96?	~161	~157	~161	~121
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718175.1_ASM71817v1_genomic.gbff	streptomyces_pubMLST	11	10	10	11	11	11	11
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718205.1_ASM71820v1_genomic.gbff	streptomyces_pubMLST	-	2	2	2	~106	2	~2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718235.1_ASM71823v1_genomic.gbff	streptomyces_pubMLST	-	2	2	2	~106	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718245.1_ASM71824v1_genomic.gbff	streptomyces_pubMLST	2	2	2	2	2	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718295.1_ASM71829v1_genomic.gbff	streptomyces_pubMLST	-	46	58	58	57	~65	64
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718305.1_ASM71830v1_genomic.gbff	streptomyces_pubMLST	-	64?	150	79	153	148	164
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718315.1_ASM71831v1_genomic.gbff	streptomyces_pubMLST	-	106?	135?	132	138	133	149
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718375.1_ASM71837v1_genomic.gbff	streptomyces_pubMLST	-	~99	~170	~131	~137	~170	~201
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718455.1_ASM71845v1_genomic.gbff	streptomyces_pubMLST	-	~3	~3	~29	~23	~44	3?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718525.1_ASM71852v1_genomic.gbff	streptomyces_pubMLST	-	~33	~42	-	175?	~41	136?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718595.1_ASM71859v1_genomic.gbff	streptomyces_pubMLST	-	94?	120?	118	124	119	136
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718615.1_ASM71861v1_genomic.gbff	streptomyces_pubMLST	2	2	2	2	2	2	2
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718625.1_ASM71862v1_genomic.gbff	streptomyces_pubMLST	185	115	143	140	146	141	157
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718635.1_ASM71863v1_genomic.gbff	streptomyces_pubMLST	226	144	173	169	174	173	188
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718675.1_ASM71867v1_genomic.gbff	streptomyces_pubMLST	-	~46	58	~65	~70	~65	64?
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718695.1_ASM71869v1_genomic.gbff	streptomyces_pubMLST	-	2?	2	2	106	2	119
supplementary_files/supplementary_file_5/output/all_genomes_for_mlst_extension/GCF_000718705.1_ASM71870v1_genomic.gbff	streptomyces_pubMLST	-	15	16	~17	~17	~17	~17
