FILE	SCHEME	ST	16S	atpD	gyrB	recA	rpoB	trpB
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000204605.1_ASM20460v1_genomic.gbff	revised_scheme	-	-	424	-	590	440	926
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000213055.1_ASM21305v1_genomic.gbff	revised_scheme	-	783,783,783,783	809?	-	-	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000220705.2_ASM22070v2_genomic.gbff	revised_scheme	-	150,150	180	176	181	180	195
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000225525.1_ASM22552v1_genomic.gbff	revised_scheme	236	153	183	179	184	183	198
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000226455.1_ASM22645v1_genomic.gbff	revised_scheme	242	234	290	685	302	294	276
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000237305.1_ASM23730v1_genomic.gbff	revised_scheme	-	380	259?	-	-	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000239075.1_ASM23907v2_genomic.gbff	revised_scheme	243	8	481	362	667	494	428
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000240165.1_ASM24016v1_genomic.gbff	revised_scheme	-	546,546	259?	-	-	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000253235.1_ASM25323v1_genomic.gbff	revised_scheme	244	612	15	16	16	16	16
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000261345.2_ASM26134v2_genomic.gbff	revised_scheme	-	3,3,3,3,3,3	657	478	694	659	581
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000262345.1_Streptomyces_sulphureus_L180_version_1.0_genomic.gbff	revised_scheme	-	-	193	186	196	194	186?
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000280865.2_ASM28086v2_genomic.gbff	revised_scheme	-	161,161,161,161,161,161	197	713	200	198	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000280905.1_ASM28090v1_genomic.gbff	revised_scheme	-	-	894?	-	996?	944	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000297155.3_ASM29715v3_genomic.gbff	revised_scheme	-	-	305	-	-	314	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000297635.1_ASM29763v1_genomic.gbff	revised_scheme	246	38	335	274	47	347	320
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000299175.2_ASM29917v2_genomic.gbff	revised_scheme	247	5	5	255	92	92	39
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000316095.1_ASM31609v1_genomic.gbff	revised_scheme	-	720?	758	131	137	772	148
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000317595.1_Sipom9103v1.0_genomic.gbff	revised_scheme	-	112,112,112,112,112,112,112	140	137	625	403	362
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000331005.1_Sturgcar8v1.0_genomic.gbff	revised_scheme	-	350,350,350,366,366,366,366	260?	-	810?	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000331185.2_ASM33118v2_genomic.gbff	revised_scheme	-	46,46,46,46,46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000332625.1_STVIR_1.0_genomic.gbff	revised_scheme	250	228	780	566	835	792	688
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000340335.1_ASM34033v2_genomic.gbff	revised_scheme	162	95	121	119	125	120	137
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000342125.1_S.mobaraensisn_1.0_genomic.gbff	revised_scheme	190	120	148	145	151	146	162
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000349325.1_ASM34932v1_genomic.gbff	revised_scheme	-	531,531,531,531,531,531	629	458	659	631	556
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000359525.1_ASM35952v1_genomic.gbff	revised_scheme	-	5,5,5,5,5	36	5	5	36	39
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000364805.1_ASM36480v1_genomic.gbff	revised_scheme	-	8,8,8,8,8	390	152	36	38	170
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000367365.1_ASM36736v1_genomic.gbff	revised_scheme	202	126	157	153	159	157	172
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000373225.1_ASM37322v1_genomic.gbff	revised_scheme	-	529?	5	111	5	36	129
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000373405.1_ASM37340v1_genomic.gbff	revised_scheme	253	8	661	484	701	668	589
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000373565.1_ASM37356v1_genomic.gbff	revised_scheme	-	401	471	-	503	488	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000373625.1_ASM37362v1_genomic.gbff	revised_scheme	-	260?	858	-	681?	879	760
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000380165.1_ASM38016v1_genomic.gbff	revised_scheme	230	148	177	173	178	177	192
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000382745.1_ASM38274v1_genomic.gbff	revised_scheme	241	31	205	188	208	39	215
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000383595.1_ASM38359v1_genomic.gbff	revised_scheme	-	95,95,95,95,95,95	121	119	125	120	137
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000383635.1_ASM38363v1_genomic.gbff	revised_scheme	-	172?	635	-	668	639	293?
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000384175.1_ASM38417v1_genomic.gbff	revised_scheme	-	128,128	159	155	161	159	174
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000385945.1_ASM38594v1_genomic.gbff	revised_scheme	-	11,11,11,11,11,11	133	130	13	13	147
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000403665.1_Streptomyces_lividans_1326_genomic.gbff	revised_scheme	254	99	127	348	131	126	409
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000403765.2_SAlb2_genomic.gbff	revised_scheme	255	587	772	561	828	787	683
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000404005.1_Streptomyces_sp._FXJ7.023_genomic.gbff	revised_scheme	-	386?	194	149	156	195	212
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000411315.1_Stre_sp_HGB0020_V1_genomic.gbff	revised_scheme	-	314,314,314	915?	660	404	392,392	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000411495.1_Stre_sp_HPH0547_V1_genomic.gbff	revised_scheme	-	89,89	115	235	119	114	131
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000412265.2_ASM41226v2_genomic.gbff	revised_scheme	-	310,310,310,310,310,310	753	-	801	389	722
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000414115.1_STRAU_genomic.gbff	revised_scheme	-	461	543	403	571	551	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000424945.1_ASM42494v1_genomic.gbff	revised_scheme	-	295?	361	-	755	721	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000429085.1_ASM42908v1_genomic.gbff	revised_scheme	-	489?	130	127	134	129	144
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000444875.1_ASM44487v1_genomic.gbff	revised_scheme	-	505,505,505,505,505,505	597	699	623	602	528
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000478605.2_ASM47860v2_genomic.gbff	revised_scheme	-	763,763,763,763,763,763	898	-	970	934	860
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000495755.1_PVA94-07.23_genomic.gbff	revised_scheme	-	21,21,21,21,21,21	412	205	235	340	234
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000497425.1_S.niveus_v1_genomic.gbff	revised_scheme	-	726?	834	593	902	855	743
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000497445.1_S.roseochromogenes_v1_genomic.gbff	revised_scheme	-	186,186,186,186,186,186	231	207	237	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000498935.1_HCCB10043_genomic.gbff	revised_scheme	259	3	578	426	606	585	510
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000504065.1_Velvet_for_version_02_of_Streptomyces_albulus_PD-1_genomic.gbff	revised_scheme	-	587?	772	561	828	787	683
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000518045.1_StrExf1.0_genomic.gbff	revised_scheme	-	762	551	-	969	933	799
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000590515.1_Streptomyces_sp._PRh5_version1.0_genomic.gbff	revised_scheme	261	289	57	285	375	86	333
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000612545.2_ASM61254v2_genomic.gbff	revised_scheme	-	580,580,580,580,580,580,580	692	513	741	707	621
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000647875.1_ASM64787v1_genomic.gbff	revised_scheme	263	181	227	200	760	225	634
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000695235.1_ASM69523v1_genomic.gbff	revised_scheme	-	587,587,587	772	561	828	938	801
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000696595.1_StrepLeeu1.0_genomic.gbff	revised_scheme	186	116	144	141	147	142	158
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000698495.1_NTK937_genomic.gbff	revised_scheme	-	29,29,29,29,29,29	37	35	366	37	40
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000700005.2_ASM70000v2_genomic.gbff	revised_scheme	266	150	235	211	242	234	237
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000707925.2_ASM70792v2_genomic.gbff	revised_scheme	-	46,46,46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000709915.1_JSD_genomic.gbff	revised_scheme	267	615	734	534	783	747	863
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000715745.1_ASM71574v1_genomic.gbff	revised_scheme	2	2	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000715845.1_ASM71584v1_genomic.gbff	revised_scheme	103	73	90	90	90	90	99
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716025.1_ASM71602v1_genomic.gbff	revised_scheme	268	8	22	21	22	23	344
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716215.1_ASM71621v1_genomic.gbff	revised_scheme	206	130	161	157	163	161	176
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716335.1_ASM71633v1_genomic.gbff	revised_scheme	-	475	502?	-	350?	566	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716435.1_ASM71643v1_genomic.gbff	revised_scheme	-	597?	550	406	575	556	484
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716445.1_ASM71644v1_genomic.gbff	revised_scheme	231	149	178	174	179	178	193
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716455.1_ASM71645v1_genomic.gbff	revised_scheme	-	396?	211	192	214	210	219
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716515.1_ASM71651v1_genomic.gbff	revised_scheme	269	46	58	496	214	689	605
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716525.1_ASM71652v1_genomic.gbff	revised_scheme	-	89?	115	113	119	114	131
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716535.1_ASM71653v1_genomic.gbff	revised_scheme	-	258	311	256	363	320	736?
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716605.1_ASM71660v1_genomic.gbff	revised_scheme	-	597	711	524	761	728	172?
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716625.1_ASM71662v1_genomic.gbff	revised_scheme	270	94	721	118	124	119	136
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716675.1_ASM71667v1_genomic.gbff	revised_scheme	155	88	114	112	118	113	130
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716685.1_ASM71668v1_genomic.gbff	revised_scheme	271	338	400	318	428	418	371
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716805.1_ASM71680v1_genomic.gbff	revised_scheme	-	-	182	178	183	182	197
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716845.1_ASM71684v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716875.1_ASM71687v1_genomic.gbff	revised_scheme	194	123	152	148	155	150	166
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000716935.1_ASM71693v1_genomic.gbff	revised_scheme	38	11	12	13	13	13	38
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717025.1_ASM71702v1_genomic.gbff	revised_scheme	9	9	8	9	9	9	9
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717055.1_ASM71705v1_genomic.gbff	revised_scheme	181	111	139	136	142	137	153
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717215.1_ASM71721v1_genomic.gbff	revised_scheme	-	2?	425	331	42	441	388
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717285.1_ASM71728v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717345.1_ASM71734v1_genomic.gbff	revised_scheme	-	43?	54	53	52	54	59
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717375.1_ASM71737v1_genomic.gbff	revised_scheme	-	529?	627	110	5	36	5
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717595.1_ASM71759v1_genomic.gbff	revised_scheme	272	292	358	287	379	371	335
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717635.1_ASM71763v1_genomic.gbff	revised_scheme	-	343?	340	-	355	352	373?
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717645.1_ASM71764v1_genomic.gbff	revised_scheme	2	2	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717655.1_ASM71765v1_genomic.gbff	revised_scheme	273	20	524	387	553	529	462
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717665.1_ASM71766v1_genomic.gbff	revised_scheme	49	2	2	2	42	44	49
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717725.1_ASM71772v1_genomic.gbff	revised_scheme	194	123	152	148	155	150	166
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717745.1_ASM71774v1_genomic.gbff	revised_scheme	274	60	73	73	71	73	80
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717795.1_ASM71779v1_genomic.gbff	revised_scheme	275	6	567	6	6	8	496
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717805.1_ASM71780v1_genomic.gbff	revised_scheme	-	46?	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717815.1_ASM71781v1_genomic.gbff	revised_scheme	-	396?	730	532	780	745	646
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717845.1_ASM71784v1_genomic.gbff	revised_scheme	276	99	717	330	766	126	641
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717875.1_ASM71787v1_genomic.gbff	revised_scheme	-	178	221	-	221	218	223
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717895.1_ASM71789v1_genomic.gbff	revised_scheme	-	258	864	256	933	320	736?
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717915.1_ASM71791v1_genomic.gbff	revised_scheme	-	20	210?	-	259	249	248
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717925.1_ASM71792v1_genomic.gbff	revised_scheme	277	32	626	457	408	380	553
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717945.1_ASM71794v1_genomic.gbff	revised_scheme	-	679	812?	-	860	816	706
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717965.1_ASM71796v1_genomic.gbff	revised_scheme	2	2	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000717995.1_ASM71799v1_genomic.gbff	revised_scheme	-	146?	175	171	176	175	190
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718015.1_ASM71801v1_genomic.gbff	revised_scheme	278	57	69	69	68	71	75
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718095.1_ASM71809v1_genomic.gbff	revised_scheme	220	138	167	163	168	167	182
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718155.1_ASM71815v1_genomic.gbff	revised_scheme	184	114	142	139	145	140	156
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718165.1_ASM71816v1_genomic.gbff	revised_scheme	279	468	555	411	580	559	488
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718175.1_ASM71817v1_genomic.gbff	revised_scheme	11	10	10	11	11	11	11
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718205.1_ASM71820v1_genomic.gbff	revised_scheme	280	2	2	2	195	2	210
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718235.1_ASM71823v1_genomic.gbff	revised_scheme	281	2	2	2	195	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718245.1_ASM71824v1_genomic.gbff	revised_scheme	2	2	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718295.1_ASM71829v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718305.1_ASM71830v1_genomic.gbff	revised_scheme	-	64?	150	79	153	148	164
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718315.1_ASM71831v1_genomic.gbff	revised_scheme	-	106?	271	132	138	133	149
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718375.1_ASM71837v1_genomic.gbff	revised_scheme	282	176	219	194	219	216	221
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718455.1_ASM71845v1_genomic.gbff	revised_scheme	283	508	601	443	628	608	535
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718525.1_ASM71852v1_genomic.gbff	revised_scheme	284	195	244	648	252	243	243
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718595.1_ASM71859v1_genomic.gbff	revised_scheme	-	94?	721	118	124	119	136
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718615.1_ASM71861v1_genomic.gbff	revised_scheme	2	2	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718625.1_ASM71862v1_genomic.gbff	revised_scheme	185	115	143	140	146	141	157
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718635.1_ASM71863v1_genomic.gbff	revised_scheme	226	144	173	169	174	173	188
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718675.1_ASM71867v1_genomic.gbff	revised_scheme	285	330	58	314	420	409	367
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718695.1_ASM71869v1_genomic.gbff	revised_scheme	-	2?	2	2	106	2	119
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718705.1_ASM71870v1_genomic.gbff	revised_scheme	286	15	16	198	224	221	225
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718715.1_ASM71871v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718755.1_ASM71875v1_genomic.gbff	revised_scheme	287	243	298	250	312	304	285
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718775.1_ASM71877v1_genomic.gbff	revised_scheme	288	267	323	267	339	334	309
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718785.1_ASM71878v1_genomic.gbff	revised_scheme	-	250?	795	570	855	810	704
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718815.1_ASM71881v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718835.1_ASM71883v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718865.1_ASM71886v1_genomic.gbff	revised_scheme	249	46	58	58	57	210	64
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718915.1_ASM71891v1_genomic.gbff	revised_scheme	280	2	2	2	195	2	210
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718935.1_ASM71893v1_genomic.gbff	revised_scheme	289	32	693	515	743	709	623
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718945.1_ASM71894v1_genomic.gbff	revised_scheme	-	635	756	-	808	769	670
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718955.1_ASM71895v1_genomic.gbff	revised_scheme	290	158	675	497	720	690	606
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000718985.1_ASM71898v1_genomic.gbff	revised_scheme	-	118?	146	143	149	144	160
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719035.1_ASM71903v1_genomic.gbff	revised_scheme	280	2	2	2	195	2	210
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719135.1_ASM71913v1_genomic.gbff	revised_scheme	-	787?	938	-	-	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719185.1_ASM71918v1_genomic.gbff	revised_scheme	287	243	298	250	312	304	285
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719195.1_ASM71919v1_genomic.gbff	revised_scheme	-	698?	2	2	106	2	119
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719255.1_ASM71925v1_genomic.gbff	revised_scheme	226	144	173	169	174	173	188
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719265.1_ASM71926v1_genomic.gbff	revised_scheme	291	297	363	289	384	375	339
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719335.1_ASM71933v1_genomic.gbff	revised_scheme	-	513	608	-	-	616	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719345.1_ASM71934v1_genomic.gbff	revised_scheme	-	103	16?	261	333	329	302
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719355.1_ASM71935v1_genomic.gbff	revised_scheme	292	3	226	353	491	478	414
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719365.1_ASM71936v1_genomic.gbff	revised_scheme	293	394	465	659	512	481	427
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719425.1_ASM71942v1_genomic.gbff	revised_scheme	294	89	115	113	119	920	131
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719435.1_ASM71943v1_genomic.gbff	revised_scheme	-	5?	5	562	830	92	101
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719475.1_ASM71947v1_genomic.gbff	revised_scheme	-	785	809?	-	-	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719495.1_ASM71949v1_genomic.gbff	revised_scheme	295	21	110	26	257	28	533
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719505.1_ASM71950v1_genomic.gbff	revised_scheme	296	756	890	625	963	923	796
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719555.1_ASM71955v1_genomic.gbff	revised_scheme	297	719	845	671	911	866	750
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719575.1_ASM71957v1_genomic.gbff	revised_scheme	-	482	572	94?	598	578	503
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719585.1_ASM71958v1_genomic.gbff	revised_scheme	298	2	2	2	42	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719605.1_ASM71960v1_genomic.gbff	revised_scheme	299	61	75	337	463	450	395
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719625.1_ASM71962v1_genomic.gbff	revised_scheme	286	15	16	198	224	221	225
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719655.1_ASM71965v1_genomic.gbff	revised_scheme	300	2	413	2	42	394	388
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719665.1_ASM71966v1_genomic.gbff	revised_scheme	-	-	237	432	251	236	242
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719735.1_ASM71973v1_genomic.gbff	revised_scheme	301	89	115	563	119	114	131
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719775.1_ASM71977v1_genomic.gbff	revised_scheme	-	410	485	-	519	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719785.1_ASM71978v1_genomic.gbff	revised_scheme	302	154	184	46	369	184	254
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719815.1_ASM71981v1_genomic.gbff	revised_scheme	-	404	473	-	507	-	931
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719855.1_ASM71985v1_genomic.gbff	revised_scheme	-	711?	929	374	535	515	448
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719865.1_ASM71986v1_genomic.gbff	revised_scheme	303	303	371	292	392	383	345
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719895.1_ASM71989v1_genomic.gbff	revised_scheme	304	534	633	461	665	637	561
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719915.1_ASM71991v1_genomic.gbff	revised_scheme	-	772?	335?	-	-	-	-
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719925.1_ASM71992v1_genomic.gbff	revised_scheme	305	2	2	2	42	2	531
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000719955.1_ASM71995v1_genomic.gbff	revised_scheme	-	529?	92	92	92	36	39
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720055.1_ASM72005v1_genomic.gbff	revised_scheme	-	2?	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720065.1_ASM72006v1_genomic.gbff	revised_scheme	2	2	2	2	2	2	2
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720115.1_ASM72011v1_genomic.gbff	revised_scheme	-	158	210?	577	872	826	716
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720135.1_ASM72013v1_genomic.gbff	revised_scheme	306	287	353	704	371	364	329
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720145.1_ASM72014v1_genomic.gbff	revised_scheme	-	20	686?	-	464	451	396
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720175.1_ASM72017v1_genomic.gbff	revised_scheme	307	586	698	517	748	715	627
../../supplementary_file_8/output/database_for_revised_scheme/GCF_000720185.1_ASM72018v1_genomic.gbff	revised_scheme	-	689?	644	-	678	647	571
