	GCF_000715745.1 | Streptomyces californicus NRRL B-3320 - ST 2:603	GCF_000717645.1 | Streptomyces californicus NRRL B-2098 - ST 2:604	GCF_000717665.1 | Streptomyces californicus NRRL 2423 - ST 49:605	GCF_000717965.1 | Streptomyces purpeochromogenes NRRL B-3012 - ST 2:606	GCF_000718205.1 | Streptomyces griseus NRRL B-2931 - ST 280:607	GCF_000718235.1 | Streptomyces griseus NRRL B-2932 - ST 281:608	GCF_000718245.1 | Streptomyces californicus NRRL B-2988 - ST 2:609	GCF_000718615.1 | Streptomyces purpeochromogenes NRRL ISP-5373 - ST 2:610	GCF_000718915.1 | Streptomyces sp. NRRL WC-3540 - ST 280:611	GCF_000719035.1 | Streptomyces griseus NRRL B-1691 - ST 280:612	GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298:613	GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300:614	GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305:615	GCF_000720065.1 | Streptomyces sp. NRRL F-3273 - ST 2:616	GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280:617	GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317:618	GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280:619	GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354:620	GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360:621	GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434:622	GCF_002551425.1 | Streptomyces sp. b94 - ST 461:623	GCF_013401535.1 | Streptomyces sp. CB04723 - ST 684:624	GCF_016906185.1 | Streptomyces californicus FDAARGOS_1209 - ST 2:625	GCF_016906205.1 | Streptomyces californicus FDAARGOS_1212 - ST 2:626	GCF_016906225.1 | Streptomyces californicus FDAARGOS_1211 - ST 2:627	GCF_016906245.1 | Streptomyces californicus FDAARGOS_1213 - ST 2:628	GCF_016906265.1 | Streptomyces californicus FDAARGOS_1210 - ST 128:629	GCF_017311125.1 | Streptomyces sp. M54 - ST 751:630
GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298:613	0.9331149466	0.9451439463	0.9364000809	0.9457197877	0.9730685469	0.9634951835000001	0.9464620913	0.9477293515	0.9732885786000001	0.972086906	1.0	0.9339034044000001	0.9937142001	0.9481020375	0.9722955590000001	0.9372299625	0.9709483919	0.9436356867000001	0.9545294964000001	0.9665085063000001	0.9433661766	0.8678789168000001	0.9466703607	0.9479174205	0.9472486313	0.9477406024	0.9402186101000001	0.9305020534
GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300:614	0.9016347895	0.9131975348	0.9013475117	0.9130572479	0.9119631341000001	0.9098372287000001	0.9142686812	0.9153440487000001	0.9143779312	0.9141681216	0.9068514763000001	1.0	0.9106657905000001	0.9115267549	0.9128151598	0.9050524518	0.9129604126	0.9232782047	0.9003607857	0.9096238188	0.9131516001000001	0.8374491817	0.9149529834000001	0.9154686930000001	0.9154539194	0.9153668919	0.9016006488	0.9093271058
GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305:615	0.9338099602000001	0.9474405161	0.9355983679000001	0.9476573743000001	0.9758535509	0.9594812055	0.9486499521	0.9482790003	0.9734540207000001	0.9733820336000001	0.9955793207	0.9395917353000001	1.0	0.9479083047	0.9757410869	0.93831851	0.9757503095000001	0.9491106957000001	0.9582398749000001	0.9640826213	0.9490932753	0.8659514061	0.9490659919000001	0.9506102579000001	0.9482952679000001	0.9503152642	0.9407987375	0.93170568
GCF_000720065.1 | Streptomyces sp. NRRL F-3273 - ST 2:616	0.8988297804000001	0.9144284256	0.879331292	0.922456723	0.9004705437	0.8944426538	0.91466734	0.9311161857	0.8994705217000001	0.8993453068	0.8988891756	0.8899923744	0.8970218619	1.0	0.8989186308	0.8868186078	0.8987507483	0.8933035985000001	0.8991402114	0.8968031905	0.8845221938000001	0.8184194102	0.9256757027	0.9272384037	0.9275782899	0.9271609474	0.8857647665	0.8751904739
GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280:617	0.9070613517	0.9188296486	0.9140668626	0.9200429790000001	1.0129661852	0.9454278998000001	0.9199130905	0.9210123482	1.0093712749	1.0015884256	0.9470658897	0.9156521748	0.9486414883000001	0.9235304168	1.0	0.9131063352000001	1.0189394373	0.9222800999	0.9305683064	0.9507502151	0.9234421225	0.8456229692	0.9206413628000001	0.9217758635000001	0.920900268	0.9215617903000001	0.9160901593	0.906307301
GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317:618	0.8887929508	0.9028090986	0.9314825103000001	0.9061574261	0.9105630482	0.9111919787	0.9036538898	0.9100971323	0.9096956265	0.9094960548000001	0.9115185053	0.9064813415	0.9108675660000001	0.9097101747	0.9117143467000001	1.0	0.9103678286	0.9180900706	0.9122258967	0.9158668050000001	0.9153041497000001	0.8332354334000001	0.9101552008	0.9080329023	0.9105777208	0.9084003380000001	0.9335532062	0.9125470765
GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280:619	0.9072898366000001	0.9192149261	0.9140769336000001	0.9200980769	1.0169264557	0.9439191123	0.9200798933000001	0.9212452639	1.0143223377	1.019239885	0.9458429638	0.9158843353	0.9487400124	0.9234451078	1.0190356307	0.9118438361000001	1.0	0.9223301781000001	0.9349298050000001	0.9484190591	0.9229551465	0.8456650633	0.9207074772	0.9218866722	0.9209798578	0.9217195324	0.9123748973	0.9061000552
GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354:620	0.9258807317000001	0.9387859766000001	0.9383887470000001	0.938332783	0.9441748371	0.9396171502	0.9384602637	0.9399619853000001	0.9458842247	0.9457456532	0.940901135	0.9480647805	0.9445873644	0.9394802360000001	0.9441056151	0.9412513242	0.9440677534	1.0	0.9447159923	0.9472047963	0.9455072645	0.8596583775000001	0.9369562474	0.9378167415	0.9374295829	0.9377711035	0.9382469886	0.9259342735
GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360:621	0.9088712531	0.9226096645	0.9135119525000001	0.9243582719000001	0.9444302932	0.9337171184	0.9223739269000001	0.9275145158	0.9395108576000001	0.9406397580000001	0.9386689914	0.9118123785000001	0.9405523779	0.9326087115	0.9394842036000001	0.9223721667	0.9437983906	0.9317185662	1.0	0.9376045889	0.9218048877	0.8412285111000001	0.9277048661	0.9318398925	0.928157608	0.9317802981000001	0.9219319974	0.9133918834
GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434:622	0.9210387258	0.9386729105	0.9257382948	0.9390899117	0.9632719369	0.9479486284	0.9398843741	0.9411491471000001	0.9634162009	0.9617238154000001	0.9549770119000001	0.9255819036	0.9507955046000001	0.9346162130000001	0.9644323649000001	0.9304654029	0.9619768458	0.9386236435	0.9420714511	1.0	0.9357693141000001	0.8604267661	0.9434585074	0.9385688181	0.9437692686	0.9385636388	0.9243655133	0.9219495341
GCF_002551425.1 | Streptomyces sp. b94 - ST 461:623	0.8966979567000001	0.9080041163	0.9157407620000001	0.9087267878	0.9230596482000001	0.9234637065	0.9090847606	0.9091279814000001	0.9232169619	0.9231742393000001	0.9190497057	0.9161516708	0.9228969786000001	0.9089005429	0.9236054508	0.9168637551000001	0.9230312495	0.9238127112000001	0.9132182622	0.92265696	1.0	0.843481209	0.9093941566	0.9102603162	0.9098353325	0.9099932690000001	0.9182165533000001	0.9052790892
GCF_013401535.1 | Streptomyces sp. CB04723 - ST 684:624	0.8385629626000001	0.849637382	0.8577689123000001	0.8504535456000001	0.8643006348000001	0.8642241631	0.8505809561000001	0.8520034308000001	0.8624185678	0.8630581606000001	0.8623006846	0.8568875826000001	0.8587737145000001	0.8576783403	0.8625702409	0.8512321086	0.862531751	0.8566153587	0.8499442849000001	0.8652194381	0.8602334088	1.0	0.8543750689	0.8566102775000001	0.8548142094000001	0.8562921960000001	0.8641575997000001	0.8551897082000001
GCF_016906185.1 | Streptomyces californicus FDAARGOS_1209 - ST 2:625	0.9447413099	0.9717945002	0.8982038165	0.9974072724	0.9198811808	0.9194283499	0.9847446915	1.0083474275	0.9192628805	0.9193172899000001	0.9219067803000001	0.9175987239000001	0.9225082722	0.9508149960000001	0.9204428305000001	0.9113482383	0.9204220379	0.9150986292000001	0.9187026003000001	0.9298733418	0.9090372693000001	0.8374081888	1.0	1.0534899478	1.0267713071	1.0527795126	0.9106782677	0.9025078887
GCF_016906205.1 | Streptomyces californicus FDAARGOS_1212 - ST 2:626	0.9460073189	1.0086201073	0.8940866160000001	1.0079178592	0.915382573	0.9138783567000001	1.0036173941	1.0219682642	0.9146391254	0.9147411964000001	0.9173058369	0.9123320747	0.9181883485000001	0.9464201804000001	0.9157714324	0.9034953296	0.9157950633	0.9101689132	0.9169841588000001	0.9192265027000001	0.9041709774000001	0.8343097914000001	1.0468532829	1.0	1.036498217	1.0005120868	0.9066464141	0.8984269198
GCF_016906225.1 | Streptomyces californicus FDAARGOS_1211 - ST 2:627	0.9425858513	0.9889680208	0.8962641546000001	0.9905035548000001	0.9175718942000001	0.9174606344	0.9978758818000001	0.9993788823	0.9170270192000001	0.9170816557	0.9200039636	0.9156468267000001	0.9192950550000001	0.9502222961000001	0.9182404463	0.9093339512	0.9182331201	0.9131134313	0.9166938607	0.9276930581	0.9070470410000001	0.8355988856000001	1.0240265265	1.0402808863	1.0	1.0477791255	0.9095569675	0.9006505966
GCF_016906245.1 | Streptomyces californicus FDAARGOS_1213 - ST 2:628	0.945660763	1.0082715986	0.8938504571	1.0068416219	0.9150477583000001	0.9137105569	1.0032718757	1.0209328297	0.9143077824	0.9144191128	0.9169720417	0.9120688051	0.9177405923	0.9461732538000001	0.9153963460000001	0.9037005965	0.9154666078	0.9099631769000001	0.9167628643	0.9190583727	0.9037453761	0.8338520504	1.0459617508	1.0003346096	1.0437840052	1.0	0.9064032029	0.8992972333
GCF_016906265.1 | Streptomyces californicus FDAARGOS_1210 - ST 128:629	0.8661064227	0.8780381333	0.9124313374	0.8834961151	0.8922488581	0.8901569135	0.8801606074	0.8874058464000001	0.8924479693	0.8946796688	0.8944814090000001	0.8833289931	0.8933565585000001	0.8888117879	0.8947440120000001	0.9131922656	0.8910312026	0.8951998878	0.8919042753	0.8900183749	0.8966622664	0.8274387137	0.8896500739000001	0.8913264028000001	0.8909363298	0.8912453961000001	1.0	0.8993834121000001
GCF_017311125.1 | Streptomyces sp. M54 - ST 751:630	0.8892024873000001	0.8994543195	0.9143140923	0.9037310573	0.9144345868	0.9136122339	0.9008473565	0.9062000008000001	0.9139357723	0.9138211832	0.9144530568	0.9203012488000001	0.9139205691000001	0.9071844370000001	0.9144030497000001	0.9221042686	0.9141076560000001	0.9126086995	0.9128052098	0.9169887182	0.9132041358	0.8458764875	0.9107661012	0.9123956039000001	0.91132799	0.9134414810000001	0.9290658096000001	1.0
