	GCF_000715745.1 | Streptomyces californicus NRRL B-3320 - ST 2:603	GCF_000717645.1 | Streptomyces californicus NRRL B-2098 - ST 2:604	GCF_000717665.1 | Streptomyces californicus NRRL 2423 - ST 49:605	GCF_000717965.1 | Streptomyces purpeochromogenes NRRL B-3012 - ST 2:606	GCF_000718205.1 | Streptomyces griseus NRRL B-2931 - ST 280:607	GCF_000718235.1 | Streptomyces griseus NRRL B-2932 - ST 281:608	GCF_000718245.1 | Streptomyces californicus NRRL B-2988 - ST 2:609	GCF_000718615.1 | Streptomyces purpeochromogenes NRRL ISP-5373 - ST 2:610	GCF_000718915.1 | Streptomyces sp. NRRL WC-3540 - ST 280:611	GCF_000719035.1 | Streptomyces griseus NRRL B-1691 - ST 280:612	GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298:613	GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300:614	GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305:615	GCF_000720065.1 | Streptomyces sp. NRRL F-3273 - ST 2:616	GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280:617	GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317:618	GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280:619	GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354:620	GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360:621	GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434:622	GCF_002551425.1 | Streptomyces sp. b94 - ST 461:623	GCF_013401535.1 | Streptomyces sp. CB04723 - ST 684:624	GCF_016906185.1 | Streptomyces californicus FDAARGOS_1209 - ST 2:625	GCF_016906205.1 | Streptomyces californicus FDAARGOS_1212 - ST 2:626	GCF_016906225.1 | Streptomyces californicus FDAARGOS_1211 - ST 2:627	GCF_016906245.1 | Streptomyces californicus FDAARGOS_1213 - ST 2:628	GCF_016906265.1 | Streptomyces californicus FDAARGOS_1210 - ST 128:629	GCF_017311125.1 | Streptomyces sp. M54 - ST 751:630
GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298:613	0.9478404541000001	0.9574292875	0.9491173031000001	0.9580038504	0.9829025987000001	0.9735844261000001	0.9588656947	0.9601736116	0.9831360548	0.9818751871	1.0	0.9495844711	0.9983482915	0.9604596145000001	0.9821618293000001	0.9496977472	0.9807708092	0.9547564321	0.9639091654	0.9763128967	0.9548428595	0.8871109203	0.9589554462000001	0.9602996728000001	0.9595623554	0.9601282244	0.9527412429000001	0.9471094014
GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300:614	0.9188057834000001	0.9282834680000001	0.9168554229	0.9280680717	0.9274860672	0.9252031150000001	0.9293654153	0.9304605222000001	0.9298832354000001	0.9296407749000001	0.9220783171	1.0	0.9259768035	0.9267388221	0.9283236918000001	0.9206511150000001	0.9284456049	0.9386315521	0.9153580774000001	0.9247280017	0.9279990456	0.8568301291	0.9300343231	0.9305871529	0.9305465566000001	0.9304749233	0.9170015448000001	0.9205661980000001
GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305:615	0.9485189149000001	0.9597896488000001	0.9483135849000001	0.9599880619000001	0.9858588731000001	0.9697998385000001	0.9611413940000001	0.9607341924	0.9834293696	0.9832586242	1.0002221099	0.9553890799	1.0	0.9601225575000001	0.9857826589	0.9507765201	0.9857473058	0.9600852830000001	0.9675331388	0.9738618627000001	0.9608310293000001	0.8847782327	0.9614689229000001	0.9630730074	0.9607072933	0.9627644360000001	0.9533903467	0.9482263549000001
GCF_000720065.1 | Streptomyces sp. NRRL F-3273 - ST 2:616	0.9076465799000001	0.9207848075	0.8916271981	0.9289224406000001	0.9122718935	0.9059749068	0.9210157217	0.9378129387	0.9113128421000001	0.9111285957	0.9106053115	0.9048450639000001	0.9085804186	1.0	0.9107879821	0.8991402114	0.9105250673	0.9047282128	0.9110107749	0.9083833233	0.8939678555	0.8364321690000001	0.9322428771000001	0.9338574580000001	0.9341947987	0.9337836382	0.8982759501	0.8909183341
GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280:617	0.9215226868	0.9310686823000001	0.9264396453	0.9323774054	1.0131970704	0.9558477473	0.9322532455	0.9334495148	1.0096248252	1.0017962721	0.9566761445	0.931208907	0.9584041722000001	0.9357247430000001	1.0	0.9253149827	1.019162726	0.9326308312	0.9396464293000001	0.9607507580000001	0.9348973420000001	0.8642594164	0.9329603470000001	0.9340689448	0.9332505102	0.9338551206000001	0.9284751463	0.9226116082
GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317:618	0.9033941358	0.9153722901	0.9422992943	0.9187345441	0.9227040928	0.9232371543000001	0.9162880815000001	0.922925922	0.9218806887000001	0.9216428192	0.9236442556000001	0.9221046318	0.9229611113	0.9223498376	0.9239043827000001	1.0	0.9224909677	0.9303000016	0.9244720117	0.9284663048	0.9272824283000001	0.8513271951	0.9229575053	0.9205955964	0.9233868641	0.9209862844000001	0.9443772021	0.929047736
GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280:619	0.9217638705000001	0.9314510052	0.9264341954	0.9323590651	1.0171172592	0.9541977127000001	0.9323631751	0.9336081301	1.0144888548	1.0194257066	0.9554114068	0.9314191216000001	0.9584602761000001	0.9355429416000001	1.0192589404	0.9239866308	1.0	0.932695213	0.9440024331	0.9583937689	0.9343641202	0.8642822217	0.9329657254	0.9341363268	0.9332688687	0.9339746670000001	0.9246569337	0.9223266908000001
GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354:620	0.9403742576	0.9509691714	0.9511269924	0.9504759489000001	0.9547759974000001	0.9509181791	0.9506873117	0.9521518090000001	0.9564726369000001	0.9562918694	0.9519896537	0.963830308	0.9555096484000001	0.9514954113	0.9547012938	0.9537692830000001	0.9546770725	1.0	0.9549251498	0.9586375127000001	0.9574041378	0.8784862442	0.9491488757000001	0.9500222454	0.9496473249	0.9499724004000001	0.9507468452000001	0.9426694185000001
GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360:621	0.9231981913	0.9348218792	0.9261371794000001	0.9365794132	0.9535668548	0.9440971174	0.9346427186	0.9399448663000001	0.9486618778	0.9497218799	0.9478928074	0.9270004192	0.9496741037	0.9449211304	0.9486493051	0.9347544896000001	0.9529570802	0.9417872658	1.0	0.9479535334	0.9332663880000001	0.8597462985000001	0.9400596548000001	0.9443170134000001	0.94054496	0.9442537729	0.9345355994000001	0.9299553746
GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434:622	0.9355818467	0.9513042182	0.9386322336	0.9516816794	0.9733608134	0.9582608487000001	0.9526308908000001	0.9539180235	0.9735500493	0.9717655723	0.9646644252000001	0.9409510684	0.9604399672	0.9466846133000001	0.9745768247000001	0.9432657343	0.9720941455000001	0.9499527858000001	0.9524696992	1.0	0.9475494391	0.8794093515	0.9562422902000001	0.9509122295	0.9566024448	0.9509061659	0.9369445222	0.938576524
GCF_002551425.1 | Streptomyces sp. b94 - ST 461:623	0.9085866628	0.9178318011000001	0.9279549318	0.9184915721	0.9344751676	0.9349307919000001	0.9189526768	0.9189528014	0.9346628729	0.9345781751000001	0.9302305624	0.9310478961	0.9343107542	0.9186065369	0.9350626963	0.9288624438	0.9344411639	0.9354366122000001	0.9245729985000001	0.9342720174	1.0	0.8617358266	0.9192374109	0.9201372005	0.9197025015	0.9198505981	0.9303270929	0.9210856913000001
GCF_013401535.1 | Streptomyces sp. CB04723 - ST 684:624	0.8591490862000001	0.8684645301	0.8766469991	0.8692408065	0.8833585952	0.883275264	0.8693997202	0.8708915530000001	0.8813951025000001	0.8820033190000001	0.8814090757	0.8767183896	0.8774444894000001	0.8765551569000001	0.8815801842000001	0.869714626	0.8815202264	0.8753765785000001	0.8686539309	0.8843077586	0.8788505774	1.0	0.8733357249	0.8756400374000001	0.8738254230000001	0.8752866417	0.8831369290000001	0.8746666115
GCF_016906185.1 | Streptomyces californicus FDAARGOS_1209 - ST 2:625	0.9480909138	0.971892736	0.9107468709000001	0.9975276704	0.9320916778	0.9313299458000001	0.9848442969000001	1.0085147645	0.9315233047	0.9315443463	0.9338705051	0.9327236738	0.9345641319	0.9575605202	0.9327591582	0.9241673241	0.9326764858000001	0.927006824	0.9309375006	0.9424730468	0.9188766607000001	0.8559923085000001	1.0	1.0540538387	1.0268560961	1.0533364311	0.9234624916	0.9186978690000001
GCF_016906205.1 | Streptomyces californicus FDAARGOS_1212 - ST 2:626	0.9491285864000001	1.0090483104	0.9066227832	1.0084073049	0.927548934	0.9257151214	1.0040073669	1.0225519863	0.9268104353000001	0.9268732863	0.9292882228	0.9273987351	0.9302260383000001	0.9531761631000001	0.9279844367000001	0.9159952461	0.9279637751	0.9220145859000001	0.9292623649	0.9313155373	0.9139817886	0.8528441418	1.0474136214	1.0	1.037069072	1.0005233455	0.9194404187	0.9145484369
GCF_016906225.1 | Streptomyces californicus FDAARGOS_1211 - ST 2:627	0.9459405326	0.9891167811	0.9087956575	0.9905795493	0.9297763231	0.9293545045	0.9980000556	0.9994895212	0.9292741640000001	0.9292951494	0.9319635217000001	0.9307426442000001	0.9313275031	0.9570003268	0.9305550175	0.9221255984000001	0.9304854801	0.9250142552	0.9289282156	0.9403076333	0.9168839709000001	0.8541827472	1.0241110889	1.0408538245	1.0	1.0483418815	0.9223661232	0.9168318179
GCF_016906245.1 | Streptomyces californicus FDAARGOS_1213 - ST 2:628	0.9487745496000001	1.0086791914	0.9063728964000001	1.0073083435	0.9272174040000001	0.9255506647	1.0036456983	1.0214993775	0.9264822525	0.9265544935000001	0.9289574975	0.9271224020000001	0.9297630346	0.9529317490000001	0.9276074313	0.9162214277	0.9276386038000001	0.9218026662000001	0.9290353051	0.9311443970000001	0.913535026	0.8523487243000001	1.0465150628	1.0003458663	1.0443446155	1.0	0.9191747748	0.9154810808
GCF_016906265.1 | Streptomyces californicus FDAARGOS_1210 - ST 128:629	0.8803498665	0.8902774506000001	0.9229910417	0.8957235125	0.9042496555	0.9020961652	0.8924328869	0.8998998606	0.9044857428	0.9066691544000001	0.9063948748	0.8984177776000001	0.9053132036	0.9013660098	0.9068404120000001	0.9237801885	0.9030259184	0.9071262466000001	0.9040973725	0.9021299789	0.9084885223	0.8456115931	0.9021391012000001	0.9039042213	0.9034832538	0.9038033886	1.0	0.9158108758
GCF_017311125.1 | Streptomyces sp. M54 - ST 751:630	0.9073078213	0.9154216616	0.9307150387	0.9196585696	0.930866819	0.9299459597	0.9168571669000001	0.9224226555	0.930340488	0.9301542807000001	0.9307739667	0.9316759791	0.9301258847	0.9234872538000001	0.9308529980000001	0.9387777411	0.9304776934000001	0.9291030008000001	0.9293580621	0.9335262418	0.9291491129	0.8651412826	0.9271042246000001	0.9287677773	0.927701043	0.9298798699	0.9460354297	1.0
