	GCF_000261345.2 | Streptomyces globisporus C-1027 - ST 245:245	GCF_000498935.1 | Streptomyces sp. HCCB10043 - ST 259:246	GCF_000698495.1 | Streptomyces sp. NTK 937 - ST 265:247	GCF_000719355.1 | Streptomyces griseus NRRL F-5144 - ST 292:248	GCF_000721185.1 | Streptomyces griseolus NRRL B-2925 - ST 314:249	GCF_000743295.1 | Streptomyces sp. JS01 - ST 329:250	GCF_001746305.1 | Streptomyces sp. EN23 - ST 408:251	GCF_001751305.1 | Streptomyces nanshensis SCSIO M10372 - ST 410:252	GCF_001905405.1 | Streptomyces sp. TSRI0445 - ST 416:253	GCF_001905785.1 | Streptomyces sp. CB02130 - ST 422:254	GCF_002154385.1 | Streptomyces albovinaceus NRRL B-2566 - ST 24:255	GCF_002217715.1 | Streptomyces sp. SS07 - ST 442:256	GCF_002551105.1 | Streptomyces sp. st170 - ST 451:257	GCF_002551135.1 | Streptomyces sp. st140 - ST 452:258	GCF_002551175.1 | Streptomyces sp. st77 - ST 454:259	GCF_002551335.1 | Streptomyces sp. ms184 - ST 457:260	GCF_002551345.1 | Streptomyces sp. ms115 - ST 458:261	GCF_002551375.1 | Streptomyces sp. gb14 - ST 459:262	GCF_002551415.1 | Streptomyces sp. f51 - ST 460:263	GCF_002551435.1 | Streptomyces sp. f150 - ST 462:264	GCF_002551475.1 | Streptomyces sp. b62 - ST 464:265	GCF_002705695.1 | Streptomyces sp. OspMP-M45 - ST 465:266	GCF_002803175.1 | Streptomyces sp. CB02613 - ST 469:267	GCF_002804165.1 | Streptomyces cavourensis 1AS2a - ST 470:268	GCF_002832675.1 | Streptomyces sp. S063 - ST 471:269	GCF_002910775.2 | Streptomyces sp. SM18 - ST 478:270	GCF_003024215.1 | Streptomyces sp. CS149 - ST 486:271	GCF_003116755.1 | Streptomyces sp. CS131 - ST 494:272	GCF_003116775.1 | Streptomyces sp. CS147 - ST 495:273	GCF_003147545.1 | Streptomyces globisporus TFH56 - ST 338:274	GCF_003330865.1 | Streptomyces atratus SCSIO_ZH16 - ST 499:275	GCF_003352445.1 | Streptomyces cavourensis TJ430 - ST 500:276	GCF_003353555.1 | Streptomyces sp. HB202 - ST 501:277	GCF_003949895.1 | Streptomyces sp. WAC04770 - ST 535:278	GCF_003989035.1 | Streptomyces sp. NP10 - ST 546:279	GCF_004000405.1 | Streptomyces sp. B27 - ST 549:280	GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583:281	GCF_008180165.1 | Streptomyces parvus C05 - ST 595:282	GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596:283	GCF_009811575.1 | Streptomyces glebosus NBRC 13786 - ST 614:284	GCF_009862465.1 | Streptomyces sp. SID4941 - ST 624:285	GCF_009863145.1 | Streptomyces sp. SID4937 - ST 631:286	GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465:287	GCF_009864905.1 | Streptomyces sp. SID8378 - ST 633:288	GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260:289	GCF_009872565.1 | Streptomyces sp. SID5614 - ST 642:290	GCF_010548175.1 | Streptomyces halstedii SID11342 - ST 647:291	GCF_010548665.1 | Streptomyces parvus SID7590 - ST 654:292	GCF_013363455.1 | Streptomyces sp. CAI-121 - ST 672:293	GCF_013363475.1 | Streptomyces sp. KAI-26 - ST 674:294	GCF_013363655.1 | Streptomyces sp. CAI 127 - ST 676:295	GCF_013363665.1 | Streptomyces sp. CAI-68 - ST 672:296	GCF_013363675.1 | Streptomyces sp. CAI-24 - ST 677:297	GCF_013363735.1 | Streptomyces sp. CAI-155 - ST 678:298	GCF_014648655.1 | Streptomyces atratus JCM 3386 - ST 702:299	GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596:300	GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583:301	GCF_014649535.1 | Streptomyces gelaticus JCM 4376 - ST 706:302	GCF_014649875.1 | Streptomyces rubiginosohelvolus JCM 4415 - ST 708:303	GCF_014656235.1 | Streptomyces glebosus JCM 4954 - ST 614:304	GCF_016612575.1 | Streptomyces sp. MBT67 - ST 734:305	GCF_016612645.1 | Streptomyces sp. MBT61 - ST 734:306	GCF_016612665.1 | Streptomyces sp. MBT60 - ST 736:307	GCF_016612705.1 | Streptomyces sp. MBT56 - ST 737:308	GCF_016612725.1 | Streptomyces sp. MBT54 - ST 737:309	GCF_016612775.1 | Streptomyces sp. MBT98 - ST 737:310	GCF_016654055.1 | Streptomyces sp. MBT55 - ST 740:311	GCF_016654065.1 | Streptomyces sp. MBT59 - ST 734:312	GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465:313	GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260:314	GCF_900091765.1 | Streptomyces sp. PalvLS-984 - ST 624:315	GCF_900091775.1 | Streptomyces sp. ScaeMP-e83 - ST 631:316	GCF_900091865.1 | Streptomyces sp. DvalAA-19 - ST 791:317	GCF_900092005.1 | Streptomyces sp. Cmuel-A718b - ST 794:318	GCF_900187925.1 | Streptomyces sp. PgraA7 - ST 633:319
GCF_002154385.1 | Streptomyces albovinaceus NRRL B-2566 - ST 24:255	6141123	5026034	2940370	6021253	2936590	6048394	5484482	4405896	6802517	6141398	7237318	6005246	6648324	6135709	5950132	6207659	6010983	5969834	5917055	6054360	6048963	2930955	5288525	4575557	5525837	2938299	5768896	5779914	5882570	6549538	2985149	4585581	6912430	4406125	6050081	4477405	4569249	5764124	5710642	1421694	2924200	4764499	2930955	5918168	2932773	5883135	2869360	5481586	5783096	4586436	5816210	5781599	4587763	4576402	2981470	5735873	4571269	2901660	6016034	1422917	5934378	5936030	5928657	6121731	6143514	6189579	6209693	5918864	2930955	2932992	2922657	4762697	4550239	5755264	5918168
GCF_002217715.1 | Streptomyces sp. SS07 - ST 442:256	6730587	5195852	3128592	6908409	3135954	7303282	5875817	4880674	6644837	6730123	6005246	7603850	6638971	7050040	6421053	6615322	7304819	6851209	6840070	7066677	6885826	3130754	5808899	5056989	5925711	3116844	6231645	6271160	6415541	6641302	3173345	5076601	6685548	4796472	6897578	4915166	5051908	6286647	6265978	1549670	3081800	5246404	3130754	6447701	3122444	6752037	3069005	6105693	6413602	5044168	6413606	6408355	5048047	5032377	3164589	6312076	5029415	3116187	6922441	1543552	7123321	7123685	7150494	6617588	6649324	6710767	6727754	7102234	3130754	3118646	3080433	5244546	5038630	6263169	6447701
GCF_002551105.1 | Streptomyces sp. st170 - ST 451:257	6918289	5247176	3162573	6677200	3117930	6688914	5973965	4831868	7230989	6866305	6648324	6638971	8080444	6767143	6538922	6680267	6628209	6565648	6553395	6662196	6724147	3103026	5847372	4970175	6003598	3116893	6344605	6410208	6457566	7410192	3150034	4981192	7385254	4756097	6667787	4864908	4963432	6318437	6303999	1502402	3052661	5213005	3103026	6555722	3112067	6521764	3053159	6016462	6368623	4995207	6382178	6367957	4994788	4963707	3141584	6353696	4965369	3055868	6662466	1503805	6554635	6554955	6511969	6900751	6938376	7010306	7052507	6529989	3103026	3110452	3051052	5210996	4962982	6342899	6555722
GCF_002551135.1 | Streptomyces sp. st140 - ST 452:258	6810968	5226163	3117899	6950578	3129925	7069809	5934842	4866043	6731314	6867938	6135709	7050040	6767143	7964327	6637443	6649002	7052373	6843502	6787405	7179235	6956206	3129961	5908893	4977897	5975574	3128326	6306942	6339418	6506482	6693395	3173025	4974167	6799619	4787721	6961866	4887164	4993887	6339843	6287464	1531877	3113970	5237343	3129961	6605200	3116548	6719464	3068028	6073877	6422976	4985462	6438871	6421596	4991890	4994664	3181187	6333160	4990623	3111880	6868671	1532462	6902685	6903274	6952177	6613592	6640836	6705594	6743671	6877672	3129961	3114570	3112635	5234838	4997839	6362256	6605200
GCF_002551175.1 | Streptomyces sp. st77 - ST 454:259	6440926	5407563	3120969	6583489	3123174	6420846	6159629	4830137	6490325	6463487	5950132	6421053	6538922	6637443	8145921	6483888	6434398	6555790	6434002	6545016	6638101	3133550	6311335	4999829	6208327	3140905	6698130	6830849	7593639	6467035	3153693	4991669	6567687	4782455	6600766	4903215	4981664	6720088	6769915	1518106	3077950	5241019	3133550	7764527	3112082	6419608	3068577	6345329	6781050	5012084	6786408	6779123	4999259	4994565	3162917	6825072	4982109	3117046	6498225	1516912	6350095	6346667	6327224	6272523	6295950	6352878	6390312	6321442	3133550	3109108	3076183	5238703	4989730	6815558	7764527
GCF_002551335.1 | Streptomyces sp. ms184 - ST 457:260	6630623	5326050	3122523	6747059	3148258	6613918	5936140	4885601	6797769	6633103	6207659	6615322	6680267	6649002	6483888	7855502	6617609	6715604	6733852	6777854	6785785	3134038	5875532	5048020	5986351	3128455	6343612	6386496	6447599	6660088	3149835	5059688	6897831	4886008	6759960	4875482	5036998	6485667	6327869	1518217	3105588	5329687	3134038	6526830	3130022	6608085	3073021	6282966	6607819	5049631	6622819	6604683	5060616	5023524	3148762	6371326	5034715	3100683	6749960	1518400	6537707	6538716	6492323	6672921	6697082	6761935	6788261	6516903	3134038	3127874	3103482	5327267	5128757	6472617	6526830
GCF_002551345.1 | Streptomyces sp. ms115 - ST 458:261	6719581	5195991	3110284	6905465	3146373	7276943	5881758	4865642	6637568	6721521	6010983	7304819	6628209	7052373	6434398	6617609	7498588	6850179	6838057	7046907	6914981	3130343	5827765	5034881	5894465	3099260	6220090	6253888	6427479	6597714	3147200	5016406	6653662	4810821	6904236	4881702	5015166	6294768	6218352	1530330	3082488	5222546	3130343	6466088	3131300	6755932	3066474	6106168	6382136	5039990	6398841	6380488	5024358	5011778	3153538	6263471	5015277	3126317	6936218	1532420	7150124	7151647	7216617	6606168	6635501	6696061	6720681	7121880	3130343	3129578	3081156	5219995	5036811	6275778	6466088
GCF_002551375.1 | Streptomyces sp. gb14 - ST 459:262	6567078	5183495	3118782	6953466	3147964	6832857	5926210	4914814	6525265	6585768	5969834	6851209	6565648	6843502	6555790	6715604	6850179	7877341	7211672	6940176	6934885	3144622	5881688	5046024	5961879	3122410	6250215	6409879	6490767	6538311	3174517	5040180	6565730	4847892	6928820	4919060	5021202	6347707	6305883	1517906	3100273	5249895	3144622	6596483	3140606	7112672	3073699	6145520	6425015	5007801	6470041	6424379	5019140	5014475	3169540	6356440	5019745	3116140	6909323	1516842	6792620	6793934	6764533	6544662	6565094	6630019	6673567	6773421	3144622	3137539	3098307	5248153	5069314	6403809	6596483
GCF_002551415.1 | Streptomyces sp. f51 - ST 460:263	6518278	5169480	3098046	6866124	3114636	6811768	5888894	4846734	6495264	6538124	5917055	6840070	6553395	6787405	6434002	6733852	6838057	7211672	7715130	6935886	6849320	3110724	5832772	4988923	5910970	3113478	6225306	6364556	6410551	6495294	3111730	4978684	6552135	4846172	6830868	4868334	4959756	6361493	6262861	1510291	3078749	5198866	3110724	6492538	3103334	7151595	3041912	6141190	6425961	4976808	6445093	6424714	4977627	4992932	3113158	6305895	4960023	3099801	6836035	1510877	6779463	6781825	6751395	6511990	6533679	6596349	6638546	6760462	3110724	3102266	3077253	5196614	5035628	6383761	6492538
GCF_002551435.1 | Streptomyces sp. f150 - ST 462:264	6753334	5274540	3114094	6926688	3148308	7070345	5945543	4937673	6668464	6770600	6054360	7066677	6662196	7179235	6545016	6777854	7046907	6940176	6935886	8056508	6960378	3136216	5933388	5061072	6004712	3131921	6330332	6406341	6503444	6636880	3187826	5015294	6737244	4854083	6922837	4921382	5004280	6484761	6329433	1524250	3104179	5269940	3136216	6531536	3134557	6857214	3060981	6198353	6495002	5024089	6519453	6495773	5012060	5001333	3191180	6376773	5003423	3135890	6915667	1529189	6919529	6919523	6919184	6667589	6698575	6759794	6797908	6894377	3136216	3132840	3102446	5267594	5110870	6468969	6531536
GCF_002551475.1 | Streptomyces sp. b62 - ST 464:265	6607436	5273516	3133855	7312489	3170458	6874244	5981684	4887562	6648918	6644417	6048963	6885826	6724147	6956206	6638101	6785785	6914981	6934885	6849320	6960378	7818569	3141040	5882738	5044640	6076184	3114591	6348447	6363593	6518320	6630686	3159275	5044414	6734638	4840712	7344435	4946433	5029971	6387459	6309757	1531570	3105778	5304913	3141040	6676845	3146579	6799359	3082519	6137207	6476564	5054081	6500037	6475960	5046265	5041937	3181036	6354453	5032893	3129413	7221794	1530156	6838412	6838556	6815332	6538381	6562508	6623804	6679045	6812552	3141040	3145936	3103747	5302357	5046512	6369074	6676845
GCF_002705695.1 | Streptomyces sp. OspMP-M45 - ST 465:266	3126845	2748792	6724484	3145791	6941856	3135414	3062667	2916268	3123835	3132710	2930955	3130754	3103026	3129961	3133550	3134038	3130343	3144622	3110724	3136216	3141040	7407922	3043456	3152230	3059332	6702533	3105285	3121669	3104961	3106923	2930122	3144523	3140120	3099933	3133174	3082382	3146086	3149750	3109969	1369783	6670620	3276569	7407822	3131690	7024131	3105796	6425895	2994663	3133863	3152221	3117538	3132334	3144419	3145276	2946498	3128642	3144149	2916028	3142267	1374431	3115330	3101983	3070235	3077093	3082159	3114444	3110643	3093244	7407822	7006444	6659404	3275125	3193670	3111666	3131690
GCF_002803175.1 | Streptomyces sp. CB02613 - ST 469:267	5842981	5089977	3058259	5860375	3054670	5808411	5740074	4567987	5801182	5860514	5288525	5808899	5847372	5908893	6311335	5875532	5827765	5881688	5832772	5933388	5882738	3043456	7380634	4696268	5766695	3052495	6268229	6298819	6349098	5817508	3068272	4693161	5848221	4506867	5859668	4638787	4723707	6321370	6268562	1497222	3022215	4902545	3045076	6321856	3046866	5829460	3006859	6046983	6303480	4695571	6293369	6301038	4711402	4723994	3072507	6308772	4720299	3050092	5868561	1497710	5713633	5708470	5703579	5726864	5753208	5801697	5814676	5682431	3045076	3041795	3020424	4900686	4723706	6395640	6321856
GCF_002804165.1 | Streptomyces cavourensis 1AS2a - ST 470:268	5021648	4188009	3135172	5044400	3146273	5025513	4795909	7141155	4983368	5028540	4575557	5056989	4970175	4977897	4999829	5048020	5034881	5046024	4988923	5061072	5044640	3152230	4696268	7600475	4842517	3190169	5009239	4997712	5002795	5040865	3027106	7375590	5005272	6652165	5045507	6531401	7374527	4987077	4972721	1508906	3134774	5871821	3158268	5019671	3141505	4988903	3093075	4850305	5096306	7303779	5104843	5094754	7353250	7274630	3005505	5007803	7335000	3038340	5069378	1491296	4956954	4957118	4940359	4913142	4925162	4976986	4990163	4931676	3158268	3140494	3132953	5868293	7005369	4975027	5019671
GCF_002832675.1 | Streptomyces sp. S063 - ST 471:269	5900507	5302952	3094845	6025210	3073375	5935296	6931947	4654649	5983194	5865900	5525837	5925711	6003598	5975574	6208327	5986351	5894465	5961879	5910970	6004712	6076184	3059332	5766695	4842517	7614683	3088603	6329332	6153983	6190315	6016082	3024524	4847774	6068426	4591394	6017215	4724493	4831797	6223679	6080253	1452650	3033386	4990178	3060495	6193053	3056594	5879876	3008142	5931502	6288729	4812612	6341927	6287607	4817755	4808922	3026685	6129156	4805389	2996419	5999228	1444351	5813476	5806668	5820814	5785611	5806162	5870546	5896949	5789737	3060495	3055034	3031704	4988110	4782506	6103405	6193053
GCF_002910775.2 | Streptomyces sp. SM18 - ST 478:270	3134427	2735259	6603555	3129683	6693112	3131483	3063642	2961404	3130934	3131186	2938299	3116844	3116893	3128326	3140905	3128455	3099260	3122410	3113478	3131921	3114591	6702533	3052495	3190169	3088603	7703166	3114360	3129974	3135691	3125472	2946890	3179905	3169497	3084875	3112468	3117524	3169885	3197406	3115373	1366455	6565481	3264542	6704172	3149818	6716034	3110412	6714347	2993870	3148929	3169908	3135843	3145911	3170201	3165120	2940051	3129803	3148846	2935398	3136353	1356050	3060187	3048526	3047227	3090702	3095482	3132635	3116360	3038754	6704172	6705909	6554017	3263094	3187222	3121144	3149818
