	GCF_000718705.1 | Streptomyces lavendulae NRRL WC-3542 - ST 286:67	GCF_000719625.1 | Streptomyces sp. NRRL B-1322 - ST 286:68	GCF_000720235.1 | Streptomyces sp. NRRL S-98 - ST 18:69	GCF_000720455.1 | Streptomyces virginiae NRRL ISP-5094 - ST 18:70	GCF_000966965.1 | Streptomyces sp. NRRL S-104 - ST 18:71	GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355:72	GCF_001279485.1 | Streptomyces sp. XY511 - ST 355:73	GCF_001279495.1 | Streptomyces sp. H021 - ST 357:74	GCF_001279685.1 | Streptomyces sp. WM6373 - ST 359:75	GCF_001279765.1 | Streptomyces sp. XY413 - ST 361:76	GCF_001279815.1 | Streptomyces sp. XY37 - ST 362:77	GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78	GCF_001279855.1 | Streptomyces sp. XY58 - ST 362:79	GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80	GCF_001279905.1 | Streptomyces sp. XY66 - ST 363:81	GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82	GCF_001279935.1 | Streptomyces sp. IGB124 - ST 364:83	GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362:84	GCF_004795115.1 | Streptomyces sp. A0592 - ST 570:85	GCF_008086975.1 | Streptomyces sp. WAC5950 substr. delta orf15 pCRISPomyces - ST 593:86	GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87	GCF_017876235.1 | Streptomyces cinnamonensis DSM 40803 - ST 286:88
GCF_001279815.1 | Streptomyces sp. XY37 - ST 362:77	0.8769242097000001	0.8767791623000001	0.9658414590000001	0.9648107880000001	0.9617067490000001	0.7994779766000001	0.8446083352	0.9530970443000001	0.95085335	0.9523859194000001	1.0	0.8748303485000001	1.0034619944	0.8779451863000001	0.9513296012	0.8771194469	0.9545548812	1.0126664916	0.7435966848000001	0.7469354748	0.8733915323	0.8763068378000001
GCF_001279845.1 | Streptomyces sp. XY533 - ST 355:78	0.9595690702	0.9596027732	0.8681808781	0.8743792123	0.8658610479000001	0.8731959829	0.9166452047	0.8614923404	0.8636199789000001	0.8614683013000001	0.8611838189000001	1.0	0.8612576273	0.9618484326000001	0.8640751507000001	0.9601323574	0.8614635901000001	0.8619316875	0.7414419719	0.802516419	0.9659788031000001	0.9638720629
GCF_001279855.1 | Streptomyces sp. XY58 - ST 362:79	0.8763857407000001	0.8763668269	0.9659927961	0.9639315636	0.9619129485000001	0.7992200158	0.8447142645	0.9535755377	0.9510489528	0.9528986949	1.0043054618	0.8756407347	1.0	0.8778785775	0.9528807637000001	0.8770624606	0.9537095307000001	1.0199229546	0.7438158113000001	0.7479971055	0.8729839641	0.875809362
GCF_001279885.1 | Streptomyces sp. XY593 - ST 355:80	0.9525329250000001	0.9525092768000001	0.8695591161	0.8664219499	0.8676136025000001	0.8700512866000001	0.9163315106000001	0.8561279057000001	0.8548334976	0.8564831087	0.8588287209000001	0.9558148613	0.8580423286000001	1.0	0.8586104853000001	0.9563295996000001	0.8563966788	0.8589498428000001	0.7381978736	0.8004783176	0.9576979533000001	0.9543795244000001
GCF_001279905.1 | Streptomyces sp. XY66 - ST 363:81	0.8369929705	0.8370545105	0.8989803936	0.9062922831	0.8959130057	0.7622621963	0.8062683353000001	0.9238717403000001	0.9357754514000001	0.9315008246	0.9087338386	0.8384654761	0.9094511019	0.8384221051	1.0	0.8520265473	0.9322221906	0.9109227870000001	0.7175683331	0.7158883498	0.8360517016000001	0.8392418178000001
GCF_001279925.1 | Streptomyces sp. H036 - ST 355:82	0.9323544936	0.9322555604	0.8337766385000001	0.835487615	0.8318922679	0.8852430249000001	0.8807768798000001	0.8261975183	0.8264060551	0.8312477521	0.8290092864	0.9218488985000001	0.8282592264	0.9239938821	0.8430398272	1.0	0.8284083801000001	0.8292876448000001	0.7142300426	0.771910665	0.9240547731000001	0.9364056527
GCF_001279935.1 | Streptomyces sp. IGB124 - ST 364:83	0.8448537072000001	0.8448639069	0.9083082135	0.9131998211000001	0.9058401126000001	0.7717377897000001	0.8162780564000001	0.9417598164000001	0.9441084854	0.9606745304000001	0.9225698279000001	0.8457913721	0.9209786678	0.8461242870000001	0.9432180240000001	0.8471146110000001	1.0	0.9224314198	0.7267623735000001	0.7213482069	0.8424149009	0.8473506283000001
GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362:84	0.8789324391000001	0.8788685865	0.9682928282000001	0.9661087994	0.9641153441	0.8014971030000001	0.8469969235	0.9565239002	0.9544733590000001	0.9559617761	1.015278113	0.8778481756000001	1.0216944973	0.8803335048	0.9560805	0.8796767706	0.9568730594	1.0	0.7453025296	0.7494893639	0.8754289134000001	0.8785445254
GCF_004795115.1 | Streptomyces sp. A0592 - ST 570:85	0.7234040226	0.7232243151000001	0.7169624255	0.7209792648000001	0.7162081949	0.6636971411	0.6984162099	0.7182516623	0.7200603808	0.7200111023	0.7126689683	0.7218642773	0.7122802685	0.7232426622	0.7199593541	0.7242489302	0.720683359	0.7124664445000001	1.0	0.6245153748000001	0.7228943025	0.7236525318
GCF_008086975.1 | Streptomyces sp. WAC5950 substr. delta orf15 pCRISPomyces - ST 593:86	0.9652441140000001	0.9637910485000001	0.8920062002	0.8964289792000001	0.8902505342	0.9701539704000001	0.9305602688	0.8849314745	0.8870929896	0.8883341619	0.8876506495	0.9688150910000001	0.8881657265	0.9724547547000001	0.8906326129000001	0.9705666737	0.8869631996	0.8883945362000001	0.7743757061000001	1.0	0.9665875142	0.969945723
GCF_014217585.1 | Streptomyces sp. INR7 - ST 355:87	0.9583551961000001	0.9582326124	0.8624201193000001	0.8658914009	0.8600909090000001	0.8740010331	0.9101719945000001	0.8533226069000001	0.8555920876	0.8553103855	0.8553601401	0.9610270398	0.8542429460000001	0.9588031073000001	0.8571710136	0.9574962690000001	0.8536261818	0.8551500653	0.7386937578	0.7965668395000001	1.0	0.9656635876
GCF_017876235.1 | Streptomyces cinnamonensis DSM 40803 - ST 286:88	0.9384898725	0.9396170471	0.8367110535000001	0.8410655962	0.8350637789	0.8562743604	0.8882507919	0.8292257809	0.8318153367000001	0.8327037099	0.8314471799	0.9290216530000001	0.8302772749	0.9256790176	0.8336041921	0.9400302629	0.8318466568	0.8314261057000001	0.7164042376	0.7744027873	0.9355441525	1.0
