	GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1	GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2	GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3	GCF_000364805.1 | Streptomyces sp. PAMC 26508 - ST 252:4	GCF_000373405.1 | Streptomyces sp. ScaeMP-e10 - ST 253:5	GCF_000385945.1 | Streptomyces fulvissimus DSM 40593 - ST 174:6	GCF_000716025.1 | Streptomyces baarnensis NRRL B-2842 - ST 268:7	GCF_000716935.1 | Streptomyces alboviridis NRRL B-1579 - ST 38:8	GCF_000717795.1 | Streptomyces griseus NRRL WC-3480 - ST 275:9	GCF_000720395.1 | Streptomyces flavovirens NRRL B-2182 - ST 309:10	GCF_000720405.1 | Streptomyces sp. NRRL B-24051 - ST 310:11	GCF_000721595.1 | Streptomyces sp. NRRL S-325 - ST 318:12	GCF_001189025.1 | Streptomyces europaeiscabiei NCPPB 4064 - ST 349:13	GCF_001418625.1 | Streptomyces luridiscabiei NRRL B-24455 - ST 372:14	GCF_001426325.1 | Streptomyces sp. Root1295 - ST 376:15	GCF_001427565.1 | Streptomyces sp. Root63 - ST 376:16	GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17	GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18	GCF_001905485.1 | Streptomyces sp. TSRI0261 - ST 417:19	GCF_001905525.1 | Streptomyces sp. TSRI0395 - ST 419:20	GCF_001905575.1 | Streptomyces sp. CB00072 - ST 420:21	GCF_001905645.1 | Streptomyces sp. CB02115 - ST 421:22	GCF_002188345.1 | Streptomyces sp. CS057 - ST 441:23	GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449:24	GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450:25	GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449:26	GCF_002551145.1 | Streptomyces sp. st115 - ST 453:27	GCF_002551225.1 | Streptomyces sp. rh206 - ST 455:28	GCF_002551305.1 | Streptomyces sp. or20 - ST 456:29	GCF_002551465.1 | Streptomyces sp. b84 - ST 463:30	GCF_002910875.1 | Streptomyces sp. SM13 - ST 480:31	GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32	GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33	GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34	GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35	GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36	GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37	GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38	GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39	GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40	GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41	GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42	GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43	GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44	GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45	GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46	GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47	GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48	GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49	GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50	GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51	GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52	GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53	GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54	GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55	GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56	GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57	GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58	GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59	GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60	GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61	GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62	GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63	GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64	GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65	GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66
GCF_000720405.1 | Streptomyces sp. NRRL B-24051 - ST 310:11	452641	451220	444744	45275	447075	451624	452884	451572	446684	44751	1	61054	452922	434051	456058	457518	450376	423487	444242	450764	451103	452195	445085	434847	438947	440953	448511	449520	452296	451033	441061	405963	452368	449860	446835	449004	429701	43674	447718	44763	411334	451980	447113	437816	450494	447072	421965	439468	423873	427201	454464	427844	439061	454226	436247	445670	425811	448113	453383	454123	450578	439307	450601	427190	452594	448588
GCF_000721595.1 | Streptomyces sp. NRRL S-325 - ST 318:12	448987	449274	444953	59572	448974	451848	453608	452873	443121	57507	61054	1	455615	435960	456848	458039	454695	419180	443162	453791	449938	452579	443837	433861	438445	439894	448933	447736	458455	450676	437240	407376	451657	449264	447002	454340	435333	55883	448073	52126	414100	448337	449074	439547	460168	447937	424029	441035	424877	427582	456226	427515	438389	457101	439512	447497	426695	449053	454073	454530	453647	437666	451774	424067	448527	444307
GCF_001189025.1 | Streptomyces europaeiscabiei NCPPB 4064 - ST 349:13	451766	454111	226878	452634	588446	571340	498853	575350	441925	452262	452922	455615	1	551482	76525	72049	68610	415939	227662	75767	224213	174265	286402	216086	217393	218748	497184	185951	255611	223865	471212	398163	492874	488949	586711	568911	543771	448962	495149	390851	527992	452600	588408	284001	580271	465815	272387	282801	268461	403654	582913	403475	216921	500261	555976	574527	472163	578302	216822	218635	67518	364676	275191	419878	453854	450055
GCF_001418625.1 | Streptomyces luridiscabiei NRRL B-24455 - ST 372:14	566485	565099	543899	434553	465110	170819	551718	177566	555860	435044	434051	435960	551482	1	556960	557344	552380	527272	536088	556744	548562	553100	537711	525310	526134	529255	548612	543411	555840	540714	532596	482734	545109	541254	464064	438911	450108	433671	556851	375383	429005	566401	464979	531012	451738	550746	517380	532917	509057	409611	51770	409692	521690	553856	51176	47785	513168	50355	544349	544746	551073	541909	538657	532592	566563	562885
GCF_001426325.1 | Streptomyces sp. Root1295 - ST 376:15	461490	460533	232423	456640	590973	571745	499926	577858	451778	455851	456058	456848	76525	556960	1	10638	73372	423953	236965	80241	236280	183546	296102	221378	222659	223470	498763	195187	262600	229283	476178	405795	494643	490336	590749	572265	548403	454498	495871	395294	530682	461890	591042	288222	578887	467804	279873	288904	274813	407164	585340	406980	225627	502847	558505	579073	474308	580671	220100	225476	69032	373003	284522	429261	462002	459377
GCF_001427565.1 | Streptomyces sp. Root63 - ST 376:16	459799	458973	228242	457886	592013	571787	498795	577653	451137	457375	457518	458039	72049	557344	10638	1	67066	422536	232718	73490	231716	177917	292723	217225	218989	219226	497497	190892	257947	225388	475747	404014	492876	488880	591624	573216	548159	455638	494208	397081	531434	460410	592262	285548	579846	465753	276161	285780	271781	407774	584833	407619	221507	501113	558462	578652	473875	581002	216095	221200	62810	370780	281189	428835	460546	457867
GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17	454790	453705	226766	453973	590019	573594	501205	575520	444237	452344	450376	454695	68610	552380	73372	67066	1	416924	223826	71456	225843	173985	282907	214880	217472	217742	498281	184448	252125	222325	471758	398257	491652	487437	590892	571401	546550	451560	496146	389368	527356	453942	590121	280265	579241	464923	270540	282096	268568	406703	581954	406638	213391	497238	557992	580456	472542	581117	214789	215805	59352	362766	273611	421552	455378	451385
GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18	3922	67214	424847	421170	552071	534994	462055	536468	66490	421260	423487	419180	415939	527272	423953	422536	416924	1	404110	415365	425335	426158	415589	412453	414268	416695	459537	411376	426931	423581	446766	408223	455408	451785	552895	530868	509783	416906	463635	361779	495780	4331	552211	408558	539261	456539	394187	413929	394248	385802	545148	385840	382330	460569	528392	541826	441529	545288	404637	405023	418679	395616	422965	60628	4149	3890
GCF_001905485.1 | Streptomyces sp. TSRI0261 - ST 417:19	438974	441086	263357	444070	572668	555651	487537	560462	426720	444720	444242	443162	227662	536088	236965	232718	223826	404110	1	227773	267629	243465	251261	253334	254979	256338	491762	234003	277715	260200	465364	402767	478837	474883	570029	559733	537002	440552	489258	383461	518176	439910	573222	248796	566154	462629	237104	252323	240225	403658	560891	403487	1797	488650	538931	558153	457590	562617	252566	253020	226034	366815	307874	407573	440836	437113
GCF_001905525.1 | Streptomyces sp. TSRI0395 - ST 419:20	452839	453203	223990	452601	592490	573194	499070	576990	442296	453147	450764	453791	75767	556744	80241	73490	71456	415365	227773	1	228381	173246	287198	215116	216345	217727	497927	182175	253794	221312	470051	400213	491006	486656	589069	570766	552941	450790	494679	389948	528466	453695	592850	283356	581283	465894	272526	281952	267418	404578	586003	404429	216564	502132	557546	578134	472018	581629	213524	215501	68430	366301	275106	421898	453826	451014
GCF_001905575.1 | Streptomyces sp. CB00072 - ST 420:21	461587	462423	120309	451738	594534	570126	495869	575323	449596	451220	451103	449938	224213	548562	236280	231716	225843	425335	267629	228381	1	227923	308976	106985	106087	107990	499144	225993	271490	110858	475626	406782	492211	487984	591670	574418	550813	450332	500040	394563	532435	463132	594769	301713	582368	468891	290273	301198	286308	405516	577027	405441	253839	501010	551652	571719	470804	575283	238053	238412	220349	377612	304864	429520	464372	460100
GCF_001905645.1 | Streptomyces sp. CB02115 - ST 421:22	463503	461554	228435	455413	595936	572587	504216	572480	449880	456046	452195	452579	174265	553100	183546	177917	173985	426158	243465	173246	227923	1	297345	222997	223654	224913	502109	181576	256392	229192	473347	400499	493460	488948	596374	578006	556440	452598	496664	391989	537819	464776	595796	291444	583956	468842	282295	292771	277621	411057	582908	410824	231084	504205	556946	580425	475421	581497	216719	216832	171606	367734	279906	432027	465172	462276
GCF_002188345.1 | Streptomyces sp. CS057 - ST 441:23	451824	454427	308166	443646	579706	558931	488017	565294	438764	446994	445085	443837	286402	537711	296102	292723	282907	415589	251261	287198	308976	297345	1	298326	300688	302348	489144	283430	320732	306368	468373	411569	487191	483107	574281	560639	535713	440331	492979	385627	519332	452556	580631	80219	565810	465555	76157	89576	84473	403380	566473	403234	239633	491834	541653	562087	460463	564424	296303	294632	284274	383520	330423	421682	453636	449353
GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449:24	444479	446999	105112	435422	569932	550833	480049	556001	434368	436791	434847	433861	216086	525310	221378	217225	214880	412453	253334	215116	106985	222997	298326	1	61525	1366	487112	221161	261707	67422	459425	395782	477016	474612	564646	556946	526952	432759	479091	376099	518219	445541	569427	294663	558033	453678	288882	296123	283994	388826	552108	388760	241241	481251	528862	547626	453938	550922	230527	230796	213794	361578	296351	420203	446042	442651
GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450:25	446603	449775	111955	441390	570675	550955	481938	559894	436440	440395	438947	438445	217393	526134	222659	218989	217472	414268	254979	216345	106087	223654	300688	61525	1	57977	488692	219598	264094	64520	459895	396427	477356	474682	563299	560288	528485	437283	481728	381013	518248	447460	570951	296033	560441	456482	290070	295395	282683	392761	552628	392670	242865	481646	529391	548172	455539	550196	233981	232672	214137	361196	299513	421334	448677	444472
GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449:26	449487	451960	106381	441593	575614	556330	485184	560507	440155	442790	440953	439894	218748	529255	223470	219226	217742	416695	256338	217727	107990	224913	302348	1366	57977	1	490490	221909	262861	68396	463311	399027	480701	477693	571402	558217	532805	439089	484804	380291	522169	450444	575688	297166	563354	458649	288241	299105	285445	393957	557669	393888	243698	485940	533106	552933	458332	555278	233742	233667	215226	363078	299162	422827	451726	447404
GCF_002551145.1 | Streptomyces sp. st115 - ST 453:27	500104	501821	498977	448780	571635	568632	86010	575324	491277	448264	448511	448933	497184	548612	498763	497497	498281	459537	491762	497927	499144	502109	489144	487112	488692	490490	1	485981	507035	496747	274251	418279	84010	83652	570925	563218	549318	445288	255129	386079	524738	499931	571220	481415	567719	346164	471968	484961	462235	408129	576419	408057	467021	88530	549046	573653	456692	574318	491625	490760	494273	471980	500776	468391	500982	496731
GCF_002551225.1 | Streptomyces sp. rh206 - ST 455:28	447189	450079	226411	448462	573875	563690	491801	564466	436523	450266	449520	447736	185951	543411	195187	190892	184448	411376	234003	182175	225993	181576	283430	221161	219598	221909	485981	1	242006	225234	475964	398091	485726	482122	573363	561615	541592	443312	482860	387843	524535	447403	573997	276887	571181	457599	269277	280543	267720	399200	571789	399290	224941	491367	544433	563665	467645	565479	203180	206176	179220	362928	268247	418225	447351	444329
GCF_002551305.1 | Streptomyces sp. or20 - ST 456:29	462236	464437	277332	456882	597776	575163	502803	580210	448587	458343	452296	458455	255611	555840	262600	257947	252125	426931	277715	253794	271490	256392	320732	261707	264094	262861	507035	242006	1	267437	476964	406200	499653	495456	598975	576740	551202	454864	500135	398880	538083	463640	598020	315355	586810	471063	303996	314884	299886	412573	586898	413097	264452	503577	560537	577835	476595	583882	235461	238665	252250	375592	271855	431124	464926	460748
GCF_002551465.1 | Streptomyces sp. b84 - ST 463:30	457511	462711	116746	451262	588908	565524	495184	568779	449285	450954	451033	450676	223865	540714	229283	225388	222325	423581	260200	221312	110858	229192	306368	67422	64520	68396	496747	225234	267437	1	471551	406092	486327	482766	582500	569248	543349	447037	494286	388286	526922	459225	588911	301175	575212	467213	288240	301146	286643	401857	569104	401741	247309	495180	545126	563330	468205	565513	239251	240970	220465	368870	305618	427766	460922	456854
GCF_002910875.1 | Streptomyces sp. SM13 - ST 480:31	482677	486752	469570	437604	545442	555862	278415	557907	472826	441174	441061	437240	471212	532596	476178	475747	471758	446766	465364	470051	475626	473347	468373	459425	459895	463311	274251	475964	476964	471551	1	422612	278886	277424	544819	539913	530401	434170	208502	383227	508866	482157	545134	462272	547508	316745	445114	464060	442355	403006	559552	403378	448156	277582	534238	553915	451936	555466	471090	474428	467686	464870	476141	451122	483425	479830
GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32	443445	442467	403488	406090	514136	507811	424530	515250	435598	404410	405963	407376	398163	482734	405795	404014	398257	408223	402767	400213	406782	400499	411569	395782	396427	399027	418279	398091	406200	406092	422612	1	418736	414683	512206	507427	496590	407895	408895	350582	466658	442578	513509	404714	514997	384879	389719	406030	386449	390369	506128	389984	392037	424916	487222	503385	425358	505074	397999	396458	397188	398304	411026	411322	443734	440838
GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33	493317	495062	488534	448253	563064	567067	66842	565210	479727	452979	452368	451657	492874	545109	494643	492876	491652	455408	478837	491006	492211	493460	487191	477016	477356	480701	84010	485726	499653	486327	278886	418736	1	1603	556620	553591	541700	446007	252740	388647	515657	492426	563108	476775	564262	342494	459659	480010	457976	406340	571640	406580	460564	71389	546110	567376	457605	569176	490476	491921	488319	471906	491637	458088	494171	490670
GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34	488567	490844	484200	445823	558768	561921	66713	560331	475598	450513	449860	449264	488949	541254	490336	488880	487437	451785	474883	486656	487984	488948	483107	474612	474682	477693	83652	482122	495456	482766	277424	414683	1603	1	552896	548683	537603	444485	249345	387678	513476	487560	559417	472951	561447	339693	457716	476422	457020	404903	566671	405073	456391	70513	541840	562342	453778	564091	486247	487310	484686	468500	487442	457214	489673	486108
GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35	597370	595550	587911	449162	103288	479807	568719	483640	588790	447088	446835	447002	586711	464064	590749	591624	590892	552895	570029	589069	591670	596374	574281	564646	563299	571402	570925	573363	598975	582500	544819	512206	556620	552896	1	269416	420894	449243	580666	385443	247042	597060	103126	568227	272463	579703	547651	570758	543449	409552	492295	409648	551456	570119	467623	484298	535280	487451	575942	572834	587742	563339	584519	557953	597878	593443
GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36	574533	574781	567356	448997	269415	463825	563858	470242	571865	449726	449004	454340	568911	438911	572265	573216	571401	530868	559733	570766	574418	578006	560639	556946	560288	558217	563218	561615	576740	569248	539913	507427	553591	548683	269416	1	414350	445496	569994	387929	238335	574016	269585	548572	84087	573902	540182	552508	525637	411029	465415	411082	555568	564579	444031	462344	528071	462558	566938	567649	570925	557219	568507	536867	574386	570090
GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37	552901	551867	543784	434595	422808	459121	551524	457418	549418	432496	429701	435333	543771	450108	548403	548159	546550	509783	537002	552941	550813	556440	535713	526952	528485	532805	549318	541592	551202	543349	530401	496590	541700	537603	420894	414350	1	433177	553592	371350	380809	551887	422637	527971	413444	550766	510148	528085	501278	401092	473010	400987	533440	553197	450814	472087	510737	473923	547271	543203	549432	531871	538433	510603	553324	549326
GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38	446672	445269	444010	42049	446183	451332	449372	452433	440048	47300	43674	55883	448962	433671	454498	455638	451560	416906	440552	450790	450332	452598	440331	432759	437283	439089	445288	443312	454864	447037	434170	407895	446007	444485	449243	445496	433177	1	446030	43860	413052	445837	446322	437393	453319	446610	426254	440373	423891	428259	455842	428238	437560	453127	436919	449240	421007	451120	452741	452203	452011	438535	450983	424450	446946	443582
GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39	506150	506808	498763	446076	586065	582037	257314	581889	494267	448598	447718	448073	495149	556851	495871	494208	496146	463635	489258	494679	500040	496664	492979	479091	481728	484804	255129	482860	500135	494286	208502	408895	252740	249345	580666	569994	553592	446030	1	386376	529192	506945	586744	487150	581577	325019	465628	485814	461064	406799	584713	406884	466724	258000	557635	585066	451308	582999	487312	483068	491585	469795	492315	466500	507811	503673
GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40	386415	388631	385085	43713	385429	390800	390762	392283	383679	44209	44763	52126	390851	375383	395294	397081	389368	361779	383461	389948	394563	391989	385627	376099	381013	380291	386079	387843	398880	388286	383227	350582	388647	387678	385443	387929	371350	43860	386376	1	345676	374345	372825	368966	378332	376851	357668	369937	358229	361367	381886	361834	370334	380446	366076	372775	356564	378326	380340	379876	378528	371170	385949	357269	374767	371670
