	GCF_000331185.2 | Streptomyces rimosus ATCC 10970 - ST 249:652	GCF_000707925.2 | Streptomyces rimosus R6-500 - ST 249:653	GCF_000716515.1 | Streptomyces rimosus NRRL B-16073 - ST 269:654	GCF_000716845.1 | Streptomyces capuensis NRRL B-12337 - ST 249:655	GCF_000717285.1 | Streptomyces rimosus NRRL ISP-5260 - ST 249:656	GCF_000718295.1 | Streptomyces capuensis NRRL B-3501 - ST 249:657	GCF_000718675.1 | Streptomyces rimosus NRRL WC-3930 - ST 285:658	GCF_000718715.1 | Streptomyces rimosus NRRL WC-3874 - ST 249:659	GCF_000718815.1 | Streptomyces sp. NRRL WC-3703 - ST 249:660	GCF_000718835.1 | Streptomyces rimosus NRRL WC-3876 - ST 249:661	GCF_000718865.1 | Streptomyces rimosus NRRL WC-3882 - ST 249:662	GCF_000720565.1 | Streptomyces rimosus NRRL WC-3925 - ST 249:663	GCF_000720605.1 | Streptomyces rimosus NRRL WC-3558 - ST 249:664	GCF_000720715.1 | Streptomyces rimosus NRRL WC-3900 - ST 249:665	GCF_000721045.1 | Streptomyces rimosus NRRL B-2626 - ST 249:666	GCF_000721665.1 | Streptomyces rimosus NRRL WC-3929 - ST 285:667	GCF_000725565.1 | Streptomyces peucetius NRRL WC-3868 - ST 323:668	GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249:669	GCF_001279025.1 | Streptomyces sp. NRRL WC-3701 - ST 249:670	GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323:671	GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249:672	GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249:673	GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249:674	GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352:675	GCF_001279365.1 | Streptomyces sp. NRRL F-5755 - ST 353:676	GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249:677	GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249:678	GCF_003947575.1 | Streptomyces sp. WAC 06783 - ST 528:679	GCF_003947585.1 | Streptomyces sp. WAC 06725 - ST 529:680	GCF_003994375.1 | Streptomyces lydicus WYEC 108 - ST 547:681	GCF_004125265.1 | Streptomyces lydicus ATCC 31975 - ST 554:682	GCF_004125275.1 | Streptomyces lydicus SW_ACT1 - ST 547:683	GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249:684	GCF_008087005.1 | Streptomyces sp. WAC01526 - ST 594:685	GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249:686	GCF_009811595.1 | Streptomyces libani NBRC 13452 - ST 92:687	GCF_009811635.1 | Streptomyces tubercidicus NBRC 13090 - ST 59:688
GCF_000720605.1 | Streptomyces rimosus NRRL WC-3558 - ST 249:664	1.0050036515	0.9277406743000001	0.9009845686	0.9737025728	1.0063811467	0.9719481459	0.8826771558000001	1.0101238755	1.006684986	0.8882201899000001	0.868472095	0.9784213619000001	1.0	0.9786480423	1.0029999178	0.9029874681000001	0.8850707506000001	0.959935858	1.0008012015	0.8833775294	0.9934684977	0.9933727789000001	0.9998882238000001	0.8749870185	0.8479962038000001	0.9980544483	1.0024467718	0.9054550937	0.8905879259	0.299540821	0.2927160106	0.2997287134	1.0013256736	0.3065669746	0.9719686868	0.3044653325	0.2885116837
GCF_000720715.1 | Streptomyces rimosus NRRL WC-3900 - ST 249:665	1.0005764139	0.9241690343000001	0.9013284720000001	0.9953937017000001	1.0023544013	0.9913654173	0.8839874149	1.003003987	1.0011817339	0.8848269697000001	0.8653626528	0.9742243558	1.001131815	1.0	1.0021513125	0.9049312725	0.8939484750000001	0.9684145641	1.0011821606	0.8925710120000001	0.9940243453000001	0.9966497806000001	0.9982373723	0.8906589476000001	0.8503545575	0.9985667516000001	1.0028419639	0.9056220305	0.8915598344000001	0.3058957525	0.2989479592	0.30585714	0.9994093997000001	0.31313953920000004	0.9692965713	0.3114517898	0.295151883
GCF_000721045.1 | Streptomyces rimosus NRRL B-2626 - ST 249:666	0.9970509812	0.9248375334000001	0.8937552247	0.9706124691	1.0048717745	0.9709138181	0.8757116421000001	1.0046223751	0.9956222640000001	0.8760497284000001	0.8614303688	0.9713203081	0.9954624828	0.9722827208	1.0	0.8961087895000001	0.8782297484	0.9568608333	0.9951904201	0.8765746055	0.9879432454	0.9863870344000001	0.994318557	0.8682969248	0.8413340530000001	0.9924595481	0.9968255903000001	0.8983572132000001	0.8837961159000001	0.29683881570000004	0.29046547040000004	0.2970252961	0.9976074213	0.30408029870000003	0.9684429011000001	0.3021099398	0.2866306179
GCF_000721665.1 | Streptomyces rimosus NRRL WC-3929 - ST 285:667	0.8893683659	0.8336976302	0.880322535	0.8665039644	0.8891588956	0.8660617151000001	0.9828419184	0.8874157742000001	0.8892026380000001	0.7880003503	0.7740188242	0.8674041732000001	0.8892412462	0.8711415751	0.8891491409000001	1.0	0.8733007621000001	0.8667741195	0.8885697091	0.8707177058000001	0.8871620482	0.8805002767000001	0.8878353309	0.8570960784	0.8402546666	0.8878628495	0.8881922518	0.8822834439	0.8691622862	0.29856201720000003	0.28984969580000003	0.2984844927	0.8900360012	0.3002381903	0.8865721429000001	0.29996978080000003	0.2882592618
GCF_000725565.1 | Streptomyces peucetius NRRL WC-3868 - ST 323:668	0.8914009489	0.8296526813	0.884837379	0.8742420757	0.8906028300000001	0.8739644919	0.8740669198000001	0.8886456810000001	0.8903382597	0.7811866647	0.767719393	0.8684216326	0.8908240575	0.8795523734	0.8906315854	0.8925651215	1.0	0.86454564	0.8901534487	0.9987851382	0.884910002	0.8814912617	0.8894620605	0.873357166	0.8556613860000001	0.8894567083	0.8897804685	0.8907014798	0.8778313542	0.3034417446	0.2946132172	0.30326847770000004	0.8912774267	0.30824882330000003	0.889781518	0.3081686441	0.2931486875
GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249:669	1.003752	0.9563404820000001	0.9107115517000001	0.9722909547	1.0023275563	0.9724700809000001	0.8943234559000001	1.0035751508	1.0003154226	0.8821619578000001	0.8934297767	0.9733821933000001	0.9982444114000001	0.9844445375	1.002580957	0.9152984620000001	0.8932410002000001	1.0	1.0005158011	0.8922882266000001	1.0009763029	0.9945503130000001	0.9994721632	0.8904803748000001	0.8630107428	1.0018011291	0.9986596979000001	0.9104961015	0.8973710953	0.3103524102	0.3030779563	0.31051277800000004	1.0030843971	0.3178271341	0.9814953525000001	0.3162892728	0.2982574881
GCF_001279025.1 | Streptomyces sp. NRRL WC-3701 - ST 249:670	1.0039556036	0.9266555014000001	0.8994207531	0.9703612022	1.0036159179	0.972679523	0.8812438724	0.9993017746	0.9997776054	0.8773013938	0.8652067718	0.9756292987	0.9998154177	0.9777332456000001	1.0017381156	0.901416784	0.8835333392	0.9611723978000001	1.0	0.8825485529	0.9967147053000001	0.9920578555	1.0053296586	0.873352561	0.8469049959	1.0014094715	1.0005301013	0.9039230204	0.890398927	0.2986480698	0.2923990412	0.298835673	1.0023619664	0.306403132	0.9727579601	0.3044274135	0.2882451053
GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323:671	0.8937145404	0.8314060645	0.8881804911000001	0.8765404427	0.8930313635	0.8762583159	0.8756275370000001	0.8908469897	0.892863205	0.7828043527	0.7696801868	0.871055734	0.8932028957	0.8822299991	0.8930353698	0.8940118489000001	1.0033718155	0.8675894545	0.89324454	1.0	0.8878438578000001	0.8842883858	0.8925114954000001	0.8765835630000001	0.8596926463000001	0.8925288911	0.8928089093	0.8941438454	0.8821904634000001	0.3043597441	0.29550300900000004	0.3044900538	0.8933520771000001	0.30894578	0.8922100752000001	0.3089079312	0.2944914222
GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249:672	1.0097340394	0.9367741899	0.9028083287	0.9725318599	1.0017527652	0.9727159527	0.8865619794	0.9998300762000001	1.000069061	0.8835335789000001	0.8736374874	0.9736823876	1.0000160583	0.9781042889	1.0019841932	0.9068134497	0.8849893186000001	0.9689067846	1.0042728638	0.8838645052	1.0	0.9964033677	1.0024819995	0.8787134745	0.8498984341	1.0017311443	1.0090735513	0.9047300731000001	0.8910843235	0.300698839	0.294401479	0.3008541739	1.0065741291	0.3084887784	0.9769906008	0.3063172388	0.2895749723
GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249:673	1.0103967229	0.9434952986	0.8987059134000001	0.9746301667	1.0064689085	0.9766060592	0.8810202351	1.0008893304	1.004352031	0.8851011249	0.8750471396	0.9745951570000001	1.0016175951	0.9823529059	1.0021045768	0.9015323418000001	0.8830671983	0.964321336	1.0012780116	0.8818197808	0.9980952834000001	1.0	1.0006467857	0.8728134579	0.8464474779000001	1.0060061077	1.0051291831	0.9034270707000001	0.8898641256	0.3008578637	0.2944488817	0.30101346230000003	1.0067580276	0.3092443152	0.9768852957	0.3068642868	0.29060938000000003
GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249:674	1.0058863198	0.9290708897000001	0.8997201182000001	0.972837617	1.0033814008	0.9709633603000001	0.8814952629	0.9967515733000001	0.9982260735	0.8774819484	0.8691636107	0.9774597965	1.0001241092	0.9760488110000001	1.0020836779	0.9017725081	0.8839260293000001	0.9613432323000001	1.0065582822	0.8829019723	0.9961532421	0.9926440819000001	1.0	0.8741995220000001	0.8472720078	0.9989364159	1.0073235872	0.9043733771	0.8911080903	0.2989453642	0.2924425661	0.2990742709	1.0070717186	0.3065426173	0.9774579192	0.3043698728	0.28859121930000003
GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352:675	0.8823763943	0.827434116	0.8900194183000001	0.8786941396	0.8824317610000001	0.8774348882	0.8589349439	0.8792632507	0.8804231152	0.7876155675000001	0.7655840249	0.8597866669	0.8816280506	0.8772643755	0.8815116439	0.8769511910000001	0.8743025185000001	0.8628066221	0.8808488191	0.8735209757	0.8795857855	0.8721988983000001	0.8806268269	1.0	0.8391961298	0.8824950073000001	0.8826153012	0.8899694096	0.878809916	0.3055928899	0.29472409780000003	0.3055325853	0.8829632606000001	0.3095514529	0.8812180006	0.3084097637	0.2911581447
GCF_001279365.1 | Streptomyces sp. NRRL F-5755 - ST 353:676	0.8773278619	0.8260070971	0.8816341376	0.8547530183000001	0.8767696290000001	0.8544439792	0.8638850918000001	0.8749614375	0.8764990850000001	0.7767481386	0.7634317446000001	0.8581096403	0.8769539095000001	0.8596430825	0.8766522028	0.8823805328000001	0.8791659222	0.8582313797000001	0.8766889726	0.8792700854000001	0.8731664012	0.8681468339	0.8759983252	0.8613160559	1.0	0.8762036324	0.876411204	0.8862568926000001	0.8722338924	0.31355209840000003	0.3007263282	0.31338280620000003	0.8771994371	0.316280614	0.8767627279	0.3157649737	0.2990724406
GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249:677	1.0032600567	0.9263570991000001	0.8994628042	0.9705644184000001	1.0006156715	0.9708756942000001	0.8810962789000001	0.9985638154	1.0011051022	0.8762633723000001	0.8643481586	0.9736476754000001	0.9978274281	0.9759185504000001	0.9997467887	0.901382686	0.8835112206	0.9631369557	1.0021688191	0.8825101550000001	0.9949459896	0.9974982221	0.9984736434	0.875648222	0.8470779789	1.0	1.007101384	0.9042190907000001	0.8908374613000001	0.29854917940000003	0.2924389577	0.2987033579	1.0018507673	0.306390912	0.971829641	0.3042172976	0.2884868179
GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249:678	1.008543328	0.9268841611	0.8996381001	0.9727407002	1.0060277392	0.9730390432	0.8814795148000001	0.9986821617	1.0022342373	0.8775763493000001	0.8655688225	0.9759483573000001	1.0021973353	0.9800758534	1.0041234306	0.9016978348	0.8838139294	0.9600962495	1.0012673847	0.8827681650000001	1.0022172457	0.9966074161	1.0068354129	0.8757488677	0.8472605445	1.0070798624	1.0	0.9043608229000001	0.8908877458000001	0.2989795771	0.2924498042	0.2991674227	1.0069295442	0.3069177752	0.9773678323	0.3047768353	0.2883757847
GCF_003947575.1 | Streptomyces sp. WAC 06783 - ST 528:679	0.9211789686	0.8555234927	0.9219799335000001	0.8956182852000001	0.9204778857	0.8954624183000001	0.8932143302000001	0.9184619014000001	0.9204796883	0.8072655171	0.7927029914	0.8968516481000001	0.9207654442000001	0.9002525149	0.9204647378	0.9110712667	0.8999125767	0.8903597397	0.9201137722	0.8992609047000001	0.9140043208	0.9111408236	0.9194485281	0.8982006919000001	0.8714828825000001	0.9197177431	0.9198815624000001	1.0	0.9281269202	0.3076331827	0.29809858310000004	0.3075964956	0.9220704847000001	0.3125802065	0.9196703469	0.3125317499	0.2951706186
GCF_003947585.1 | Streptomyces sp. WAC 06725 - ST 529:680	0.9035561961	0.8384194867	0.9053673904	0.8779390742000001	0.9014553626	0.8779322133	0.8756007452000001	0.8993241297000001	0.9017014081	0.7898918487000001	0.7758970236	0.8785683849	0.9015617606	0.8822759553	0.9014606403000001	0.8934735043	0.8829087492000001	0.8735667271	0.9022591533000001	0.8832370209	0.8961580492000001	0.8934138665	0.9018755715000001	0.8829372487	0.8538248247	0.9020195466	0.9020897398000001	0.9239403922	1.0	0.3016982837	0.29353065100000003	0.30167147310000003	0.9035091191	0.307119517	0.9017407795	0.3070551293	0.29506582270000004
GCF_003994375.1 | Streptomyces lydicus WYEC 108 - ST 547:681	0.3165418283	0.3119475335	0.31707691250000003	0.313998014	0.3144226405	0.3139148419	0.3136803385	0.313083341	0.3144909095	0.2973202175	0.29295790580000003	0.3103062286	0.3148016813	0.3142604606	0.3143241271	0.3186234298	0.3168417516	0.313647245	0.3141729053	0.3163475411	0.3139495791	0.3135831401	0.31410178720000004	0.3187428731	0.31864556520000004	0.3138309029	0.3142900474	0.31793043930000003	0.31320968790000003	1.0	0.5902384549	1.0031028968	0.3164286311	0.8424533618000001	0.3163976196	0.8513353436000001	0.6625811201
GCF_004125265.1 | Streptomyces lydicus ATCC 31975 - ST 554:682	0.3060012864	0.302832677	0.3011691326	0.3030706661	0.3036461672	0.3031876054	0.3003134534	0.30229936490000003	0.303895515	0.28782183440000003	0.28423501300000004	0.2993339116	0.3036872744	0.3031872808	0.3036341596	0.30536206920000003	0.3036815411	0.30237076160000004	0.3036575258	0.30320632000000003	0.3034360877	0.3029704943	0.3033320215	0.30346735080000004	0.3016954132	0.3034688653	0.3034866063	0.3041290689	0.300825671	0.5826752752000001	1.0	0.5826974515000001	0.3061506787	0.5756277668	0.305015254	0.5844313108	0.5527499757000001
GCF_004125275.1 | Streptomyces lydicus SW_ACT1 - ST 547:683	0.31614980330000003	0.3115626514	0.3165346007	0.3135320435	0.3140957273	0.31341377060000003	0.3129815984	0.31266332280000003	0.3141638902	0.29688017650000004	0.2926025473	0.3100209456	0.3145094091	0.3137322651	0.3140325974	0.3180454527	0.3161685126	0.313321428	0.3138815012	0.315990939	0.3136234015	0.3132575322	0.3137486767	0.3181845137	0.317978384	0.3135048003	0.31399857070000003	0.3173982886	0.3126949425	1.001543347	0.5893432252	1.0	0.31529629070000004	0.8411848257000001	0.3153616088	0.8498473065000001	0.661836003
GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249:684	1.0024296726	0.9259699976	0.8949286447	0.9690033745000001	0.9942361668	0.9669676553000001	0.8772951668000001	1.0028675251	0.9943897103	0.8743525782	0.8622138441	0.9720321048	0.9942855534	0.9700954692	0.9980940110000001	0.8974401105	0.8792952697	0.9578082649	0.9962959063000001	0.8773131820000001	0.9929529452	0.9914508491	0.9997553451000001	0.8701509954000001	0.8422698631000001	0.9950332883	1.0000988766	0.9003633379	0.886236511	0.29897200430000004	0.2930156982	0.2983660097	1.0	0.3051001796	0.969025117	0.3037275031	0.288515829
GCF_008087005.1 | Streptomyces sp. WAC01526 - ST 594:685	0.31525244550000003	0.3112104691	0.3144734149	0.31385468180000003	0.31450057670000003	0.3136365318	0.3079785349	0.3130467784	0.3142775077	0.2965078043	0.291687439	0.3105503517	0.3144096809	0.3139378782	0.3142207245	0.3126789177	0.3140928288	0.3134489656	0.31455147840000003	0.3133639513	0.3143091608	0.3145448483	0.314310551	0.31507910180000004	0.31366080630000004	0.31430060590000003	0.3148477987	0.3152462432	0.3111424577	0.8221203191	0.5690260653	0.8221606341000001	0.3151209139	1.0	0.31383083500000003	0.8998939834	0.639953564
GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249:686	1.0032112494	0.9243578302000001	0.9202664543	0.9699683394	0.9954139201000001	0.9680247756	0.9017555955000001	1.0032052672	0.9953580509000001	0.8738089342	0.8605718910000001	0.9728502490000001	0.9957916513	0.970751683	0.9996920251	0.9223429077	0.9057026516000001	0.9669628339	0.9975828835	0.9040231578000001	0.9943830643	0.9925904434	1.001179235	0.8960160254	0.8685912015	0.9958757222000001	1.0015723489	0.9265445265000001	0.9125974212	0.3084383613	0.3012018604	0.30790712340000004	0.9998053659	0.3135026942	1.0	0.3147748664	0.2976416156
GCF_009811595.1 | Streptomyces libani NBRC 13452 - ST 92:687	0.32182214670000003	0.3171494629	0.3219279243	0.3190227544	0.3189916112	0.3187158026	0.3143288714	0.3178316632	0.3190005717	0.3013542817	0.29632274070000003	0.31520415960000003	0.3190817626	0.31907312990000003	0.319010625	0.31923004800000004	0.3208770322	0.31875273730000003	0.31935658780000004	0.3201764738	0.3189206921	0.3189486664	0.3189064864	0.3207808707	0.31999649880000003	0.318894357	0.3194877171	0.3220892134	0.317878979	0.8489532384	0.5903607717	0.848788999	0.3205623218	0.9195703067000001	0.32199414460000003	1.0	0.6688911662
