	GCF_000715745.1 | Streptomyces californicus NRRL B-3320 - ST 2:603	GCF_000717645.1 | Streptomyces californicus NRRL B-2098 - ST 2:604	GCF_000717665.1 | Streptomyces californicus NRRL 2423 - ST 49:605	GCF_000717965.1 | Streptomyces purpeochromogenes NRRL B-3012 - ST 2:606	GCF_000718205.1 | Streptomyces griseus NRRL B-2931 - ST 280:607	GCF_000718235.1 | Streptomyces griseus NRRL B-2932 - ST 281:608	GCF_000718245.1 | Streptomyces californicus NRRL B-2988 - ST 2:609	GCF_000718615.1 | Streptomyces purpeochromogenes NRRL ISP-5373 - ST 2:610	GCF_000718915.1 | Streptomyces sp. NRRL WC-3540 - ST 280:611	GCF_000719035.1 | Streptomyces griseus NRRL B-1691 - ST 280:612	GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298:613	GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300:614	GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305:615	GCF_000720065.1 | Streptomyces sp. NRRL F-3273 - ST 2:616	GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280:617	GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317:618	GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280:619	GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354:620	GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360:621	GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434:622	GCF_002551425.1 | Streptomyces sp. b94 - ST 461:623	GCF_013401535.1 | Streptomyces sp. CB04723 - ST 684:624	GCF_016906185.1 | Streptomyces californicus FDAARGOS_1209 - ST 2:625	GCF_016906205.1 | Streptomyces californicus FDAARGOS_1212 - ST 2:626	GCF_016906225.1 | Streptomyces californicus FDAARGOS_1211 - ST 2:627	GCF_016906245.1 | Streptomyces californicus FDAARGOS_1213 - ST 2:628	GCF_016906265.1 | Streptomyces californicus FDAARGOS_1210 - ST 128:629	GCF_017311125.1 | Streptomyces sp. M54 - ST 751:630
GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298:613	0.9844641496000001	0.9871684088	0.9866010005	0.9871774391	0.9899948867	0.9896370131000001	0.9870642953000001	0.9870395729	0.9899836079000001	0.9900310332000001	1.0	0.983486391	0.9953582418	0.9871336838	0.989954537	0.9868718392	0.9899850023000001	0.9883522697	0.9902691360000001	0.9899577375	0.9879805533	0.9783206327	0.9871890967	0.9871058455	0.9871673539	0.9870979503	0.9868562079000001	0.9824652274000001
GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300:614	0.9813116174000001	0.9837485707	0.9830857615	0.9838257297	0.9832634325	0.9833918779	0.9837558685000001	0.9837537723	0.9833255364000001	0.9833563095000001	0.983486391	1.0	0.9834650145	0.9835853782	0.9832940470000001	0.9830569225	0.9833213792000001	0.9836428391	0.983615929	0.9836663507000001	0.9840005811	0.9773806421000001	0.9837841042000001	0.9837538485	0.9837808898	0.9837630966	0.9832051581000001	0.9877911092
GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305:615	0.9844927134	0.9871335008000001	0.9865917591000001	0.9871553740000001	0.9898511618	0.9893600385	0.9870035335	0.9870357564000001	0.9898565681	0.9899552464	0.9953582418	0.9834650145	1.0	0.9872784441	0.9898136046	0.9868970154000001	0.9898584595000001	0.9885691536000001	0.9903948883	0.9899582869	0.987783748	0.9787214175000001	0.9871000189	0.9870593928	0.9870803256	0.987069348	0.9867928082	0.9825772878000001
GCF_000720065.1 | Streptomyces sp. NRRL F-3273 - ST 2:616	0.9902860875	0.9930967781000001	0.9862095883	0.9930395506	0.9870637801000001	0.9872708914	0.9931071951	0.9928591804	0.9870052085000001	0.9870673702	0.9871336838	0.9835853782	0.9872784441	1.0	0.9869680414	0.9862962378000001	0.9870686493	0.9873723245	0.9869698978	0.9872519315	0.9894340029	0.9784647704	0.9929555113	0.9929121364000001	0.9929174206	0.9929076817	0.9860720043000001	0.9823464625
GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280:617	0.9843071307000001	0.9868548541000001	0.9866448043	0.9867709939	0.9997721221	0.9890988418000001	0.9867630872	0.9866761229000001	0.9997488668000001	0.9997925262	0.989954537	0.9832940470000001	0.9898136046	0.9869680414	1.0	0.986805955	0.9997809097	0.9889015771	0.9903387885	0.9895909081	0.9877470831	0.9784365124000001	0.9867958115000001	0.9868392142	0.9867664233000001	0.9868359341	0.9866609386	0.9823280923000001
GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317:618	0.9838374145000001	0.9862753203000001	0.9885208616000001	0.9863103896000001	0.9868418872	0.9869533245000001	0.9862115507	0.9860998707	0.9867823869000001	0.9868205295	0.9868718392	0.9830569225	0.9868970154000001	0.9862962378000001	0.986805955	1.0	0.9868582572000001	0.9868752758	0.9867533956000001	0.9864297716	0.9870823837	0.9787487563	0.9861290424	0.9863537321	0.9861280858	0.9863342738	0.9885384824000001	0.9822391693
GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280:619	0.9842974601000001	0.9868634216000001	0.9866614793	0.9868494997	0.9998124076	0.9892280182000001	0.9868256468000001	0.9867579706	0.9998358611	0.9998177193000001	0.9899850023000001	0.9833213792000001	0.9898584595000001	0.9870686493	0.9997809097	0.9868582572000001	1.0	0.9888870076	0.9903891899	0.9895922635000001	0.987789585	0.9784593991	0.9868609876000001	0.9868866522	0.9868322931000001	0.986878515	0.9867171965	0.9824068459
GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354:620	0.9845874919000001	0.9871886544	0.9866072087000001	0.9872241209	0.9888967042000001	0.9881156664	0.987138728	0.9871976048000001	0.988929728	0.9889717601	0.9883522697	0.9836428391	0.9885691536000001	0.9873723245	0.9889015771	0.9868752758	0.9888870076	1.0	0.9893089448000001	0.9880739944	0.9875738230000001	0.9785678297	0.9871541456	0.9871524021	0.9871344428000001	0.9871561563000001	0.9868525921	0.9822470691
GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360:621	0.984481189	0.9869363192	0.9863678651000001	0.9869513027000001	0.9904185411	0.9890053695000001	0.9868732817	0.9867754472	0.99035376	0.9904370720000001	0.9902691360000001	0.983615929	0.9903948883	0.9869698978	0.9903387885	0.9867533956000001	0.9903891899	0.9893089448000001	1.0	0.9890828568000001	0.9877189402000001	0.9784613351	0.9868574418	0.9867871481	0.9868296014000001	0.9867901245	0.9865135133	0.9821889398
GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434:622	0.9844555332	0.9867221153000001	0.9862630556	0.9867689291	0.9896350086000001	0.9892386083	0.9866196689000001	0.9866142833	0.9895908295	0.9896664821000001	0.9899577375	0.9836663507000001	0.9899582869	0.9872519315	0.9895909081	0.9864297716	0.9895922635000001	0.9880739944	0.9890828568000001	1.0	0.987567799	0.9784143922	0.9866312305	0.9870193999	0.9865846296	0.9870202471	0.9865744358	0.9822848863
GCF_002551425.1 | Streptomyces sp. b94 - ST 461:623	0.9869151655	0.9892924991000001	0.9868375398	0.9893686730000001	0.9877840313	0.9877348296	0.9892617797000001	0.9893086783	0.9877539685000001	0.9877977722000001	0.9879805533	0.9840005811	0.987783748	0.9894340029	0.9877470831	0.9870823837	0.987789585	0.9875738230000001	0.9877189402000001	0.987567799	1.0	0.9788164575	0.9892919346000001	0.989265857	0.9892713471000001	0.9892837717	0.9869824928	0.9828391623
GCF_013401535.1 | Streptomyces sp. CB04723 - ST 684:624	0.9760389391000001	0.9783213390000001	0.9784655775000001	0.9783865866	0.9784255674000001	0.9784312981000001	0.9783543016	0.9783117403	0.9784698887000001	0.9785203094	0.9783206327	0.9773806421000001	0.9787214175000001	0.9784647704	0.9784365124000001	0.9787487563	0.9784593991	0.9785678297	0.9784613351	0.9784143922	0.9788164575	1.0	0.9782893847	0.9782675996	0.9782436936000001	0.9782991710000001	0.9785091885	0.9777321976000001
GCF_016906185.1 | Streptomyces californicus FDAARGOS_1209 - ST 2:625	0.9964670014	0.9998989232000001	0.9862277271000001	0.9998793036	0.986899897	0.9872208599000001	0.9998988618	0.9998340758	0.9868383065	0.9868744237	0.9871890967	0.9837841042000001	0.9871000189	0.9929555113	0.9867958115000001	0.9861290424	0.9868609876000001	0.9871541456	0.9868574418	0.9866312305	0.9892919346000001	0.9782893847	1.0	0.9994650265	0.9999174285	0.9994712815000001	0.9861562066	0.9823772528
GCF_016906205.1 | Streptomyces californicus FDAARGOS_1212 - ST 2:626	0.9967114388	0.9995756367	0.9861726758	0.999514635	0.9868833216	0.987213383	0.9996115837	0.9994291517	0.9868675303000001	0.9869107351	0.9871058455	0.9837538485	0.9870593928	0.9929121364000001	0.9868392142	0.9863537321	0.9868866522	0.9871524021	0.9867871481	0.9870193999	0.989265857	0.9782675996	0.9994650265	1.0	0.9994495498	0.9999887472000001	0.9860850097	0.9823721561000001
GCF_016906225.1 | Streptomyces californicus FDAARGOS_1211 - ST 2:627	0.9964536023	0.9998496029	0.9862108684	0.9999232829	0.9868738011	0.9872020095	0.9998755773	0.9998893046	0.9868207412000001	0.9868572502	0.9871673539	0.9837808898	0.9870803256	0.9929174206	0.9867664233000001	0.9861280858	0.9868322931000001	0.9871344428000001	0.9868296014000001	0.9865846296	0.9892713471000001	0.9782436936000001	0.9999174285	0.9994495498	1.0	0.9994631942000001	0.986112721	0.9823509383000001
GCF_016906245.1 | Streptomyces californicus FDAARGOS_1213 - ST 2:628	0.9967180965	0.9995959143	0.9861840096000001	0.9995366646	0.9868750892	0.987207499	0.9996275353	0.9994453762000001	0.9868594676	0.98690268	0.9870979503	0.9837630966	0.987069348	0.9929076817	0.9868359341	0.9863342738	0.986878515	0.9871561563000001	0.9867901245	0.9870202471	0.9892837717	0.9782991710000001	0.9994712815000001	0.9999887472000001	0.9994631942000001	1.0	0.9861053934	0.9823220295
GCF_016906265.1 | Streptomyces californicus FDAARGOS_1210 - ST 128:629	0.9838207009000001	0.9862522439	0.9885592559	0.9863491388000001	0.9867284468	0.9867649900000001	0.9862485127	0.9861162172000001	0.9866910302	0.9867763389	0.9868562079000001	0.9832051581000001	0.9867928082	0.9860720043000001	0.9866609386	0.9885384824000001	0.9867171965	0.9868525921	0.9865135133	0.9865744358	0.9869824928	0.9785091885	0.9861562066	0.9860850097	0.986112721	0.9861053934	1.0	0.9820623842
GCF_017311125.1 | Streptomyces sp. M54 - ST 751:630	0.9800449929	0.9825573910000001	0.9823781225	0.9826810592	0.9823473865000001	0.9824358334000001	0.9825383811	0.9824129919000001	0.9823669764	0.9824404425000001	0.9824652274000001	0.9877911092	0.9825772878000001	0.9823464625	0.9823280923000001	0.9822391693	0.9824068459	0.9822470691	0.9821889398	0.9822848863	0.9828391623	0.9777321976000001	0.9823772528	0.9823721561000001	0.9823509383000001	0.9823220295	0.9820623842	1.0
