	GCF_000720675.1 | Streptomyces sp. NRRL WC-3795 - ST 312:483	GCF_000972435.1 | Streptomyces sp. MBT28 - ST 342:484	GCF_001905385.1 | Streptomyces sp. CB02414 - ST 415:485	GCF_003116795.1 | Streptomyces sp. CS207 - ST 496:486	GCF_003671715.1 | Streptomyces sp. E2N166 - ST 513:487	GCF_003949835.1 | Streptomyces sp. WAC02707 - ST 533:488	GCF_003949905.1 | Streptomyces sp. WAC06273 - ST 536:489	GCF_003984905.1 | Streptomyces sp. WAC05458 - ST 541:490	GCF_003984925.1 | Streptomyces sp. WAC08401 - ST 542:491	GCF_003984935.1 | Streptomyces sp. WAC04189 - ST 543:492	GCF_003984965.1 | Streptomyces sp. WAC06128 - ST 544:493	GCF_003984975.1 | Streptomyces sp. WAC08452 - ST 545:494	GCF_004364245.1 | Streptomyces sp. BK208 - ST 564:495	GCF_004795715.1 | Streptomyces sp. SS52 - ST 572:496	GCF_005490965.1 | Streptomyces sp. SGAir0924 - ST 575:497	GCF_008704515.1 | Streptomyces viridosporus ATCC 39115 - ST 602:498	GCF_009829585.1 | Streptomyces tendae UTMC 3329 - ST 615:499	GCF_010550405.1 | Streptomyces rochei SID8161 - ST 659:500	GCF_013363575.1 | Streptomyces sp. KAI 90 - ST 675:501	GCF_014650135.1 | Streptomyces plicatus JCM 4504 - ST 712:502	GCF_014650435.1 | Streptomyces tendae JCM 4610 - ST 714:503	GCF_018070055.1 | Streptomyces sp. RT42 - ST 760:504	GCF_018070125.1 | Streptomyces sp. RM99 - ST 761:505	GCF_018070535.1 | Streptomyces sp. B94 - ST 767:506	GCF_019049125.1 | Streptomyces sp. AC602_WCS936 - ST 781:507
GCF_003984975.1 | Streptomyces sp. WAC08452 - ST 545:494	0.8912083781000001	0.9274020352000001	0.7457948812	0.8072212003	0.7012280233	0.9411863762	0.9031610028	0.9442465308	0.9547484965	0.9732211004	0.9680912888000001	1.0	0.6575628754	0.9366638668	0.9441174995	0.46524826140000003	0.6842604073	0.9056812633	0.9690267028	0.9495628467	0.6860472267000001	0.9473710753000001	0.9359407382	0.7087450398	0.7542727156
GCF_004364245.1 | Streptomyces sp. BK208 - ST 564:495	0.6685296549	0.6689474766	0.6668553882	0.617204305	0.6722491104	0.6806192779	0.6623040465000001	0.6780230827	0.6779002625	0.6757577764	0.6769309161	0.6774088524	1.0	0.6799147462	0.6770374121	0.4547366926	0.7673328969000001	0.6455041152000001	0.6784423295	0.6799549089	0.7569716955	0.6767536820000001	0.6749809519000001	0.6630953814	0.6800159303000001
GCF_004795715.1 | Streptomyces sp. SS52 - ST 572:496	0.8606959028000001	0.8921387896	0.7337249490000001	0.775459568	0.6818069793	0.9161606516	0.8739421643	0.9271124487	0.9335560838	0.917673351	0.9129255765000001	0.9100558465	0.6412467185	1.0	0.9125296843	0.4541545165	0.6729732058	0.8792264705	0.9183056789	0.9298503368000001	0.6694870324000001	0.9087212986000001	0.8999784336000001	0.7037050749	0.7369214123000001
GCF_005490965.1 | Streptomyces sp. SGAir0924 - ST 575:497	0.8776408	0.9457975552000001	0.7357756904	0.7879898075	0.6900848724	0.9626175824000001	0.8702365225	0.9597362709	0.9424013702	0.9343693430000001	0.9322574952	0.9291494413	0.6467830182000001	0.9243197790000001	1.0	0.4586775622	0.6757481199	0.8841133544	0.9467073714	0.9242338843000001	0.6751416583000001	0.9426744017	0.9101863768	0.6994152225	0.7423329019
GCF_008704515.1 | Streptomyces viridosporus ATCC 39115 - ST 602:498	0.5059163226	0.5000218391	0.5041568368	0.4966432417	0.5089386276	0.507419234	0.49862606270000004	0.5070018196	0.5065357825	0.5084812437	0.5066346763	0.5081286598	0.4820980214	0.5105147478000001	0.5090224126	1.0	0.5003961247000001	0.4878585862	0.5083610602	0.5093877704	0.5019214245	0.5092384682000001	0.5098595763	0.5079652103	0.5103430572000001
GCF_009829585.1 | Streptomyces tendae UTMC 3329 - ST 615:499	0.6272076267000001	0.6217953992	0.6321656861	0.5758899845000001	0.6325754774	0.6313158255	0.6132310373000001	0.6314582008	0.6373416999	0.6355897436	0.6341874852	0.6287786091	0.6844576517000001	0.6364874479	0.6309597716	0.4210186678	1.0	0.6075325568000001	0.6368961991000001	0.6350097259	0.8606166239	0.635461236	0.6295110563	0.6157451407	0.6443296479
GCF_010550405.1 | Streptomyces rochei SID8161 - ST 659:500	0.8733695435000001	0.9210738239	0.7363669628	0.7881030747000001	0.693079279	0.9222729373	0.8806210539	0.9252034289000001	0.9445722618	0.9361335206	0.9382742041000001	0.9301495779000001	0.6435211776	0.9293812102000001	0.9226263167000001	0.45875671160000003	0.6790013209	1.0	0.9340784696000001	0.9332417767000001	0.6768895691	0.9238030855	0.9129596596	0.6995290987	0.7386759406000001
GCF_013363575.1 | Streptomyces sp. KAI 90 - ST 675:501	0.8683392952000001	0.9167960651	0.7313747394	0.7825821150000001	0.6806966266000001	0.9457188986	0.8694569804000001	0.9521020117000001	0.9314913748	0.9433589886	0.9279596214	0.9398744406	0.6387537304	0.9167208046	0.9330186624000001	0.45145808940000004	0.6722431794	0.8821451407	1.0	0.9204018592000001	0.6740928551	0.9304008907	0.9076185560000001	0.6899536654	0.7338987099000001
GCF_014650135.1 | Streptomyces plicatus JCM 4504 - ST 712:502	0.8555814339000001	0.8737760118000001	0.71373688	0.7701802932	0.6677697124	0.8979968924	0.8879688676	0.9022785882000001	0.9230184999000001	0.9056302650000001	0.9031728785	0.9022372434	0.6271386522	0.9093389887000001	0.8923174798	0.4431559845	0.6566002844000001	0.8634034868	0.9016550704	1.0	0.6550674201000001	0.89608368	0.8909362529	0.6820141894	0.7161447962
GCF_014650435.1 | Streptomyces tendae JCM 4610 - ST 714:503	0.6097715447000001	0.6030227132	0.6140500538	0.5627689257	0.6135207955	0.6142133093000001	0.5958068428000001	0.6167740916000001	0.6164572567000001	0.6182800701	0.6165932842	0.6137714731	0.6573834183	0.6164680579	0.6137451452	0.4111492366	0.8378881917000001	0.5896483639	0.6217822437	0.6167961441	1.0	0.6139295531	0.6121617582000001	0.6023874682	0.6251614412000001
GCF_018070055.1 | Streptomyces sp. RT42 - ST 760:504	0.8777074291	0.9133332967000001	0.7333838181	0.7766938832	0.6846113742000001	0.9289691511	0.8657437611000001	0.9351872123	0.9201860235	0.9202707353	0.9210269067	0.9208369470000001	0.6385275805	0.9090945318	0.9310324258	0.4532052023	0.6721641281	0.8743083250000001	0.9323922141000001	0.9166723813000001	0.6670040467	1.0	0.9150001497	0.6937348156	0.7349970082
GCF_018070125.1 | Streptomyces sp. RM99 - ST 761:505	0.8995088790000001	0.9123625534	0.7549553908000001	0.8016956912000001	0.7012372079	0.928416996	0.8864693724	0.9335094840000001	0.9456193231000001	0.9442150180000001	0.9491926415	0.9414559966	0.6590670662	0.9317502126	0.9302988484	0.4695840355	0.6890943516	0.8941818553	0.9412845856000001	0.9431945216000001	0.6882800545000001	0.946913318	1.0	0.7127664002	0.7553384406
GCF_018070535.1 | Streptomyces sp. B94 - ST 767:506	0.6698329966000001	0.6817820010000001	0.6738829430000001	0.6176671936	0.7634068673000001	0.7062550331	0.6838050726	0.7071582383	0.7058540994	0.6944617157	0.6922353555	0.6914056385	0.6279214307000001	0.7065603955	0.6932955971	0.4537199981	0.6536835116	0.6644636983000001	0.6939508564	0.7002276538000001	0.6568498824	0.6962637094	0.6912552270000001	1.0	0.6847901085
GCF_019049125.1 | Streptomyces sp. AC602_WCS936 - ST 781:507	0.7156307047	0.7077747350000001	0.7902716857000001	0.6542191197	0.6753464991	0.7220246198	0.6908377759000001	0.7273844429	0.722909557	0.7219544364	0.7236365514	0.7220158318000001	0.6318643127	0.7260310945	0.7220337689	0.44729248460000004	0.6711971295	0.6884856077	0.7243031134	0.7214763945	0.6688948	0.7238378322	0.7188002751	0.6719437464	1.0
