FILE	SCHEME	ST	16S	atpD	gyrB	recA	rpoB	trpB
bacteria/GCF_000373225.1/GCF_000373225.1_ASM37322v1_genomic.gbff.gz	streptomyces	-	5?	5	111	5	36	129
bacteria/GCF_000373305.1/GCF_000373305.1_ASM37330v1_genomic.gbff.gz	streptomyces	-	-	~94	~95	96?	~35	37?
bacteria/GCF_000373405.1/GCF_000373405.1_ASM37340v1_genomic.gbff.gz	streptomyces	-	8	~25	~96	~97	~8	~108
bacteria/GCF_000373465.1/GCF_000373465.1_ASM37346v1_genomic.gbff.gz	streptomyces	-	-	~91	~46	~45	~47	~52
bacteria/GCF_000373525.1/GCF_000373525.1_ASM37352v1_genomic.gbff.gz	streptomyces	-	-	31?	-	~165	~14	-
bacteria/GCF_000373565.1/GCF_000373565.1_ASM37356v1_genomic.gbff.gz	streptomyces	-	~130	~161	-	~118	-	-
bacteria/GCF_000373585.1/GCF_000373585.1_ASM37358v1_genomic.gbff.gz	streptomyces	-	-	127?	-	~58	~59	~65
bacteria/GCF_000373625.1/GCF_000373625.1_ASM37362v1_genomic.gbff.gz	streptomyces	-	139?	~168	-	184?	~168	~183
bacteria/GCF_000373645.1/GCF_000373645.1_ASM37364v1_genomic.gbff.gz	streptomyces	-	-	31?	-	~165	~37	-
bacteria/GCF_000373665.1/GCF_000373665.1_ASM37366v1_genomic.gbff.gz	streptomyces	-	-	67?	-	-	-	-
bacteria/GCF_000373685.1/GCF_000373685.1_ASM37368v1_genomic.gbff.gz	streptomyces	-	-	143?	-	~154	~152	-
bacteria/GCF_000375625.1/GCF_000375625.1_ASM37562v1_genomic.gbff.gz	streptomyces	-	-	84	52	83	~84	~58
bacteria/GCF_000375725.1/GCF_000375725.1_ASM37572v1_genomic.gbff.gz	streptomyces	-	-	31?	-	~165	~14	-
bacteria/GCF_000376565.1/GCF_000376565.1_ASM37656v1_genomic.gbff.gz	streptomyces	-	~126	~157	~153	159?	~157	-
bacteria/GCF_000377105.1/GCF_000377105.1_ASM37710v1_genomic.gbff.gz	streptomyces	-	-	81?	-	-	~86	-
bacteria/GCF_000377125.1/GCF_000377125.1_ASM37712v1_genomic.gbff.gz	streptomyces	-	-	81?	-	-	~86	-
bacteria/GCF_000377145.1/GCF_000377145.1_ASM37714v1_genomic.gbff.gz	streptomyces	-	-	140?	-	-	~32	-
bacteria/GCF_000377165.1/GCF_000377165.1_ASM37716v1_genomic.gbff.gz	streptomyces	-	-	81?	-	-	~86	-
bacteria/GCF_000377525.1/GCF_000377525.1_ASM37752v1_genomic.gbff.gz	streptomyces	-	108?	77?	-	~175	-	-
bacteria/GCF_000377545.1/GCF_000377545.1_ASM37754v1_genomic.gbff.gz	streptomyces	-	-	~5	110	5	36	102
bacteria/GCF_000377965.1/GCF_000377965.1_ASM37796v1_genomic.gbff.gz	streptomyces	-	8	~11	~29	~12	~12	~122
bacteria/GCF_000380165.1/GCF_000380165.1_ASM38016v1_genomic.gbff.gz	streptomyces	230	148	177	173	178	177	192
bacteria/GCF_000381025.1/GCF_000381025.1_ASM38102v1_genomic.gbff.gz	streptomyces	-	-	171	167	172	171	186
bacteria/GCF_000382745.1/GCF_000382745.1_ASM38274v1_genomic.gbff.gz	streptomyces	-	31	~40	~38	~37	39	~43
bacteria/GCF_000383595.1/GCF_000383595.1_ASM38359v1_genomic.gbff.gz	streptomyces	-	95,95,95,95,95,95	121	119	125	120	137
bacteria/GCF_000383615.1/GCF_000383615.1_ASM38361v1_genomic.gbff.gz	streptomyces	-	-	~165	~107	~24	~101	~110
bacteria/GCF_000383635.1/GCF_000383635.1_ASM38363v1_genomic.gbff.gz	streptomyces	-	65?	~19	-	~157	~165	-
bacteria/GCF_000383655.1/GCF_000383655.1_ASM38365v1_genomic.gbff.gz	streptomyces	-	-	~165	~102	~102	~101	~114
bacteria/GCF_000383935.1/GCF_000383935.1_ASM38393v1_genomic.gbff.gz	streptomyces	-	-	~143	-	~154	~152	-
bacteria/GCF_000384175.1/GCF_000384175.1_ASM38417v1_genomic.gbff.gz	streptomyces	-	128,128	159	155	161	159	174
bacteria/GCF_000385945.1/GCF_000385945.1_ASM38594v1_genomic.gbff.gz	streptomyces	-	11,11,11,11,11,11	133	130	13	13	147
bacteria/GCF_000403665.1/GCF_000403665.1_Streptomyces_lividans_1326_genomic.gbff.gz	streptomyces	-	99	127	~124	131	126	~142
bacteria/GCF_000403765.2/GCF_000403765.2_SAlb2_genomic.gbff.gz	streptomyces	-	~47	63?	~59	~58	~59	~65
bacteria/GCF_000404005.1/GCF_000404005.1_Streptomyces_sp._FXJ7.023_genomic.gbff.gz	streptomyces	-	124?	~153	149	156	~151	~167
bacteria/GCF_000411315.1/GCF_000411315.1_Stre_sp_HGB0020_V1_genomic.gbff.gz	streptomyces	-	~121	108?	-	~102	~152	-
bacteria/GCF_000411495.1/GCF_000411495.1_Stre_sp_HPH0547_V1_genomic.gbff.gz	streptomyces	-	89,89	115	~113	119	114	131
bacteria/GCF_000412265.2/GCF_000412265.2_ASM41226v2_genomic.gbff.gz	streptomyces	-	~114	~179	-	~38	~42	47?
bacteria/GCF_000414115.1/GCF_000414115.1_STRAU_genomic.gbff.gz	streptomyces	-	~86	~161	~115	~121	~113	-
bacteria/GCF_000418455.1/GCF_000418455.1_ASM41845v1_genomic.gbff.gz	streptomyces	-	-	160	156	162	160	175
bacteria/GCF_000424765.1/GCF_000424765.1_ASM42476v1_genomic.gbff.gz	streptomyces	-	-	115?	-	-	-	-
bacteria/GCF_000424785.1/GCF_000424785.1_ASM42478v1_genomic.gbff.gz	streptomyces	-	-	115?	-	-	-	-
bacteria/GCF_000424805.1/GCF_000424805.1_ASM42480v1_genomic.gbff.gz	streptomyces	-	-	81?	-	-	~86	-
bacteria/GCF_000424825.1/GCF_000424825.1_ASM42482v1_genomic.gbff.gz	streptomyces	-	~48	~115	-	-	-	-
bacteria/GCF_000424845.1/GCF_000424845.1_ASM42484v1_genomic.gbff.gz	streptomyces	-	120?	~115	-	-	-	-
bacteria/GCF_000424945.1/GCF_000424945.1_ASM42494v1_genomic.gbff.gz	streptomyces	-	139?	119?	-	~123	~118	-
bacteria/GCF_000424965.1/GCF_000424965.1_ASM42496v1_genomic.gbff.gz	streptomyces	-	135?	180?	-	-	~114	-
bacteria/GCF_000426165.1/GCF_000426165.1_ASM42616v1_genomic.gbff.gz	streptomyces	-	-	180?	-	-	-	-
bacteria/GCF_000426325.1/GCF_000426325.1_ASM42632v1_genomic.gbff.gz	streptomyces	-	-	180?	-	-	-	-
bacteria/GCF_000429085.1/GCF_000429085.1_ASM42908v1_genomic.gbff.gz	streptomyces	-	-	130	127	134	129	144
bacteria/GCF_000444875.1/GCF_000444875.1_ASM44487v1_genomic.gbff.gz	streptomyces	-	~100	~107	-	~146	~62	~157
bacteria/GCF_000478605.2/GCF_000478605.2_ASM47860v2_genomic.gbff.gz	streptomyces	-	~140	~169	-	~170	~169	-
bacteria/GCF_000482585.1/GCF_000482585.1_ASM48258v1_genomic.gbff.gz	streptomyces	-	-	70?	-	-	~88	-
bacteria/GCF_000495635.1/GCF_000495635.1_GBA94-10.20_genomic.gbff.gz	streptomyces	-	21,21,21,21,21	~5	~93	~5	~28	~101
bacteria/GCF_000495755.1/GCF_000495755.1_PVA94-07.23_genomic.gbff.gz	streptomyces	-	21,21,21,21,21,21	~5	~93	~5	~28	~101
bacteria/GCF_000497425.1/GCF_000497425.1_S.niveus_v1_genomic.gbff.gz	streptomyces	-	40?	~51	~50	~49	~33	~56
bacteria/GCF_000497445.1/GCF_000497445.1_S.roseochromogenes_v1_genomic.gbff.gz	streptomyces	-	~100	~99	~125	~132	-	-
bacteria/GCF_000498935.1/GCF_000498935.1_HCCB10043_genomic.gbff.gz	streptomyces	-	3	~104	~39	~23	~105	~3
bacteria/GCF_000504065.1/GCF_000504065.1_Velvet_for_version_02_of_Streptomyces_albulus_PD-1_genomic.gbff.gz	streptomyces	-	51?	63?	~59	~58	~59	~65
bacteria/GCF_000514055.1/GCF_000514055.1_ASM51405v1_genomic.gbff.gz	streptomyces	-	29	37	35	~35	~37	~40
bacteria/GCF_000514715.1/GCF_000514715.1_ASM51471v1_genomic.gbff.gz	streptomyces	-	-	57?	-	-	-	-
bacteria/GCF_000514995.1/GCF_000514995.1_ASM51499v1_genomic.gbff.gz	streptomyces	-	-	81?	-	-	~86	-
bacteria/GCF_000515055.1/GCF_000515055.1_ASM51505v1_genomic.gbff.gz	streptomyces	-	108?	42?	-	~175	-	-
bacteria/GCF_000518045.1/GCF_000518045.1_StrExf1.0_genomic.gbff.gz	streptomyces	-	~14	~10	-	~175	~178	~193
bacteria/GCF_000527195.1/GCF_000527195.1_ASM52719v1_genomic.gbff.gz	streptomyces	-	~146	47?	~46	~45	~47	52?
bacteria/GCF_000590515.1/GCF_000590515.1_Streptomyces_sp._PRh5_version1.0_genomic.gbff.gz	streptomyces	-	~72	57	~88	~87	86	~98
bacteria/GCF_000611795.1/GCF_000611795.1_Tu61761.0_genomic.gbff.gz	streptomyces	-	-	143?	-	~154	~152	-
bacteria/GCF_000612545.1/GCF_000612545.1_P1-1_genomic.gbff.gz	streptomyces	-	~103	~141	~17	~135	~17	17?
bacteria/GCF_000647875.1/GCF_000647875.1_ASM64787v1_genomic.gbff.gz	streptomyces	-	~28	~94	~95	96?	~35	~37
bacteria/GCF_000686765.1/GCF_000686765.1_ASM68676v1_genomic.gbff.gz	streptomyces	-	-	91?	~46	~45	~47	~52
bacteria/GCF_000695235.1/GCF_000695235.1_ASM69523v1_genomic.gbff.gz	streptomyces	-	~47	63?	~59	~58	~59	~65
bacteria/GCF_000696595.1/GCF_000696595.1_StrepLeeu1.0_genomic.gbff.gz	streptomyces	186	116	144	141	147	142	158
bacteria/GCF_000698495.1/GCF_000698495.1_NTK937_genomic.gbff.gz	streptomyces	-	29,29,29,29,29,29	37	35	~35	37	40
bacteria/GCF_000698945.1/GCF_000698945.1_LGO_A23_AS7_genomic.gbff.gz	streptomyces	-	-	92?	5	92?	36	101
bacteria/GCF_000700005.2/GCF_000700005.2_ASM70000v2_genomic.gbff.gz	streptomyces	-	150	~180	~176	~181	~180	~195
bacteria/GCF_000701285.1/GCF_000701285.1_ASM70128v1_genomic.gbff.gz	streptomyces	-	-	81?	-	-	~86	-
bacteria/GCF_000701325.1/GCF_000701325.1_ASM70132v1_genomic.gbff.gz	streptomyces	-	-	70?	-	-	~181	-
bacteria/GCF_000702365.1/GCF_000702365.1_ASM70236v1_genomic.gbff.gz	streptomyces	-	-	~104	~39	~10	~105	118?
bacteria/GCF_000707925.2/GCF_000707925.2_ASM70792v2_genomic.gbff.gz	streptomyces	-	46,46,46	58	58	57	~65	64
bacteria/GCF_000707945.1/GCF_000707945.1_mv9-51_genomic.gbff.gz	streptomyces	-	-	58	58	57	~65	64
bacteria/GCF_000707965.1/GCF_000707965.1_rev-51_genomic.gbff.gz	streptomyces	-	-	58	58	57	~65	64
bacteria/GCF_000709915.1/GCF_000709915.1_JSD_genomic.gbff.gz	streptomyces	-	~146	~91	~46	~45	~47	52?
bacteria/GCF_000715745.1/GCF_000715745.1_ASM71574v1_genomic.gbff.gz	streptomyces	2	2	2	2	2	2	2
bacteria/GCF_000715845.1/GCF_000715845.1_ASM71584v1_genomic.gbff.gz	streptomyces	103	73	90	90	90	90	99
bacteria/GCF_000716025.1/GCF_000716025.1_ASM71602v1_genomic.gbff.gz	streptomyces	-	8	22	21	22	23	~36
bacteria/GCF_000716215.1/GCF_000716215.1_ASM71621v1_genomic.gbff.gz	streptomyces	206	130	161	157	163	161	176
bacteria/GCF_000716335.1/GCF_000716335.1_ASM71633v1_genomic.gbff.gz	streptomyces	-	~25	169?	-	170?	~169	-
bacteria/GCF_000716435.1/GCF_000716435.1_ASM71643v1_genomic.gbff.gz	streptomyces	-	126?	~157	~153	~159	~157	~172
bacteria/GCF_000716445.1/GCF_000716445.1_ASM71644v1_genomic.gbff.gz	streptomyces	231	149	178	174	179	178	193
bacteria/GCF_000716455.1/GCF_000716455.1_ASM71645v1_genomic.gbff.gz	streptomyces	-	46?	~58	~65	~57	~65	64?
bacteria/GCF_000716515.1/GCF_000716515.1_ASM71651v1_genomic.gbff.gz	streptomyces	-	46	58	~65	~57	~65	~64
bacteria/GCF_000716525.1/GCF_000716525.1_ASM71652v1_genomic.gbff.gz	streptomyces	-	89?	115	113	119	114	131
bacteria/GCF_000716535.1/GCF_000716535.1_ASM71653v1_genomic.gbff.gz	streptomyces	-	~85	~143	~140	~101	~141	157?
bacteria/GCF_000716605.1/GCF_000716605.1_ASM71660v1_genomic.gbff.gz	streptomyces	-	~126	~157	~153	~159	~157	172?
bacteria/GCF_000716615.1/GCF_000716615.1_ASM71661v1_genomic.gbff.gz	streptomyces	-	-	157?	-	~137	~123	-
bacteria/GCF_000716625.1/GCF_000716625.1_ASM71662v1_genomic.gbff.gz	streptomyces	-	94	120?	118	124	119	136
bacteria/GCF_000716675.1/GCF_000716675.1_ASM71667v1_genomic.gbff.gz	streptomyces	155	88	114	112	118	113	130
bacteria/GCF_000716685.1/GCF_000716685.1_ASM71668v1_genomic.gbff.gz	streptomyces	-	~32	16?	~42	~40	~40	45?
bacteria/GCF_000716745.1/GCF_000716745.1_ASM71674v1_genomic.gbff.gz	streptomyces	-	46	58	-	57	~65	64
bacteria/GCF_000716805.1/GCF_000716805.1_ASM71680v1_genomic.gbff.gz	streptomyces	-	-	182	178	183	182	197
bacteria/GCF_000716845.1/GCF_000716845.1_ASM71684v1_genomic.gbff.gz	streptomyces	-	46	58	58	57	~65	64
bacteria/GCF_000716875.1/GCF_000716875.1_ASM71687v1_genomic.gbff.gz	streptomyces	194	123	152	148	155	150	166
bacteria/GCF_000716935.1/GCF_000716935.1_ASM71693v1_genomic.gbff.gz	streptomyces	38	11	12	13	13	13	38
bacteria/GCF_000716945.1/GCF_000716945.1_ASM71694v1_genomic.gbff.gz	streptomyces	-	3?	~104	105	~3	~105	118?
bacteria/GCF_000717015.1/GCF_000717015.1_ASM71701v1_genomic.gbff.gz	streptomyces	-	2?	2	2	2	2	2
bacteria/GCF_000717025.1/GCF_000717025.1_ASM71702v1_genomic.gbff.gz	streptomyces	9	9	8	9	9	9	9
bacteria/GCF_000717055.1/GCF_000717055.1_ASM71705v1_genomic.gbff.gz	streptomyces	181	111	139	136	142	137	153
bacteria/GCF_000717105.1/GCF_000717105.1_ASM71710v1_genomic.gbff.gz	streptomyces	-	8	~11	~1	25?	~12	~124
bacteria/GCF_000717215.1/GCF_000717215.1_ASM71721v1_genomic.gbff.gz	streptomyces	-	2?	~2	~2	42	~2	~2
bacteria/GCF_000717285.1/GCF_000717285.1_ASM71728v1_genomic.gbff.gz	streptomyces	-	46	58	58	57	~65	64
bacteria/GCF_000717345.1/GCF_000717345.1_ASM71734v1_genomic.gbff.gz	streptomyces	-	43?	54	53	52	54	59
bacteria/GCF_000717375.1/GCF_000717375.1_ASM71737v1_genomic.gbff.gz	streptomyces	-	5?	~112	110	5	36	5
bacteria/GCF_000717595.1/GCF_000717595.1_ASM71759v1_genomic.gbff.gz	streptomyces	-	~14	~10	~16	16?	~41	16?
bacteria/GCF_000717635.1/GCF_000717635.1_ASM71763v1_genomic.gbff.gz	streptomyces	-	74?	157?	-	~137	~123	-
bacteria/GCF_000717645.1/GCF_000717645.1_ASM71764v1_genomic.gbff.gz	streptomyces	2	2	2	2	2	2	2
bacteria/GCF_000717655.1/GCF_000717655.1_ASM71765v1_genomic.gbff.gz	streptomyces	-	20	~26	~138	~17	~179	45?
bacteria/GCF_000717665.1/GCF_000717665.1_ASM71766v1_genomic.gbff.gz	streptomyces	49	2	2	2	42	44	49
bacteria/GCF_000717715.1/GCF_000717715.1_ASM71771v1_genomic.gbff.gz	streptomyces	-	~77	152?	-	~160	~117	~161
bacteria/GCF_000717725.1/GCF_000717725.1_ASM71772v1_genomic.gbff.gz	streptomyces	194	123	152	148	155	150	166
bacteria/GCF_000717745.1/GCF_000717745.1_ASM71774v1_genomic.gbff.gz	streptomyces	-	60	73	73	71	73	80
bacteria/GCF_000717795.1/GCF_000717795.1_ASM71779v1_genomic.gbff.gz	streptomyces	-	6	~6	6	6	8	~122
bacteria/GCF_000717805.1/GCF_000717805.1_ASM71780v1_genomic.gbff.gz	streptomyces	-	46?	58	58	57	~65	64
bacteria/GCF_000717815.1/GCF_000717815.1_ASM71781v1_genomic.gbff.gz	streptomyces	-	46?	~58	~65	~57	~65	~64
bacteria/GCF_000717845.1/GCF_000717845.1_ASM71784v1_genomic.gbff.gz	streptomyces	-	99	~127	~124	~131	126	~142
bacteria/GCF_000717875.1/GCF_000717875.1_ASM71787v1_genomic.gbff.gz	streptomyces	-	~36	~139	-	~112	~131	~153
bacteria/GCF_000717895.1/GCF_000717895.1_ASM71789v1_genomic.gbff.gz	streptomyces	-	~85	~143	~140	~101	~141	-
bacteria/GCF_000717915.1/GCF_000717915.1_ASM71791v1_genomic.gbff.gz	streptomyces	-	20	26?	-	~38	~140	45?
bacteria/GCF_000717925.1/GCF_000717925.1_ASM71792v1_genomic.gbff.gz	streptomyces	-	32	41?	~42	~38	~40	45?
bacteria/GCF_000717945.1/GCF_000717945.1_ASM71794v1_genomic.gbff.gz	streptomyces	-	~130	33?	-	~15	~15	~15
bacteria/GCF_000717965.1/GCF_000717965.1_ASM71796v1_genomic.gbff.gz	streptomyces	2	2	2	2	2	2	2
bacteria/GCF_000717995.1/GCF_000717995.1_ASM71799v1_genomic.gbff.gz	streptomyces	-	146?	175	171	176	175	190
bacteria/GCF_000718015.1/GCF_000718015.1_ASM71801v1_genomic.gbff.gz	streptomyces	-	57	69	69	68	71	75
bacteria/GCF_000718095.1/GCF_000718095.1_ASM71809v1_genomic.gbff.gz	streptomyces	220	138	167	163	168	167	182
bacteria/GCF_000718135.1/GCF_000718135.1_ASM71813v1_genomic.gbff.gz	streptomyces	-	16	17	18	-	18	18
bacteria/GCF_000718155.1/GCF_000718155.1_ASM71815v1_genomic.gbff.gz	streptomyces	184	114	142	139	145	140	156
bacteria/GCF_000718165.1/GCF_000718165.1_ASM71816v1_genomic.gbff.gz	streptomyces	-	~130	96?	~161	~157	~161	121?
bacteria/GCF_000718175.1/GCF_000718175.1_ASM71817v1_genomic.gbff.gz	streptomyces	11	10	10	11	11	11	11
bacteria/GCF_000718205.1/GCF_000718205.1_ASM71820v1_genomic.gbff.gz	streptomyces	-	2	2	2	~106	2	~2
bacteria/GCF_000718235.1/GCF_000718235.1_ASM71823v1_genomic.gbff.gz	streptomyces	-	2	2	2	~106	2	2
bacteria/GCF_000718245.1/GCF_000718245.1_ASM71824v1_genomic.gbff.gz	streptomyces	2	2	2	2	2	2	2
bacteria/GCF_000718295.1/GCF_000718295.1_ASM71829v1_genomic.gbff.gz	streptomyces	-	46	58	58	57	~65	64
bacteria/GCF_000718305.1/GCF_000718305.1_ASM71830v1_genomic.gbff.gz	streptomyces	-	64?	150	79	153	148	164
bacteria/GCF_000718315.1/GCF_000718315.1_ASM71831v1_genomic.gbff.gz	streptomyces	-	106?	135?	132	138	133	149
